background_condition,correct_spkr,correct_word,cutoff_channel,cutoff_channel_freq,fn_eval,index,popt,snr,srt,tag_expt,tag_model
3.0,"[0.013297872340425532, 0.010638297872340425, 0.015957446808510637, 0.031914893617021274, 0.1196808510638298, 0.31382978723404253, 0.5851063829787234, 0.800531914893617, 0.8803191489361702, 0.9281914893617021, 0.949468085106383, 0.9521276595744681, 0.9547872340425532, 0.9601063829787234, 0.9627659574468085]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.07712765957446809, 0.2553191489361702, 0.45478723404255317, 0.6382978723404256, 0.7367021276595744, 0.7712765957446809, 0.776595744680851, 0.8058510638297872, 0.8191489361702128, 0.8085106382978723]",32.0,8000.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,512,[ 0.79442846 -3.75504764  4.35360825],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-3.7550476398545976,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.018617021276595744, 0.007978723404255319, 0.013297872340425532, 0.015957446808510637, 0.013297872340425532, 0.026595744680851064, 0.07180851063829788, 0.21010638297872342, 0.39361702127659576, 0.5292553191489362, 0.5957446808510638, 0.6569148936170213, 0.6888297872340425, 0.6888297872340425, 0.7021276595744681]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.026595744680851064, 0.09042553191489362, 0.25, 0.44680851063829785, 0.5718085106382979, 0.6569148936170213, 0.7420212765957447, 0.7632978723404256, 0.7819148936170213]",0.0,80.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,513,[0.75357268 2.27825782 4.98892483],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",2.27825782372457,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.013297872340425532, 0.013297872340425532, 0.02127659574468085, 0.02925531914893617, 0.05053191489361702, 0.10904255319148937, 0.2526595744680851, 0.449468085106383, 0.5478723404255319, 0.6196808510638298, 0.6329787234042553, 0.6675531914893617, 0.6888297872340425, 0.726063829787234]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.007978723404255319, 0.034574468085106384, 0.11702127659574468, 0.2872340425531915, 0.47606382978723405, 0.5904255319148937, 0.6675531914893617, 0.7420212765957447, 0.7632978723404256, 0.8111702127659575]",4.0,242.87576293945312,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,514,[0.75029776 1.67978174 5.03012007],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",1.6797817351604427,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.013297872340425532, 0.015957446808510637, 0.02127659574468085, 0.03723404255319149, 0.07712765957446809, 0.23404255319148937, 0.4015957446808511, 0.5398936170212766, 0.6409574468085106, 0.7154255319148937, 0.75, 0.7792553191489362, 0.7978723404255319, 0.8085106382978723]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.007978723404255319, 0.0398936170212766, 0.13829787234042554, 0.3058510638297872, 0.4654255319148936, 0.574468085106383, 0.6622340425531915, 0.7420212765957447, 0.7606382978723404, 0.8058510638297872]",8.0,491.6507873535156,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,515,[0.75522345 1.70334392 5.49000065],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",1.7033439245801532,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.010638297872340425, 0.015957446808510637, 0.02127659574468085, 0.047872340425531915, 0.1356382978723404, 0.31382978723404253, 0.47606382978723405, 0.6143617021276596, 0.7047872340425532, 0.7712765957446809, 0.8111702127659575, 0.8457446808510638, 0.8670212765957447, 0.8856382978723404]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.018617021276595744, 0.08244680851063829, 0.2127659574468085, 0.3617021276595745, 0.5053191489361702, 0.6090425531914894, 0.675531914893617, 0.7313829787234043, 0.7632978723404256, 0.8271276595744681]",12.0,871.6275024414062,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,516,[0.74910506 0.51588667 5.77991304],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",0.5158866727988674,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.013297872340425532, 0.015957446808510637, 0.018617021276595744, 0.031914893617021274, 0.07446808510638298, 0.20212765957446807, 0.4015957446808511, 0.550531914893617, 0.6808510638297872, 0.7792553191489362, 0.824468085106383, 0.8590425531914894, 0.8776595744680851, 0.8962765957446809, 0.9122340425531915]","[0.0, 0.0, 0.0, 0.0, 0.005319148936170213, 0.03723404255319149, 0.10372340425531915, 0.2393617021276596, 0.40425531914893614, 0.5186170212765957, 0.598404255319149, 0.6781914893617021, 0.7446808510638298, 0.773936170212766, 0.8191489361702128]",16.0,1452.0006103515625,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,517,[0.76072519 0.18210713 6.25973339],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",0.18210713178064464,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.013297872340425532, 0.015957446808510637, 0.0398936170212766, 0.10638297872340426, 0.28191489361702127, 0.4627659574468085, 0.6356382978723404, 0.7473404255319149, 0.8191489361702128, 0.8617021276595744, 0.9069148936170213, 0.9175531914893617, 0.9414893617021277, 0.9202127659574468]","[0.0, 0.0, 0.0, 0.0026595744680851063, 0.013297872340425532, 0.04521276595744681, 0.13031914893617022, 0.27393617021276595, 0.4228723404255319, 0.550531914893617, 0.6170212765957447, 0.6835106382978723, 0.75, 0.7978723404255319, 0.8085106382978723]",20.0,2338.45751953125,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,518,[ 0.77283702 -0.27326267  6.44892664],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-0.2732626703266728,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.015957446808510637, 0.023936170212765957, 0.04521276595744681, 0.18882978723404256, 0.3962765957446808, 0.598404255319149, 0.7340425531914894, 0.8138297872340425, 0.8776595744680851, 0.9228723404255319, 0.9414893617021277, 0.9468085106382979, 0.949468085106383, 0.9601063829787234]","[0.0, 0.0, 0.0, 0.0, 0.015957446808510637, 0.06914893617021277, 0.17819148936170212, 0.30319148936170215, 0.48936170212765956, 0.5877659574468085, 0.6675531914893617, 0.7287234042553191, 0.7606382978723404, 0.7952127659574468, 0.8085106382978723]",24.0,3692.423583984375,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,519,[ 0.77321007 -1.44315888  6.03102159],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.4431588816133898,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.013297872340425532, 0.018617021276595744, 0.026595744680851064, 0.06382978723404255, 0.22606382978723405, 0.43351063829787234, 0.6595744680851063, 0.776595744680851, 0.8643617021276596, 0.9042553191489362, 0.9228723404255319, 0.9547872340425532, 0.9601063829787234, 0.9680851063829787, 0.9601063829787234]","[0.0, 0.0, 0.0, 0.0, 0.023936170212765957, 0.06914893617021277, 0.19680851063829788, 0.34574468085106386, 0.5053191489361702, 0.6329787234042553, 0.7074468085106383, 0.7526595744680851, 0.7819148936170213, 0.8031914893617021, 0.8138297872340425]",28.0,5760.4599609375,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,520,[ 0.7862228  -1.97999135  5.73148686],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.9799913455924185,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.015957446808510637, 0.018617021276595744, 0.023936170212765957, 0.07446808510638298, 0.22872340425531915, 0.4654255319148936, 0.6728723404255319, 0.7925531914893617, 0.8829787234042553, 0.9122340425531915, 0.9361702127659575, 0.9547872340425532, 0.9601063829787234, 0.9654255319148937, 0.9654255319148937]","[0.0, 0.0, 0.0, 0.0, 0.02127659574468085, 0.09042553191489362, 0.2154255319148936, 0.3803191489361702, 0.526595744680851, 0.6303191489361702, 0.6968085106382979, 0.7553191489361702, 0.7845744680851063, 0.7898936170212766, 0.8031914893617021]",32.0,8000.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0016/EVAL_hopkins_moore_2009.json,521,[ 0.77838585 -2.47934819  5.84296602],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-2.479348186902861,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.02925531914893617, 0.023936170212765957, 0.02925531914893617, 0.03723404255319149, 0.05585106382978723, 0.14893617021276595, 0.3404255319148936, 0.4867021276595745, 0.5691489361702128, 0.6595744680851063, 0.6941489361702128, 0.7367021276595744, 0.7579787234042553, 0.7659574468085106, 0.7393617021276596]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.031914893617021274, 0.1622340425531915, 0.3377659574468085, 0.47606382978723405, 0.6356382978723404, 0.6861702127659575, 0.7473404255319149, 0.7632978723404256, 0.776595744680851, 0.7553191489361702]",0.0,80.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,522,[ 0.76175119 -1.82454371  5.13366712],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.8245437138988854,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.02127659574468085, 0.02925531914893617, 0.02925531914893617, 0.026595744680851064, 0.061170212765957445, 0.14095744680851063, 0.28191489361702127, 0.47074468085106386, 0.598404255319149, 0.648936170212766, 0.6968085106382979, 0.6968085106382979, 0.7074468085106383, 0.7101063829787234, 0.6914893617021277]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.034574468085106384, 0.15425531914893617, 0.31648936170212766, 0.5, 0.6462765957446809, 0.7313829787234043, 0.7553191489361702, 0.7659574468085106, 0.7872340425531915, 0.7819148936170213]",4.0,242.87576293945312,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,523,[ 0.77206626 -1.81467277  4.77466228],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.8146727658563235,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.031914893617021274, 0.023936170212765957, 0.018617021276595744, 0.0398936170212766, 0.0425531914893617, 0.1356382978723404, 0.2978723404255319, 0.4867021276595745, 0.648936170212766, 0.726063829787234, 0.7712765957446809, 0.7898936170212766, 0.800531914893617, 0.8138297872340425, 0.7952127659574468]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.02127659574468085, 0.14361702127659576, 0.2898936170212766, 0.5026595744680851, 0.6276595744680851, 0.723404255319149, 0.773936170212766, 0.7952127659574468, 0.8111702127659575, 0.7898936170212766]",8.0,491.6507873535156,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,524,[ 0.79506056 -1.30589065  4.96055897],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.3058906473221938,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.02925531914893617, 0.02127659574468085, 0.026595744680851064, 0.026595744680851064, 0.0425531914893617, 0.13031914893617022, 0.28191489361702127, 0.5106382978723404, 0.6675531914893617, 0.7712765957446809, 0.824468085106383, 0.8430851063829787, 0.8617021276595744, 0.8776595744680851, 0.8829787234042553]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.018617021276595744, 0.13829787234042554, 0.34574468085106386, 0.4867021276595745, 0.6436170212765957, 0.726063829787234, 0.7686170212765957, 0.7978723404255319, 0.8218085106382979, 0.800531914893617]",12.0,871.6275024414062,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,525,[ 0.79736589 -1.51418323  5.03637801],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-1.5141832272436633,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.018617021276595744, 0.02127659574468085, 0.02925531914893617, 0.034574468085106384, 0.05053191489361702, 0.14361702127659576, 0.3537234042553192, 0.5664893617021277, 0.7420212765957447, 0.8138297872340425, 0.851063829787234, 0.8696808510638298, 0.8962765957446809, 0.9069148936170213, 0.925531914893617]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.015957446808510637, 0.1622340425531915, 0.35638297872340424, 0.5398936170212766, 0.651595744680851, 0.726063829787234, 0.7659574468085106, 0.7898936170212766, 0.8085106382978723, 0.7978723404255319]",16.0,1452.0006103515625,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,526,[ 0.78169946 -2.13918474  4.69755772],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-2.1391847366258294,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.02925531914893617, 0.026595744680851064, 0.02127659574468085, 0.031914893617021274, 0.06382978723404255, 0.19148936170212766, 0.40425531914893614, 0.6356382978723404, 0.7872340425531915, 0.8563829787234043, 0.8829787234042553, 0.9122340425531915, 0.9122340425531915, 0.9175531914893617, 0.925531914893617]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.02925531914893617, 0.17819148936170212, 0.38563829787234044, 0.5771276595744681, 0.6835106382978723, 0.7473404255319149, 0.776595744680851, 0.7872340425531915, 0.800531914893617, 0.8058510638297872]",20.0,2338.45751953125,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,527,[ 0.78048893 -2.70400538  4.3484363 ],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-2.7040053831747555,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.02127659574468085, 0.02925531914893617, 0.023936170212765957, 0.034574468085106384, 0.07712765957446809, 0.2074468085106383, 0.48936170212765956, 0.6968085106382979, 0.824468085106383, 0.8776595744680851, 0.9042553191489362, 0.9228723404255319, 0.9308510638297872, 0.9281914893617021, 0.9414893617021277]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.03723404255319149, 0.19414893617021275, 0.4148936170212766, 0.5957446808510638, 0.7127659574468085, 0.75, 0.7845744680851063, 0.7898936170212766, 0.800531914893617, 0.7952127659574468]",24.0,3692.423583984375,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,528,[ 0.78278588 -3.0771299   4.19735451],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-3.077129904153893,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.023936170212765957, 0.031914893617021274, 0.02127659574468085, 0.02925531914893617, 0.09840425531914894, 0.2632978723404255, 0.550531914893617, 0.7446808510638298, 0.8617021276595744, 0.9122340425531915, 0.9308510638297872, 0.9468085106382979, 0.9601063829787234, 0.9601063829787234, 0.973404255319149]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.05053191489361702, 0.2473404255319149, 0.42819148936170215, 0.6090425531914894, 0.6968085106382979, 0.7579787234042553, 0.7845744680851063, 0.7952127659574468, 0.800531914893617, 0.7952127659574468]",28.0,5760.4599609375,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,529,[ 0.78503991 -3.39902157  4.52621511],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-3.3990215692059262,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
3.0,"[0.026595744680851064, 0.018617021276595744, 0.023936170212765957, 0.04521276595744681, 0.09574468085106383, 0.300531914893617, 0.6090425531914894, 0.7952127659574468, 0.8723404255319149, 0.9202127659574468, 0.9441489361702128, 0.9601063829787234, 0.9601063829787234, 0.9654255319148937, 0.976063829787234]","[0.0, 0.0, 0.0, 0.0, 0.0026595744680851063, 0.06914893617021277, 0.25, 0.47074468085106386, 0.625, 0.7154255319148937, 0.773936170212766, 0.7978723404255319, 0.7952127659574468, 0.8138297872340425, 0.7952127659574468]",32.0,8000.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,530,[ 0.79328257 -3.71969805  4.41720903],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-3.7196980524147154,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.0, 0.0026595744680851063, 0.0026595744680851063, 0.007978723404255319, 0.023936170212765957, 0.06382978723404255, 0.22074468085106383, 0.3617021276595745, 0.5319148936170213, 0.6303191489361702, 0.6888297872340425, 0.7393617021276596, 0.7579787234042553, 0.7446808510638298]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007978723404255319, 0.07446808510638298, 0.22074468085106383, 0.3723404255319149, 0.5, 0.6170212765957447, 0.6569148936170213, 0.7287234042553191, 0.7606382978723404]",0.0,80.0,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,531,[0.71156655 2.97459474 5.26989007],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",2.974594740655979,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.0026595744680851063, 0.005319148936170213, 0.010638297872340425, 0.010638297872340425, 0.04521276595744681, 0.13297872340425532, 0.2553191489361702, 0.3670212765957447, 0.4734042553191489, 0.5558510638297872, 0.6090425531914894, 0.651595744680851, 0.6702127659574468, 0.6914893617021277]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018617021276595744, 0.10638297872340426, 0.24202127659574468, 0.43351063829787234, 0.5585106382978723, 0.6303191489361702, 0.6968085106382979, 0.7526595744680851, 0.773936170212766]",4.0,242.87576293945312,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,532,[0.72852912 2.22259937 5.1176981 ],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",2.2225993678113545,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.0, 0.005319148936170213, 0.013297872340425532, 0.03723404255319149, 0.09574468085106383, 0.24202127659574468, 0.4015957446808511, 0.5159574468085106, 0.6117021276595744, 0.6781914893617021, 0.6914893617021277, 0.7313829787234043, 0.7712765957446809, 0.7952127659574468]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.010638297872340425, 0.04521276595744681, 0.1356382978723404, 0.26861702127659576, 0.425531914893617, 0.5425531914893617, 0.648936170212766, 0.6888297872340425, 0.7473404255319149, 0.7872340425531915]",8.0,491.6507873535156,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,533,[0.73816449 2.14556722 5.75774727],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",2.1455672171985327,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.0, 0.007978723404255319, 0.018617021276595744, 0.05053191489361702, 0.1622340425531915, 0.36436170212765956, 0.48138297872340424, 0.6037234042553191, 0.6808510638297872, 0.7446808510638298, 0.7952127659574468, 0.8164893617021277, 0.8617021276595744, 0.8856382978723404]","[0.0, 0.0, 0.0, 0.0, 0.005319148936170213, 0.02127659574468085, 0.09042553191489362, 0.17553191489361702, 0.32978723404255317, 0.47606382978723405, 0.5904255319148937, 0.6888297872340425, 0.7393617021276596, 0.773936170212766, 0.7925531914893617]",12.0,871.6275024414062,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,534,[0.77472275 1.37520461 6.09323331],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",1.3752046055657479,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.0, 0.010638297872340425, 0.023936170212765957, 0.0797872340425532, 0.24202127659574468, 0.4228723404255319, 0.5531914893617021, 0.6648936170212766, 0.7313829787234043, 0.7898936170212766, 0.8351063829787234, 0.8776595744680851, 0.8776595744680851, 0.9175531914893617]","[0.0, 0.0, 0.0, 0.0, 0.005319148936170213, 0.034574468085106384, 0.1196808510638298, 0.2127659574468085, 0.36436170212765956, 0.5319148936170213, 0.625, 0.6914893617021277, 0.7367021276595744, 0.7659574468085106, 0.8085106382978723]",16.0,1452.0006103515625,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,535,[0.75720389 0.24605004 5.88482545],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",0.24605004200966937,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.005319148936170213, 0.015957446808510637, 0.03723404255319149, 0.14361702127659576, 0.3377659574468085, 0.4973404255319149, 0.6382978723404256, 0.7101063829787234, 0.7978723404255319, 0.8563829787234043, 0.8882978723404256, 0.9042553191489362, 0.9148936170212766, 0.9361702127659575]","[0.0, 0.0, 0.0, 0.007978723404255319, 0.015957446808510637, 0.05053191489361702, 0.11436170212765957, 0.2473404255319149, 0.4148936170212766, 0.5212765957446809, 0.6303191489361702, 0.7021276595744681, 0.75, 0.7792553191489362, 0.8085106382978723]",20.0,2338.45751953125,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,536,[ 0.77148756 -0.01626398  6.25712164],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-0.0162639799450028,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
4.0,"[0.0, 0.005319148936170213, 0.026595744680851064, 0.05851063829787234, 0.23138297872340424, 0.3882978723404255, 0.5718085106382979, 0.7154255319148937, 0.7898936170212766, 0.8351063829787234, 0.8776595744680851, 0.9095744680851063, 0.925531914893617, 0.9281914893617021, 0.9414893617021277]","[0.0, 0.0, 0.0, 0.005319148936170213, 0.02925531914893617, 0.06914893617021277, 0.15159574468085107, 0.31382978723404253, 0.43617021276595747, 0.5531914893617021, 0.675531914893617, 0.723404255319149, 0.7446808510638298, 0.7819148936170213, 0.800531914893617]",24.0,3692.423583984375,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_0017/EVAL_hopkins_moore_2009.json,537,[ 0.77138592 -0.99428298  6.29387431],"[-24.0, -21.0, -18.0, -15.0, -12.0, -9.0, -6.0, -3.0, 0.0, 3.0, 6.0, 9.0, 12.0, 15.0, inf]",-0.9942829840447526,hopkins_moore_2009,models/spkr_word_recognition/freq13mean_autocorr_block3concat/simplified_IHC1000/arch0_00??
