background_condition,cutoff_channel,cutoff_channel_freq,srt_mean,srt_sem,tag_expt,tag_model,srt_list
4.0,12.0,871.6275024414062,-1.3161443777112192,0.18769787391549836,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-0.8638693564984036, -1.5217294910538088, -1.7016775308279561, -0.8280208996750911, -1.820129605209282, -1.7754548499473466, -1.353515229782465, -0.03696321118493548, -1.9744939395132517, -1.2855896634196518]"
4.0,16.0,1452.0006103515625,-1.2885525885559397,0.17108496832158754,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-0.8669957055306353, -1.4010974212634613, -1.7875213565979726, -0.8772652511152715, -1.7087613959199668, -1.6049585682352032, -1.3508730665126891, -0.10355093132244925, -1.8720151056576622, -1.3124870834040843]"
4.0,20.0,2338.45751953125,-1.3763406464852497,0.1931373478850266,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-1.0017514407363663, -1.478833581928869, -1.747853602675196, -0.7333252364304834, -1.8881671828222528, -1.8326099291445979, -1.5874741786648745, -0.04526643016019912, -1.975623270692555, -1.4725016115971032]"
4.0,24.0,3692.423583984375,-1.642742853134184,0.19295645563402844,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-1.152339719507092, -1.6909528973204675, -1.9339218303623682, -1.3131220503199457, -2.2706597410917957, -2.007984422116633, -2.162985065947345, -0.2701448182868596, -2.1080753016952554, -1.5172426846940759]"
4.0,28.0,5760.4599609375,-1.8089794451172985,0.2122475049300878,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-1.2476114148037691, -1.968969224400453, -2.327761948270969, -1.226685513188496, -2.1709204369467785, -2.3631624908236715, -2.4453692692809494, -0.45129613132789176, -2.381385228882943, -1.5066327932470613]"
4.0,32.0,8000.0,-1.9579377065245027,0.1799902068868254,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0050/arch0_00??,"[-1.4129119107915942, -2.107549381536622, -2.2981512952156855, -1.6730747953865885, -2.1769824164891425, -2.4177977670483344, -2.6898868792458774, -0.7390000221168397, -2.2637109449256037, -1.800311652488739]"
3.0,0.0,80.0,-3.656917019797165,0.07270047736231204,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.687567410909044, -3.466507976024227, -3.3169669976793243, -3.4552436561048117, -3.7986197885487103, -3.9222644883631186, -3.5421108080338204, -4.067864059870281, -3.5863683853013257, -3.72565662713699]"
3.0,4.0,242.87576293945312,-3.5284798828272628,0.09022023656758119,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.789859944833229, -3.477845713265907, -3.401060571687299, -3.2318931424776376, -3.66204954818415, -3.9528294713054617, -3.382709939752296, -3.9070963974733663, -3.1209408996285597, -3.3585131996647197]"
3.0,8.0,491.6507873535156,-3.129494049138091,0.08707457331520754,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.5248903419789723, -3.220566246994765, -2.899935793296358, -2.9623226069066493, -2.894229353502049, -3.4106998989815276, -2.959539400347295, -3.5273506352994226, -2.7905310436347475, -3.104875170439126]"
3.0,12.0,871.6275024414062,-2.871515642736741,0.07040426692653964,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.1739001386100676, -2.6846260503872195, -2.8245274995925636, -3.0316605317021357, -2.6792549202533085, -3.2870924817476714, -2.698907557521437, -2.910150149918801, -2.698816806375814, -2.7262202912583926]"
3.0,16.0,1452.0006103515625,-3.119321740767892,0.061689297617077005,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.5428996114853955, -3.0451124908738114, -3.154547619238249, -3.0178861335119, -2.9265079511286043, -3.1967347659013416, -3.1681299036178134, -3.270424189859916, -3.006451120819846, -2.864523621242047]"
3.0,20.0,2338.45751953125,-3.637257101250056,0.04867280500089095,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.8759221641148254, -3.363768630770879, -3.578004168982124, -3.564185775296103, -3.7266373705722837, -3.6329845485365873, -3.8155979516179173, -3.7082907543898807, -3.4706810240480017, -3.6364986241719572]"
3.0,24.0,3692.423583984375,-3.9540819690530156,0.055165660621981874,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-4.065249385011439, -3.804741121842015, -4.01705554923464, -4.078469395921201, -3.70958722684559, -4.151307854028169, -3.9309246933477047, -4.111929073249057, -4.019726363126542, -3.6518290279237973]"
3.0,28.0,5760.4599609375,-4.13128809930281,0.0626843171979568,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-4.199574325224451, -4.274375129310063, -3.9251116428270887, -4.361066122873726, -4.095229924248802, -4.1634383763989735, -4.172190241495219, -4.3457434895863685, -4.068205323277362, -3.707946417786045]"
3.0,32.0,8000.0,-4.309623279283206,0.055610977695489706,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-4.321887040067732, -4.392340402717286, -4.0094487950794075, -4.451698169543913, -4.132430583412978, -4.463929953070242, -4.492208757072555, -4.15223611012572, -4.491494422403298, -4.188558559338925]"
4.0,0.0,80.0,-0.09510326251138111,0.15105682083756095,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-0.517770280496984, -0.0668295538909468, 0.37224096046759664, 0.1528406581830232, -0.44448331712041433, 0.2917693416302167, -1.1597995343489595, 0.13539725261474722, 0.03636131027523833, 0.24924053757267156]"
4.0,4.0,242.87576293945312,-0.24395969342273402,0.16715424436981294,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-0.1662763301441599, -0.6464785990318418, 0.044514207585194934, -0.4116937404696094, -0.3787971467391292, 0.1531027445556058, -1.4922480757698495, 0.12255665534135235, 0.05028375777763456, 0.28543959266746205]"
4.0,8.0,491.6507873535156,-0.42662546241468136,0.18082376243467743,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-0.9409088742696283, -0.7199555103752238, -0.24311686392717127, -0.5538577078977134, -0.35678375608610413, -0.2366900971345958, -1.5397037191343825, -0.262239982050939, -0.02135966188281552, 0.6083615486117603]"
4.0,12.0,871.6275024414062,-0.8218432594571625,0.18717863170028104,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-1.319705320481132, -0.9898241905340698, -0.6092086843534013, -1.2022477259976232, -1.1985846241972664, 0.0010775074370959641, -1.8409275814023813, -0.4709607708820742, -0.5672044718419251, -0.02084673231884802]"
4.0,16.0,1452.0006103515625,-1.1625428121408508,0.19329132291185128,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-1.6284970806372197, -1.0971783918182691, -1.2153226235012402, -1.206023725040972, -1.2046187041216816, -0.5752679889348238, -2.535261745648461, -0.4291266115201706, -1.1776648697722518, -0.5564663804134183]"
4.0,20.0,2338.45751953125,-1.8739598551298386,0.18060995660012327,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-2.457024909538049, -2.0985910123344875, -1.8099283653646467, -1.9829131303037073, -2.00439222016628, -1.073464092657491, -3.0060353294786553, -1.3475207422864093, -1.5133280373814018, -1.446400711787256]"
4.0,24.0,3692.423583984375,-2.6491455599353033,0.1920012665197379,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.314889147372821, -2.735261629632153, -2.8465451080516853, -2.8635055368592965, -2.6189779178616086, -1.9760220653728662, -3.820762025279199, -2.0599136354786958, -2.307715627936322, -1.947862905508383]"
4.0,28.0,5760.4599609375,-3.1765210241891397,0.20556560720732597,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.5835835277749033, -3.337446822381648, -3.4119884195208767, -3.433035012432983, -3.3014413895264183, -2.330175330139806, -4.430843944278056, -2.34289771638811, -3.1146432311335235, -2.479154848315075]"
4.0,32.0,8000.0,-3.295814139784455,0.22849998066512023,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC0320/arch0_00??,"[-3.928737548432121, -3.3604227864146132, -3.674088447624695, -3.5106676633785994, -3.2031919810229277, -2.4073374303058075, -4.736504418936471, -2.390363858509574, -3.0390021264611375, -2.707825136758605]"
3.0,0.0,80.0,-3.363085823591659,0.0839758798205614,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.8478907695811984, -2.860382262570853, -3.148338318260029, -3.344956780483833, -3.260913309260327, -3.3890524054266926, -3.523137526042954, -3.5755589773873266, -3.434046286934726, -3.246581599968648]"
3.0,4.0,242.87576293945312,-3.2698267753192574,0.0633141511355395,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.7410898682182587, -2.978330981943146, -3.1714536824977015, -3.171903440024758, -3.2528624002682545, -3.244737407345356, -3.1417551695101245, -3.3923934063369234, -3.3073753829662924, -3.2963660140817588]"
3.0,8.0,491.6507873535156,-3.097878064266149,0.08203901860239014,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.426594559429115, -2.5184963109922482, -2.957985644611953, -3.1748196584477517, -3.0575288458363987, -2.9580637341733653, -3.09559750450088, -3.4122250757096295, -3.1874672699796167, -3.190002038980534]"
3.0,12.0,871.6275024414062,-3.077067238608355,0.07073909032680828,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.310077298289428, -2.604453187498161, -3.0538076981872893, -3.266153602024528, -3.1187518619532404, -2.771157790820677, -3.075979019921044, -3.2033227686803736, -3.218841125905968, -3.1481280328028403]"
3.0,16.0,1452.0006103515625,-3.297120173885811,0.058114043704483045,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.527139751496664, -2.847755544314793, -3.468203984531572, -3.381214626511009, -3.193323809839937, -3.3060663973239377, -3.31241827146247, -3.337867970276191, -3.3017770368536374, -3.2954343462478985]"
3.0,20.0,2338.45751953125,-3.708899301069672,0.0780787071718574,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.039481760885689, -3.144275456814466, -3.7326477177092565, -3.7485705626270756, -3.9651085409501268, -3.5964880329864326, -3.8500553573039915, -3.6289399832795595, -3.77311985494775, -3.610305743192372]"
3.0,24.0,3692.423583984375,-4.085669113406974,0.07410319710121545,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.535252332041964, -3.740605432350045, -4.058209303127901, -4.01835371982397, -4.2999586004190835, -4.016891228983095, -4.305333775590003, -4.073837911502908, -3.9413819530346177, -3.8668668771961556]"
3.0,28.0,5760.4599609375,-4.290011830485115,0.08735312555389432,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.811103823246148, -3.7838393013205236, -4.348986990854892, -4.324038501333632, -4.465917576200005, -4.188405168209494, -4.46870063171699, -4.28434558607877, -4.207365307602497, -4.017415418288197]"
3.0,32.0,8000.0,-4.364611123659694,0.07397379743094676,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.733736565109016, -3.9946318901520157, -4.493775992003013, -4.462554064008772, -4.5987064957015535, -4.2586656441578015, -4.455239073615721, -4.253717686981661, -4.356784378365858, -4.038299446501526]"
4.0,0.0,80.0,0.7355670311147515,0.2252409665316784,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-0.4353658434853597, 1.3464143090470526, 1.775067426273763, 0.9778953597470419, 1.417131999758583, 0.665769540095199, 0.3011003314492959, 0.10471971828111509, 1.1447988550332704, 0.05813861494755464]"
4.0,4.0,242.87576293945312,0.3226980632908317,0.20311244479808102,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-0.8834314060095141, 0.5277365131498242, 1.4759579027709966, 0.6922744796250829, 0.7428726694189061, 0.5549526911500768, 0.16202175666718385, -0.15688404093161268, 0.30140022776753644, -0.18992016070016257]"
4.0,8.0,491.6507873535156,-0.12978255153025878,0.15433266817894256,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-0.5939295262622657, -0.1469916457672001, 0.4900196730749777, 0.20277896716553606, 0.24300379698233585, 0.2547542305945239, -0.10800851655054042, -0.343626430887705, -0.11723841747886181, -1.1785876461733882]"
4.0,12.0,871.6275024414062,-0.950321077895576,0.1542185376423876,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-1.6049824893730462, -0.935757442986959, -0.1998876227611782, -0.7707565431381707, -0.6709037717413374, -0.553936389193948, -1.4263282857676716, -0.738183266772922, -0.875062699634275, -1.7274122675862522]"
4.0,16.0,1452.0006103515625,-1.4243211923363646,0.18990514268855568,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-2.4419701920457446, -1.123457038183636, -0.5297585394486153, -1.2117993064367683, -1.354640532914862, -1.1045980439299843, -2.2041953151299523, -0.9345399839208379, -1.3535371613721792, -1.9847158099810664]"
4.0,20.0,2338.45751953125,-1.936340216554831,0.1796035877349673,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-2.747633540366596, -1.7403334308775773, -1.380859590475553, -1.842674056502143, -1.6227790038033338, -1.521486479137356, -3.046154562244001, -1.4971790200498805, -1.6738893420553596, -2.2904131400365073]"
4.0,24.0,3692.423583984375,-2.600301038204342,0.187116178019309,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-3.2472977497281925, -2.235505953785644, -1.731767000221305, -2.6621516047542455, -2.665982287989437, -2.027606936299895, -3.7065730611714036, -2.203017729239121, -2.567524045706244, -2.955584013147933]"
4.0,28.0,5760.4599609375,-3.4364108850027777,0.20481476777043955,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.126154041649201, -3.318017270245959, -2.4831633324793216, -3.349674319059635, -3.403188600075257, -2.6189317868483175, -4.645410960931834, -3.0781252003756827, -3.681269692524418, -3.6601736458381477]"
4.0,32.0,8000.0,-3.639863471448945,0.19255739609396635,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC1000/arch0_00??,"[-4.412665339195871, -3.38668308358097, -2.942055498582061, -3.687586844793581, -3.6077527640299536, -2.719194583583284, -4.702951249481127, -3.275762248888275, -3.8064863804910103, -3.857496721863312]"
3.0,0.0,80.0,-2.508342388949407,0.10592652916578058,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.7170629503909054, -2.8421591306178526, -2.7557624971416383, -2.1095262300183304, -2.393477878348425, -2.806244724109879, -1.87251583608614, -2.48298010562626, -2.3029235081435986, -2.8007710290110412]"
3.0,4.0,242.87576293945312,-2.359580199254651,0.11104267126322269,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.6635376828946935, -2.4330220797666264, -2.4850642057730212, -2.0473501240921714, -1.7753257756101908, -2.7431686656035583, -1.97139158880572, -2.5733212112724124, -2.138088108324466, -2.7655325504036496]"
3.0,8.0,491.6507873535156,-2.276261720072842,0.07524448816149058,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.4074733743919667, -2.531110979818054, -2.360066345608077, -1.9195657861770192, -2.0918643240892965, -2.3968220457758425, -1.8993540531193354, -2.476379653510654, -2.1751120537273336, -2.5048685845108425]"
3.0,12.0,871.6275024414062,-2.503731932092207,0.06199134972876106,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.533832590904646, -2.6542146988747626, -2.388511453257388, -2.4844046716613617, -2.281015016403388, -2.686691766427867, -2.1837073369806648, -2.8329687271603463, -2.4103905645532633, -2.5815824946983863]"
3.0,16.0,1452.0006103515625,-2.7320670795852253,0.07445615689991719,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.6329896645051343, -3.0342829943133376, -2.686568844842896, -2.9258464747777446, -2.5648816817878433, -2.800052937440643, -2.204787776230865, -2.711810531496159, -2.8375889499070177, -2.9218609405506144]"
3.0,20.0,2338.45751953125,-3.3352837430257325,0.07550226474748177,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-3.3263204330321323, -3.125207835290407, -3.2755283806614135, -3.5593882586130494, -3.2757094984040953, -3.6860956998394276, -2.8419788755820847, -3.3685466315130754, -3.349567008958528, -3.5444948083631074]"
3.0,24.0,3692.423583984375,-3.8253914026971656,0.06221367902122106,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-3.7395253766834426, -3.803768217338206, -3.682108227030381, -3.8587810079549296, -3.638891604794166, -3.985478736511895, -3.587363385738202, -3.740442047915074, -3.9784630201068065, -4.239092402898555]"
3.0,28.0,5760.4599609375,-4.001982718224547,0.04414089333384009,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-3.982322341384075, -4.0139680273353875, -3.878100504183929, -4.108771400596158, -3.7882339374835023, -4.128706327068476, -4.067599133489332, -3.9437751438436197, -3.862879991025125, -4.2454703758358665]"
3.0,32.0,8000.0,-4.14129632982372,0.026075740997398567,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-4.184290045658214, -4.081702489137753, -4.155442947327249, -4.203600395276923, -4.108956358522355, -4.226502278402165, -4.069484193705566, -4.231549835018145, -3.972027040770504, -4.179407714418328]"
4.0,0.0,80.0,1.2630186385908349,0.11957659220108859,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[1.3150174043767302, 0.9346938321692633, 1.016722314457751, 1.4837505782512115, 0.42456628305263105, 1.6692265202975751, 1.4609990652805669, 1.5555423659112233, 1.5340544211746936, 1.2356136009367038]"
4.0,4.0,242.87576293945312,0.5633598566561834,0.10482040897615066,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[0.7267581009565174, 0.3587567720738749, 0.049144032037560396, 1.0496185455792437, 0.07180532329946941, 0.5485777548797123, 0.8233636699765643, 0.7298210473416777, 0.8265173349657797, 0.44923598545143406]"
4.0,8.0,491.6507873535156,-0.05488012896800524,0.14154491776001035,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[0.2872540274310206, -0.06638095033967019, -0.747476649311216, 0.7271456635510125, -0.7723941069728514, 0.08075458663880956, -0.12400968984758615, -0.13204623119142384, 0.13968046410506796, 0.058671596256784586]"
4.0,12.0,871.6275024414062,-1.181191777659131,0.11600367563801597,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-1.164279497575751, -1.159908029465237, -1.7075289351609155, -1.1527413718350203, -1.8952900662860148, -0.8799186050852627, -1.0368861383080503, -0.7172202922628194, -0.8746721621245593, -1.2234726784876786]"
4.0,16.0,1452.0006103515625,-1.7438827729755364,0.1350361071262055,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-1.7149406256142325, -1.372681774887468, -2.4065227906588484, -1.8548016676478702, -2.332858106345668, -1.2967763717540248, -1.405729315856497, -1.198396935339237, -1.817236548155685, -2.038883593495833]"
4.0,20.0,2338.45751953125,-2.2085141217130277,0.17850411362895957,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-2.1692499537363226, -2.0948066163914922, -3.0319022794717143, -2.827465024517224, -2.6930713015503702, -1.3681217696753851, -1.8026766687981493, -1.4039667869276933, -2.3671422751138773, -2.32673854094805]"
4.0,24.0,3692.423583984375,-3.4401033401918384,0.1879394021992306,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-3.4661738950892444, -3.2566428235606235, -4.430133122761036, -4.016766331821633, -3.802419101371881, -2.526586647068119, -3.28374171216541, -2.5354152479586, -3.577523152980936, -3.5056313671409027]"
4.0,28.0,5760.4599609375,-4.046138832490422,0.21212814585518916,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-4.308363194940599, -3.3609052910660417, -5.048413495755419, -4.349805076605105, -4.6379461259096475, -3.023091941092024, -3.9469749391273017, -3.164060058105626, -4.099008378643172, -4.522819823659282]"
4.0,32.0,8000.0,-4.327775399354268,0.20248640878432325,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3concat/simplified_IHC3000/arch0_00??,"[-4.450695313230929, -3.8948824499324757, -5.454771519841852, -4.34105480653404, -5.18535078774816, -3.4452153773910736, -3.8749436919078435, -3.658802003905081, -4.474769098687004, -4.49726894436422]"
3.0,0.0,80.0,-3.952562144293696,0.10552332501738566,hopkins_moore_2009,models/spkr_word_recognition/autocorr_block3input/simplified_IHC0050/arch0_00??,"[-4.340357922288702, -3.755049500327034, -4.003910173284603, -3.972329447156285, -3.647577686760454, -4.413965022616545, -4.072959944596082, -3.778270506208841, -3.327464082706121, -4.213737156992292]"
