correct_list,correct_mean,correct_sem,deg_azim_err_list,deg_azim_err_mean,deg_azim_err_sem,deg_elev_err_list,deg_elev_err_mean,deg_elev_err_sem,deg_err_list,deg_err_mean,deg_err_sem,fn_eval_list,index_room,snr,tag_model
"[0.7553191489361702, 0.7632978723404256, 0.7287234042553191, 0.726063829787234, 0.7659574468085106, 0.7579787234042553, 0.7074468085106383, 0.7553191489361702, 0.7154255319148937, 0.5611702127659575]",0.7236702127659574,0.01923758865248227,"[6.4361702127659575, 6.170212765957447, 7.074468085106383, 7.0212765957446805, 5.957446808510638, 6.170212765957447, 8.085106382978724, 6.648936170212766, 7.553191489361702, 12.340425531914894]",7.345744680851064,0.5936645760797142,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[6.4361702127659575, 6.170212765957447, 7.074468085106383, 7.0212765957446805, 5.957446808510638, 6.170212765957447, 8.085106382978724, 6.648936170212766, 7.553191489361702, 12.340425531914894]",7.345744680851064,0.5936645760797142,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",3,6.0,models/sound_localization/IHC0320/arch??
"[0.8643617021276596, 0.8723404255319149, 0.8723404255319149, 0.8297872340425532, 0.8457446808510638, 0.8457446808510638, 0.8457446808510638, 0.8590425531914894, 0.848404255319149, 0.7127659574468085]",0.839627659574468,0.014722986182041799,"[3.5106382978723403, 3.5106382978723403, 3.882978723404255, 4.414893617021277, 4.148936170212766, 3.882978723404255, 3.9361702127659575, 3.9361702127659575, 4.361702127659575, 7.712765957446808]",4.329787234042553,0.38782396028847194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[3.5106382978723403, 3.5106382978723403, 3.882978723404255, 4.414893617021277, 4.148936170212766, 3.882978723404255, 3.9361702127659575, 3.9361702127659575, 4.361702127659575, 7.712765957446808]",4.329787234042553,0.38782396028847194,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",3,12.0,models/sound_localization/IHC0320/arch??
"[0.9069148936170213, 0.9281914893617021, 0.9228723404255319, 0.9202127659574468, 0.9095744680851063, 0.9308510638297872, 0.9122340425531915, 0.9228723404255319, 0.9281914893617021, 0.824468085106383]",0.9106382978723404,0.009921159456409766,"[2.4468085106382977, 1.9680851063829787, 2.074468085106383, 2.2872340425531914, 2.5531914893617023, 1.9680851063829787, 2.4468085106382977, 2.1808510638297873, 2.021276595744681, 4.627659574468085]",2.457446808510638,0.2503455687194722,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[2.4468085106382977, 1.9680851063829787, 2.074468085106383, 2.2872340425531914, 2.5531914893617023, 1.9680851063829787, 2.4468085106382977, 2.1808510638297873, 2.021276595744681, 4.627659574468085]",2.457446808510638,0.2503455687194722,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",3,18.0,models/sound_localization/IHC0320/arch??
"[0.9468085106382979, 0.9707446808510638, 0.949468085106383, 0.949468085106383, 0.9468085106382979, 0.9601063829787234, 0.9388297872340425, 0.9441489361702128, 0.949468085106383, 0.9148936170212766]",0.9470744680851064,0.004545547426700098,"[1.3829787234042554, 0.851063829787234, 1.4361702127659575, 1.4893617021276595, 1.3829787234042554, 1.0106382978723405, 1.648936170212766, 1.702127659574468, 1.3297872340425532, 2.3404255319148937]",1.4574468085106385,0.12790559430405274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[1.3829787234042554, 0.851063829787234, 1.4361702127659575, 1.4893617021276595, 1.3829787234042554, 1.0106382978723405, 1.648936170212766, 1.702127659574468, 1.3297872340425532, 2.3404255319148937]",1.4574468085106385,0.12790559430405274,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",3,24.0,models/sound_localization/IHC0320/arch??
"[0.9893617021276596, 0.9840425531914894, 0.9840425531914894, 0.973404255319149, 0.9787234042553191, 0.9893617021276596, 0.973404255319149, 0.9787234042553191, 0.9867021276595744, 0.9521276595744681]",0.9789893617021276,0.003511578425591909,"[0.3191489361702128, 0.425531914893617, 0.3723404255319149, 0.7446808510638298, 0.5319148936170214, 0.21276595744680854, 0.6382978723404256, 0.5851063829787235, 0.3191489361702128, 1.2234042553191489]",0.5372340425531915,0.09228378496222059,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.3191489361702128, 0.425531914893617, 0.3723404255319149, 0.7446808510638298, 0.5319148936170214, 0.21276595744680854, 0.6382978723404256, 0.5851063829787235, 0.3191489361702128, 1.2234042553191489]",0.5372340425531915,0.09228378496222059,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",3,inf,models/sound_localization/IHC0320/arch??
"[0.09840425531914894, 0.11702127659574468, 0.08244680851063829, 0.07446808510638298, 0.06648936170212766, 0.10372340425531915, 0.10904255319148937, 0.11170212765957446, 0.08776595744680851, 0.06914893617021277]",0.09202127659574469,0.005842998955065275,"[51.54255319148936, 52.819148936170215, 52.92553191489362, 58.191489361702125, 61.702127659574465, 51.96808510638298, 47.180851063829785, 47.287234042553195, 51.59574468085106, 61.808510638297875]",53.702127659574465,1.6567571710199926,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[51.54255319148936, 52.819148936170215, 52.92553191489362, 58.191489361702125, 61.702127659574465, 51.96808510638298, 47.180851063829785, 47.287234042553195, 51.59574468085106, 61.808510638297875]",53.702127659574465,1.6567571710199926,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,-24.0,models/sound_localization/IHC0320/arch??
"[0.08244680851063829, 0.11436170212765957, 0.09574468085106383, 0.09308510638297872, 0.09574468085106383, 0.09042553191489362, 0.10372340425531915, 0.09840425531914894, 0.0851063829787234, 0.09574468085106383]",0.09547872340425531,0.002871300485940008,"[50.638297872340424, 50.159574468085104, 51.48936170212766, 54.202127659574465, 55.638297872340424, 48.723404255319146, 47.4468085106383, 48.138297872340424, 48.93617021276596, 57.659574468085104]",51.3031914893617,1.0879722156725087,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[50.638297872340424, 50.159574468085104, 51.48936170212766, 54.202127659574465, 55.638297872340424, 48.723404255319146, 47.4468085106383, 48.138297872340424, 48.93617021276596, 57.659574468085104]",51.3031914893617,1.0879722156725087,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,-18.0,models/sound_localization/IHC0320/arch??
"[0.1595744680851064, 0.15691489361702127, 0.14893617021276595, 0.12234042553191489, 0.13031914893617022, 0.17819148936170212, 0.11436170212765957, 0.13297872340425532, 0.10638297872340426, 0.10638297872340426]",0.13563829787234044,0.007738706681842264,"[39.57446808510638, 40.0531914893617, 41.702127659574465, 43.88297872340426, 45.1063829787234, 37.02127659574468, 46.170212765957444, 41.170212765957444, 41.223404255319146, 53.829787234042556]",42.97340425531915,1.4790985883886614,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[39.57446808510638, 40.0531914893617, 41.702127659574465, 43.88297872340426, 45.1063829787234, 37.02127659574468, 46.170212765957444, 41.170212765957444, 41.223404255319146, 53.829787234042556]",42.97340425531915,1.4790985883886614,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,-12.0,models/sound_localization/IHC0320/arch??
"[0.32180851063829785, 0.300531914893617, 0.2925531914893617, 0.22340425531914893, 0.23138297872340424, 0.3404255319148936, 0.2047872340425532, 0.3058510638297872, 0.23670212765957446, 0.18351063829787234]",0.26409574468085106,0.01716770826968575,"[21.70212765957447, 23.670212765957448, 24.78723404255319, 28.617021276595743, 27.97872340425532, 23.29787234042553, 36.06382978723404, 24.78723404255319, 26.170212765957448, 41.06382978723404]",27.813829787234045,1.9443241715517185,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[21.70212765957447, 23.670212765957448, 24.78723404255319, 28.617021276595743, 27.97872340425532, 23.29787234042553, 36.06382978723404, 24.78723404255319, 26.170212765957448, 41.06382978723404]",27.813829787234045,1.9443241715517185,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,-6.0,models/sound_localization/IHC0320/arch??
"[0.4946808510638298, 0.46808510638297873, 0.48936170212765956, 0.4175531914893617, 0.4441489361702128, 0.48138297872340424, 0.3271276595744681, 0.44680851063829785, 0.4787234042553192, 0.2473404255319149]",0.4295212765957447,0.02555053128432011,"[13.98936170212766, 15.26595744680851, 13.563829787234043, 16.48936170212766, 15.638297872340425, 13.829787234042554, 21.22340425531915, 15.74468085106383, 14.574468085106384, 31.22340425531915]",17.154255319148938,1.7107724107361415,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[13.98936170212766, 15.26595744680851, 13.563829787234043, 16.48936170212766, 15.638297872340425, 13.829787234042554, 21.22340425531915, 15.74468085106383, 14.574468085106384, 31.22340425531915]",17.154255319148938,1.7107724107361415,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,0.0,models/sound_localization/IHC0320/arch??
"[0.6409574468085106, 0.6436170212765957, 0.651595744680851, 0.5877659574468085, 0.6117021276595744, 0.6303191489361702, 0.5, 0.6143617021276596, 0.6196808510638298, 0.4015957446808511]",0.5901595744680851,0.02504161944827698,"[8.98936170212766, 8.72340425531915, 9.095744680851064, 10.47872340425532, 10.47872340425532, 9.52127659574468, 14.52127659574468, 9.893617021276595, 9.946808510638299, 20.26595744680851]",11.191489361702128,1.1343416812169023,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[8.98936170212766, 8.72340425531915, 9.095744680851064, 10.47872340425532, 10.47872340425532, 9.52127659574468, 14.52127659574468, 9.893617021276595, 9.946808510638299, 20.26595744680851]",11.191489361702128,1.1343416812169023,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,6.0,models/sound_localization/IHC0320/arch??
"[0.7686170212765957, 0.7367021276595744, 0.7606382978723404, 0.7207446808510638, 0.7340425531914894, 0.776595744680851, 0.6675531914893617, 0.726063829787234, 0.7526595744680851, 0.598404255319149]",0.7242021276595745,0.01704826650057164,"[6.117021276595745, 6.4361702127659575, 6.4361702127659575, 6.808510638297872, 6.968085106382978, 5.851063829787234, 8.829787234042554, 7.23404255319149, 6.0638297872340425, 10.372340425531915]",7.111702127659575,0.4509301342966557,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[6.117021276595745, 6.4361702127659575, 6.4361702127659575, 6.808510638297872, 6.968085106382978, 5.851063829787234, 8.829787234042554, 7.23404255319149, 6.0638297872340425, 10.372340425531915]",7.111702127659575,0.4509301342966557,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,12.0,models/sound_localization/IHC0320/arch??
"[0.8271276595744681, 0.848404255319149, 0.8297872340425532, 0.7978723404255319, 0.824468085106383, 0.824468085106383, 0.7659574468085106, 0.800531914893617, 0.824468085106383, 0.6941489361702128]",0.8037234042553191,0.014138889765914637,"[4.202127659574468, 3.723404255319149, 4.361702127659575, 5.0, 4.5212765957446805, 4.574468085106383, 5.638297872340425, 5.212765957446808, 4.414893617021277, 7.5]",4.914893617021276,0.3342751144194175,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[4.202127659574468, 3.723404255319149, 4.361702127659575, 5.0, 4.5212765957446805, 4.574468085106383, 5.638297872340425, 5.212765957446808, 4.414893617021277, 7.5]",4.914893617021276,0.3342751144194175,"['models/sound_localization/IHC0320/arch01/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch02/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch03/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch04/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch05/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch06/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch07/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch08/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch09/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json', 'models/sound_localization/IHC0320/arch10/EVAL_PSYCHOPHYSICSv00_speech_in_noise_in_reverb_v04.json']",4,18.0,models/sound_localization/IHC0320/arch??
