azim_ref,log_maa_list,log_maa_mean,log_maa_sem,maa_list,maa_mean,maa_sem,tag_model
30,"[0.05482714528987087, 0.11563187004583082, 0.2518809978960809, 0.2618933022965934, 0.5266704170504585, 0.5041607304791859, -0.1657790652597206, 0.43753457210550034, 0.06262738350912535, -0.018801597854217]",0.20306457555587082,0.07384754005753445,"[1.2272431270713289, 1.3539715871248648, 1.3635239604642149, 1.4557239561330773, 1.9786592507316596, 2.0395924629177, 0.9478387949639241, 1.6985876408991822, 1.2568051282182955, 1.085277391193716]",1.4407223299717962,0.11435328322615927,models/sound_localization/IHC1000/arch??
35,"[0.2744659989867975, 0.1041863467733473, 0.2815737678859701, 0.20414532666318833, 0.4718706590024227, 0.7194958013992253, -0.08668945758618747, 0.49322553316729345, 0.030994362833481476, 0.024395808428709972]",0.2517664147554249,0.07929975664144381,"[1.528121106181614, 1.2540774774234347, 1.3994752298257014, 1.3384987067753282, 1.82623653378786, 3.002245554507096, 1.02053003403984, 1.7285291947739034, 1.1927612550058913, 1.1060228377666557]",1.5396497930087325,0.18186191935158671,models/sound_localization/IHC1000/arch??
40,"[0.39839921725404803, 0.026160010609236516, 0.30758841350403815, 0.18341667061267097, 0.4337226990122171, 0.6178256584471703, -0.026761689149795004, 0.6278201818675023, 0.049693108607938054, 0.09818709927151108]",0.27160513700365374,0.07650515518748001,"[1.7346217133855821, 1.106897073635712, 1.4394350379355767, 1.273590270081283, 1.7126369108351582, 2.112559312028129, 1.0779240034516908, 1.9872857381429967, 1.1555805986789591, 1.165738605746333]",1.476626926392142,0.12135521971091304,models/sound_localization/IHC1000/arch??
45,"[0.4219757007435509, -0.0373051907780902, 0.27758759010362516, 0.1816182665483789, 0.449842535581414, 0.5111958394660315, -0.045783912470440696, 0.7501484764854652, 0.1040963594692793, 0.16663320328592693]",0.2780008868435141,0.08053649113256547,"[1.7765470822327674, 1.0173058528447092, 1.3735001122659913, 1.2545114828447408, 1.7006062555580819, 1.9066187371777297, 1.0333122751377368, 2.433090312739792, 1.187870790896539, 1.2324442998952636]",1.4915807201593352,0.1432975632344564,models/sound_localization/IHC1000/arch??
50,"[0.3086902135672041, -0.07166739334634249, 0.22189915804907678, 0.19803531686406653, 0.40844386855871956, 0.5605785198933552, -0.011190428423261992, 0.89120168197703, 0.2172312914596842, 0.28306248270163736]",0.3006284711301169,0.08742377296998849,"[1.5288519061503187, 0.9704961476054214, 1.3085719814673025, 1.259669321963726, 1.6102891248711184, 2.2146358954246774, 1.0634348545357295, 3.1574501307705565, 1.3245201902155397, 1.380549571237361]",1.5818469124241752,0.20586621592765966,models/sound_localization/IHC1000/arch??
55,"[0.23751252392392028, -0.0012536968074989736, 0.2655871240820909, 0.2304695004341282, 0.3458967896278013, 0.6904466404363051, 0.12810200035051997, 1.1807786078188502, 0.374811025846512, 0.3974352729558992]",0.3849785788668528,0.10558982047149366,"[1.4022284603095214, 1.0361704322463112, 1.3910393190852455, 1.2828683096434415, 1.505473199485772, 2.695028503940329, 1.233437497989122, 4.20797212356617, 1.5579267192103698, 1.5667916551029741]",1.7878936220579256,0.3035895743204104,models/sound_localization/IHC1000/arch??
60,"[0.42161523394208894, 0.27641566062448136, 0.5563420399123578, 0.36320374856790966, 0.4329896008012431, 0.9824021853644637, 0.4007070052240374, 1.619617913192046, 0.5930948248438703, 0.5981374959648149]",0.6244525708437314,0.12658069851369705,"[1.7150579776927264, 1.3719217162796902, 1.9607249144023127, 1.4771699783485992, 1.6606495069382123, 3.3744033851134088, 1.7168030637931058, 6.300429896106544, 1.9818413047023522, 2.0026231726194808]",2.356162491599643,0.4721161425330701,models/sound_localization/IHC1000/arch??
65,"[0.809248397690277, 0.7911608922511594, 1.10625401285382, 0.6055377509503006, 0.7379712854903794, 1.7044248034634117, 0.8110575183575345, 2.571520915283989, 0.929549829729145, 0.776417800351655]",1.0843143206421673,0.19151455144091964,"[3.1665597196088853, 2.4607394203040753, 4.386619099105796, 1.9402991560229186, 2.2925321198781825, 6.652371153294369, 2.8038115321704034, 24.33972374966734, 2.8587122619101724, 2.4114782781322344]",5.331284649009437,2.1567575634697604,models/sound_localization/IHC1000/arch??
70,"[1.5970847746089005, 1.8449670039713244, 2.0399983503144927, 1.0909262209580128, 1.442716051304373, 2.892690697766516, 1.345692024604089, 3.4865268180745574, 1.3919728873537665, 1.0957039547095195]",1.8228278783665552,0.250183990112018,"[17.45083557804175, 18.474743577213232, 19.35097679603784, 3.6308547769738695, 5.081266795473622, 38.350268162934775, 5.289258104505532, 49.55345961073934, 4.610611708219199, 3.421529707907785]",16.521380481804695,5.073876064611566,models/sound_localization/IHC1000/arch??
75,"[2.2772894055855057, 2.6819345922430897, 3.2581656193983144, 2.24336431927502, 2.9944353972667237, 3.5891489795030567, 2.0889639385214838, 3.947410058212879, 2.0744339361689326, 1.5943070485281439]",2.6749453294703147,0.23835927783840305,"[21.268374629789697, 26.023792913275642, 43.65440695444841, 32.23513576832592, 38.84241256633414, 56.692584551683886, 14.843593858630262, 66.11833538684981, 9.212770780914349, 5.933891891232832]",31.482529930148495,6.32256171889892,models/sound_localization/IHC1000/arch??
0,"[0.039935766287489176, -0.1460959344193116, 0.09116263519468426, 0.0888763560479563, 0.4107699241768344, -0.0256854948752058, 0.3415526688168495, 0.26979233009231574, 0.05625091869833935, 0.22634167830472973]",0.13529008483246813,0.05470597906211875,"[1.0822511205073326, 0.882027835927046, 1.1245738918164034, 1.10955768629044, 1.592700027034068, 0.9843764544729258, 1.4235140271353643, 1.348729618785592, 1.0910426147873105, 1.269439770924859]",1.1908213047681342,0.06810750971950866,models/sound_localization/IHC0320/arch??
5,"[0.11596645253603473, -0.10522844197628885, 0.1506681508963104, 0.13308993359048954, 0.43507445888208585, 0.05661822594405854, 0.37137342892353215, 0.3077953115718206, 0.10733320760778303, 0.2257481935610801]",0.17984389215369062,0.050456918912229295,"[1.1778981418862235, 0.9176846112404927, 1.1844506461330466, 1.1549209233652968, 1.628195859580351, 1.0674474608645224, 1.473862382414864, 1.401215347488616, 1.143488630183805, 1.2742751164102877]",1.2423439119567505,0.06579891301167452,models/sound_localization/IHC0320/arch??
10,"[0.2824217162705054, -0.010411426414078676, 0.305468962477971, 0.20373379331056585, 0.5399622930559677, 0.25273633998136474, 0.3959810659902663, 0.4577998865209716, 0.23862925576683228, 0.285877574290492]",0.29521994612508584,0.04756604632568314,"[1.426836720338519, 1.0115055623057592, 1.362645322920003, 1.2321982924096133, 1.8059923848247041, 1.30087103084246, 1.5263694942147172, 1.6240216976449915, 1.2940733166297533, 1.355280910332894]",1.3939794732463415,0.06951179385144872,models/sound_localization/IHC0320/arch??
