deg_azim_err_list,deg_azim_err_mean,deg_azim_err_sem,deg_elev_err_list,deg_elev_err_mean,deg_elev_err_sem,deg_err_list,deg_err_mean,deg_err_sem,snr,tag_model
"[11.79816933638444, 12.197254004576658, 15.499313501144165, 16.386270022883295, 12.83020594965675, 14.24279176201373, 21.776430205949655, 12.458352402745996, 11.71304347826087, 23.013272311212816]",15.19151029748284,1.3020896325712035,"[11.47070938215103, 11.85537757437071, 12.290846681922197, 12.663157894736843, 11.719679633867276, 11.959954233409611, 13.002059496567506, 12.024713958810068, 11.455148741418764, 13.500228832951946]",12.194187643020594,0.21293746117804305,"[18.53391262097398, 19.193270081808866, 21.99919097271603, 22.70458504341869, 19.573147461799746, 20.72779735995845, 27.429669451553334, 19.493379594277698, 18.447814167236142, 28.520552030923334]",21.662331878466624,1.1433670047380415,0.0,models/sound_localization/IHC1000/arch??
"[7.928604118993135, 8.064759725400458, 9.610068649885584, 8.201601830663616, 7.662700228832952, 8.61121281464531, 11.400686498855835, 8.301144164759725, 7.07116704805492, 12.157894736842104]",8.900983981693363,0.5251249819890836,"[9.362700228832953, 9.607093821510297, 10.240274599542333, 9.823798627002288, 9.436155606407322, 9.679176201372998, 10.589931350114416, 9.65766590389016, 9.162242562929062, 11.359267734553775]",9.891830663615561,0.20996839327868916,"[14.06328286693201, 14.42876411510775, 16.009477139271453, 14.612535703009705, 13.947184219744209, 14.822658102300295, 17.721088069765198, 14.580900749065993, 13.287478546190059, 18.79399516857758]",15.226736467996426,0.5568342321739457,6.8,models/sound_localization/IHC1000/arch??
"[5.845537757437071, 5.895194508009153, 7.056521739130435, 5.105263157894737, 5.260411899313501, 6.304576659038902, 6.553089244851258, 6.089473684210526, 4.836155606407322, 7.225171624713959]",6.017139588100687,0.2529371322405838,"[7.635011441647597, 7.84096109839817, 8.434324942791761, 7.581922196796339, 7.475743707093821, 8.10091533180778, 8.482837528604119, 7.905949656750572, 7.300228832951945, 9.2279176201373]",7.998581235697941,0.18398020954883573,"[11.132768815868936, 11.372045791705801, 12.644101959584578, 10.545958072956294, 10.573451845888178, 11.85760743902069, 12.414705751499875, 11.519557295754687, 10.122953916005436, 13.46075308303435]",11.564390397131882,0.3315483426142265,13.6,models/sound_localization/IHC1000/arch??
"[3.0160183066361554, 2.864302059496568, 3.6501144164759727, 1.5826086956521739, 2.073455377574371, 3.4947368421052634, 2.011441647597254, 3.185812356979405, 1.9471395881006865, 2.3416475972540045]",2.6167276887871855,0.22701705754489496,"[4.610983981693364, 4.483981693363845, 5.348741418764302, 3.303432494279176, 3.7535469107551487, 4.944393592677345, 3.9366132723112126, 4.7132723112128145, 3.616933638443936, 4.677803203661327]",4.338970251716247,0.20640821918269958,"[6.4564816574044475, 6.296668711242173, 7.561717801767411, 4.284743671220281, 5.051467804088451, 7.126201170189624, 5.197810331629001, 6.6627892058354234, 4.836518723940521, 6.033623627238334]",5.950802270455567,0.33762092242812625,inf,models/sound_localization/IHC1000/arch??
"[46.62356979405034, 56.49771167048055, 50.78695652173913, 47.85240274599543, 47.37803203661327, 44.4370709382151, 51.238443935926774, 55.95675057208238, 49.91762013729977, 58.33066361556064]",50.90192219679634,1.4718153384905472,"[13.926544622425629, 15.978032036613273, 15.222425629290617, 15.536613272311213, 14.565675057208239, 15.642562929061786, 15.070022883295195, 15.168649885583523, 14.360183066361556, 14.459725400457666]",14.99304347826087,0.2049913211776163,"[46.930806624812575, 57.67787661570668, 51.52584148184963, 49.147332429630914, 48.25405670728071, 46.94441097092597, 51.4468270129914, 55.78491892480026, 49.61357776149872, 56.691097087827146]",51.4016745617324,1.2677262927369217,-13.6,models/sound_localization/IHC3000/arch??
"[24.659725400457667, 33.372311212814644, 27.169565217391305, 35.33569794050343, 24.42242562929062, 23.585354691075516, 37.583066361556064, 29.810983981693365, 25.138672768878717, 44.698398169336386]",30.57762013729977,2.2173724266116244,"[13.1, 14.353775743707093, 13.877574370709382, 14.61853546910755, 13.396567505720824, 14.232036613272312, 14.275286041189931, 14.096338672768878, 13.023569794050344, 13.711441647597255]",13.868512585812358,0.17319094203981025,"[29.557982498030285, 37.907930700788405, 32.26083872387095, 38.83583573059196, 29.64546828927765, 29.675309506883686, 40.59353641356021, 34.60016523199981, 29.877555367039943, 45.441331771406496]",34.83959542334494,1.7756459348561606,-6.8,models/sound_localization/IHC3000/arch??
"[11.419221967963386, 14.57254004576659, 11.912814645308924, 16.637070938215103, 10.775514874141876, 11.48512585812357, 18.95491990846682, 13.74645308924485, 11.090846681922196, 25.3954233409611]",14.598993135011444,1.4695692308904442,"[10.87116704805492, 11.274599542334096, 11.210983981693364, 11.735926773455377, 10.983752860411899, 11.664988558352404, 11.849199084668193, 11.735469107551488, 10.442334096109839, 12.221510297482837]",11.398993135011441,0.16976311567005964,"[17.99802112425525, 20.79932213860005, 18.588016799489456, 22.485058370690343, 17.579867767667302, 18.631131133403613, 24.579259820212393, 20.557185673437832, 17.427135955658525, 29.65986426992767]",20.830486305334244,1.2241209880593604,0.0,models/sound_localization/IHC3000/arch??
"[6.994279176201373, 7.613272311212815, 6.992906178489703, 7.429519450800916, 6.321510297482837, 7.21441647597254, 10.010983981693364, 7.934096109839817, 6.433180778032036, 11.988100686498855]",7.893226544622425,0.5600540807946728,"[8.806407322654461, 8.745766590389016, 8.866590389016018, 8.861784897025172, 8.71121281464531, 9.51670480549199, 9.416475972540045, 9.465903890160183, 8.081006864988558, 10.064073226544622]",9.053592677345538,0.1772629345942618,"[13.076875246991891, 13.454611955584808, 13.027813032151094, 13.39413697687515, 12.485199475589233, 13.832798455060807, 15.893062414811377, 14.386213542988257, 12.048769871643584, 17.847100891827168]",13.944658186352337,0.5486762377326581,6.8,models/sound_localization/IHC3000/arch??
"[4.926086956521739, 4.846224256292906, 4.7979405034324945, 4.10091533180778, 4.308924485125858, 5.080778032036613, 6.376659038901602, 5.455606407322654, 4.293135011441648, 6.047139588100687]",5.023340961098398,0.23701571883993097,"[7.132036613272311, 6.875743707093822, 7.198855835240274, 6.79954233409611, 6.992677345537757, 7.970938215102975, 7.681693363844394, 7.7867276887871855, 6.390160183066362, 8.082151029748283]",7.291052631578947,0.17747801929760845,"[10.151567652656137, 9.844511442039835, 10.00705850853502, 9.23926739564047, 9.560327478642964, 11.028999706126136, 11.731085711266344, 11.115028226703943, 9.01216104552327, 11.79615942982835]",10.348616659696246,0.3180616661622757,13.6,models/sound_localization/IHC3000/arch??
"[2.131121281464531, 1.614187643020595, 2.2263157894736842, 0.8885583524027459, 1.5807780320366134, 2.2549199084668192, 1.8725400457665904, 2.4070938215102973, 1.2757437070938216, 1.6391304347826088]",1.7890389016018307,0.1522058600847088,"[4.325629290617849, 3.837070938215103, 4.5036613272311214, 3.0697940503432495, 3.6118993135011443, 5.117162471395881, 4.395881006864989, 4.6, 3.0217391304347827, 4.491533180778032]",4.097437070938215,0.21783259184158857,"[5.641908533938532, 4.802434245773619, 5.786805725031939, 3.5896041298541013, 4.577143176827806, 6.497907635075312, 5.531723109837176, 6.069170651527599, 3.82874632975571, 5.46209480588269]",5.178753834350449,0.3013596322065762,inf,models/sound_localization/IHC3000/arch??
"[48.7187643020595, 50.860640732265445, 49.47803203661327, 50.792448512585814, 46.82219679633867, 48.05263157894737, 53.995194508009156, 40.14645308924485, 45.69633867276888, 52.70068649885584]",48.726338672768875,1.2464189239183976,"[14.75675057208238, 14.979633867276888, 14.56842105263158, 14.509153318077804, 14.647826086956522, 15.348512585812356, 15.030434782608696, 15.983066361556064, 15.061098398169337, 15.866132723112129]",15.075102974828377,0.16320142603023696,"[49.129594022720504, 51.61733985950095, 50.235270619296344, 50.96443226403788, 48.201710745636866, 49.34485509435995, 54.39411794909965, 43.85960516069592, 47.481774415245035, 53.10073099575856]",49.832943112635164,0.9469927245593094,-13.6,models/sound_localization/IHC3000_delayed_integration/arch??
"[27.594736842105263, 33.486727688787184, 26.39405034324943, 35.00800915331808, 26.41899313501144, 27.590160183066363, 39.648512585812355, 23.21029748283753, 26.25263157894737, 41.65057208237986]",30.725469107551486,1.995455750258154,"[13.77254004576659, 13.987185354691075, 13.837986270022883, 13.836613272311213, 13.683981693363844, 14.113729977116705, 14.373226544622426, 14.840503432494279, 13.667276887871854, 15.151716247139587]",14.126475972540046,0.1612653209203819,"[31.985900103037018, 37.14024167849151, 31.31286178107839, 38.12460140671967, 31.33874967338659, 32.41387068945372, 42.65520381399833, 29.59237636741141, 31.506435195192598, 44.01636993911735]",35.008661064788654,1.627745831108111,-6.8,models/sound_localization/IHC3000_delayed_integration/arch??
"[14.71487414187643, 15.854004576659039, 13.282608695652174, 17.831807780320368, 13.198398169336384, 14.220366132723113, 20.69908466819222, 13.182379862700229, 13.1162471395881, 26.535926773455376]",16.263569794050344,1.3827353769014235,"[11.97620137299771, 12.012356979405034, 11.860869565217392, 12.016475972540047, 11.611899313501144, 11.86979405034325, 12.776659038901602, 12.572311212814645, 11.138443935926773, 13.449885583524027]",12.128489702517163,0.20542676296139245,"[21.015129594491306, 22.02221057780945, 19.923608379657196, 23.587416614509145, 19.63796310667351, 20.600911437962672, 26.432320201331738, 20.384733231197224, 19.591565422563004, 31.011265726249086]",22.420712429244432,1.1682201586055412,0.0,models/sound_localization/IHC3000_delayed_integration/arch??
"[9.694050343249428, 9.025629290617848, 8.894279176201373, 9.595652173913043, 8.121510297482837, 8.947597254004577, 10.769107551487414, 8.950343249427918, 7.602059496567506, 16.40091533180778]",9.800114416475973,0.7823113423723295,"[10.023112128146453, 9.620366132723111, 9.72562929061785, 9.801144164759725, 9.265446224256292, 9.604118993135012, 10.611670480549199, 10.216018306636155, 8.706636155606407, 11.230205949656751]",9.880434782608695,0.2216055800570312,"[15.857559947818633, 15.07497089850045, 15.050050562121994, 15.656682604239657, 14.062922456943047, 14.95578321248898, 17.176845607113652, 15.495672235887309, 13.480430734485205, 21.63811378501187]",15.84490320446108,0.7170480778567017,6.8,models/sound_localization/IHC3000_delayed_integration/arch??
"[7.200686498855835, 6.1308924485125855, 6.542105263157895, 5.9800915331807785, 5.77116704805492, 6.506178489702517, 6.801144164759726, 6.625629290617849, 5.020823798627002, 9.744851258581235]",6.632356979405034,0.3955140679975589,"[8.478260869565217, 7.767505720823799, 7.995652173913044, 7.8102974828375284, 7.423112128146453, 7.821510297482837, 8.672997711670481, 8.361327231121281, 6.851029748283753, 9.147597254004577]",8.032929061784897,0.20798513146386371,"[12.790239493057081, 11.451702718026068, 11.898928039899735, 11.359578308726622, 10.858152368307643, 11.736453198883156, 12.662715565118456, 12.266650034548615, 9.995764461546003, 15.210704725750073]",12.023088891386346,0.44157904667524733,13.6,models/sound_localization/IHC3000_delayed_integration/arch??
"[3.9853546910755147, 2.874599542334096, 3.524485125858124, 1.948283752860412, 2.524485125858124, 3.3574370709382153, 2.9894736842105267, 3.6578947368421053, 1.8102974828375287, 3.1295194508009154]",2.980183066361556,0.22565689432166738,"[5.471395881006865, 4.438443935926774, 4.979405034324943, 3.4237986270022884, 3.8954233409610985, 4.649885583524028, 4.732951945080091, 4.850114416475972, 3.554691075514874, 5.1173913043478265]",4.511350114416476,0.215348703306116,"[7.9159923330194335, 6.254113844790561, 7.1382582117521, 4.649971147468451, 5.504694970870812, 6.749524456371463, 6.56429529481455, 7.148714395748213, 4.720452048639186, 7.086930760666393]",6.373294746414116,0.3451902826659771,inf,models/sound_localization/IHC3000_delayed_integration/arch??
"[47.61899313501144, 47.90480549199085, 46.064988558352404, 48.456979405034325, 48.83432494279176, 47.95102974828375, 48.89588100686499, 47.80228832951945, 45.90892448512586, 46.45629290617849]",47.58945080091533,0.3450867606206651,"[14.91578947368421, 15.602288329519451, 15.103203661327232, 15.267048054919908, 16.11395881006865, 15.124485125858124, 15.52929061784897, 15.594050343249428, 15.11258581235698, 13.44187643020595]",15.18045766590389,0.22251163219455838,"[47.91495640750235, 48.51564103120673, 47.00709189214081, 49.19129414902552, 49.81973638973444, 48.77354928724769, 49.0469643917673, 48.24004931458993, 46.597622605342515, 46.5848013139754]",48.169170678253266,0.3562927320024308,-13.6,models/sound_localization/simplified_IHC0050/arch??
