condition,cutoff,percent_correct_list,percent_correct_mean,percent_correct_sem,tag_model
Low-pass,10300.0,"[18.285714285714285, 49.0, 26.285714285714285, 21.0, 26.285714285714285, 24.0, 15.285714285714286, 48.57142857142857, 38.857142857142854, 17.714285714285715]",28.52857142857143,3.9608658207375083,models/sound_localization/simplified_IHC1000/arch??
Low-pass,12000.0,"[52.714285714285715, 87.71428571428571, 70.71428571428571, 75.0, 73.28571428571429, 70.71428571428571, 50.42857142857143, 83.14285714285714, 75.71428571428571, 49.285714285714285]",68.87142857142857,4.287166420652147,models/sound_localization/simplified_IHC1000/arch??
Low-pass,14500.0,"[71.14285714285714, 79.71428571428571, 72.85714285714286, 71.28571428571429, 89.71428571428571, 73.85714285714286, 66.42857142857143, 91.14285714285714, 89.0, 52.714285714285715]",75.78571428571429,3.7915797627777343,models/sound_localization/simplified_IHC1000/arch??
Low-pass,16000.0,"[98.71428571428571, 100.0, 100.0, 100.0, 100.0, 99.57142857142857, 96.85714285714286, 98.71428571428571, 100.0, 89.71428571428571]",98.35714285714286,1.0120027963716045,models/sound_localization/simplified_IHC1000/arch??
High-pass,3800.0,"[92.57142857142857, 99.57142857142857, 94.42857142857143, 90.71428571428571, 99.57142857142857, 92.14285714285714, 85.28571428571429, 96.57142857142857, 93.85714285714286, 82.14285714285714]",92.68571428571428,1.777766439873142,models/sound_localization/simplified_IHC3000/arch??
High-pass,5800.0,"[90.14285714285714, 97.0, 86.14285714285714, 90.85714285714286, 98.57142857142857, 89.42857142857143, 80.42857142857143, 97.0, 92.57142857142857, 88.85714285714286]",91.1,1.7475671459790074,models/sound_localization/simplified_IHC3000/arch??
High-pass,7500.0,"[89.57142857142857, 91.85714285714286, 91.14285714285714, 87.0, 88.85714285714286, 89.57142857142857, 85.0, 100.0, 91.85714285714286, 64.28571428571429]",87.91428571428571,2.9089898972361894,models/sound_localization/simplified_IHC3000/arch??
High-pass,10000.0,"[7.428571428571429, 23.142857142857142, 15.571428571428571, 13.857142857142858, 10.142857142857142, 30.0, 17.428571428571427, 8.428571428571429, 14.142857142857142, 8.857142857142858]",14.9,2.2639890146604955,models/sound_localization/simplified_IHC3000/arch??
High-pass,13200.0,"[7.142857142857143, 7.714285714285714, 7.142857142857143, 11.0, 7.142857142857143, 7.142857142857143, 7.571428571428571, 7.142857142857143, 7.142857142857143, 7.142857142857143]",7.628571428571429,0.38047589248453667,models/sound_localization/simplified_IHC3000/arch??
High-pass,15300.0,"[7.571428571428571, 8.428571428571429, 7.142857142857143, 7.142857142857143, 7.714285714285714, 7.142857142857143, 7.571428571428571, 7.142857142857143, 8.142857142857142, 6.857142857142857]",7.485714285714286,0.1582214069127252,models/sound_localization/simplified_IHC3000/arch??
Low-pass,3900.0,"[19.0, 18.0, 17.0, 18.285714285714285, 18.571428571428573, 17.142857142857142, 15.428571428571429, 19.428571428571427, 17.857142857142858, 14.285714285714286]",17.5,0.5067570631855416,models/sound_localization/simplified_IHC3000/arch??
Low-pass,6000.0,"[32.42857142857143, 25.857142857142858, 16.714285714285715, 15.857142857142858, 25.571428571428573, 14.285714285714286, 21.0, 33.42857142857143, 31.0, 18.428571428571427]",23.45714285714286,2.274755475134708,models/sound_localization/simplified_IHC3000/arch??
Low-pass,8000.0,"[28.857142857142858, 27.285714285714285, 26.857142857142858, 18.428571428571427, 23.571428571428573, 18.428571428571427, 18.142857142857142, 32.714285714285715, 50.57142857142857, 15.571428571428571]",26.042857142857144,3.249632806746757,models/sound_localization/simplified_IHC3000/arch??
Low-pass,10300.0,"[42.714285714285715, 19.857142857142858, 38.42857142857143, 27.428571428571427, 34.714285714285715, 21.285714285714285, 18.142857142857142, 50.0, 39.0, 14.428571428571429]",30.6,3.801765910242394,models/sound_localization/simplified_IHC3000/arch??
Low-pass,12000.0,"[63.57142857142857, 73.42857142857143, 66.71428571428571, 42.714285714285715, 75.71428571428571, 43.714285714285715, 46.714285714285715, 74.57142857142857, 76.42857142857143, 38.0]",60.15714285714286,4.93469598757572,models/sound_localization/simplified_IHC3000/arch??
Low-pass,14500.0,"[71.57142857142857, 81.28571428571429, 85.57142857142857, 74.14285714285714, 80.71428571428571, 62.0, 58.42857142857143, 75.42857142857143, 86.85714285714286, 68.57142857142857]",74.45714285714286,3.0169438366298245,models/sound_localization/simplified_IHC3000/arch??
Low-pass,16000.0,"[99.42857142857143, 100.0, 96.57142857142857, 99.28571428571429, 100.0, 99.28571428571429, 95.14285714285714, 99.85714285714286, 100.0, 89.85714285714286]",97.94285714285715,1.0396231656377293,models/sound_localization/simplified_IHC3000/arch??
High-pass,3800.0,"[92.28571428571429, 99.57142857142857, 93.14285714285714, 89.14285714285714, 98.71428571428571, 99.71428571428571, 46.714285714285715, 98.28571428571429, 97.42857142857143, 50.142857142857146]",86.5142857142857,6.448371623800807,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
High-pass,5800.0,"[96.42857142857143, 97.71428571428571, 92.85714285714286, 86.14285714285714, 95.28571428571429, 98.57142857142857, 39.857142857142854, 97.14285714285714, 93.0, 54.857142857142854]",85.18571428571428,6.500306987343386,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
High-pass,7500.0,"[84.71428571428571, 89.42857142857143, 88.57142857142857, 83.57142857142857, 82.57142857142857, 96.42857142857143, 58.42857142857143, 97.57142857142857, 93.0, 62.142857142857146]",83.64285714285714,4.220468964065959,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
High-pass,10000.0,"[9.142857142857142, 17.428571428571427, 9.714285714285714, 8.142857142857142, 17.0, 27.285714285714285, 7.142857142857143, 27.714285714285715, 33.285714285714285, 15.857142857142858]",17.27142857142857,2.9382495907591597,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
High-pass,13200.0,"[7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143]",7.142857142857143,0.0,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
High-pass,15300.0,"[7.142857142857143, 7.857142857142857, 7.142857142857143, 7.285714285714286, 8.285714285714286, 7.285714285714286, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143]",7.357142857142857,0.124630974555261,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,3900.0,"[24.285714285714285, 23.0, 11.857142857142858, 12.0, 24.0, 22.857142857142858, 12.285714285714286, 19.857142857142858, 20.857142857142858, 11.428571428571429]",18.242857142857144,1.778563460172116,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,6000.0,"[26.428571428571427, 31.0, 22.714285714285715, 22.857142857142858, 38.285714285714285, 23.428571428571427, 20.285714285714285, 20.571428571428573, 35.42857142857143, 17.285714285714285]",25.82857142857143,2.1859995664016934,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,8000.0,"[20.428571428571427, 34.714285714285715, 26.714285714285715, 16.142857142857142, 37.285714285714285, 31.857142857142858, 17.571428571428573, 30.285714285714285, 40.57142857142857, 16.428571428571427]",27.2,2.87764075703181,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,10300.0,"[35.0, 38.857142857142854, 44.0, 23.857142857142858, 73.28571428571429, 40.857142857142854, 16.428571428571427, 59.0, 72.0, 24.714285714285715]",42.8,6.242717298931325,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,12000.0,"[58.57142857142857, 77.71428571428571, 66.57142857142857, 70.71428571428571, 87.42857142857143, 62.42857142857143, 48.57142857142857, 84.57142857142857, 84.85714285714286, 34.714285714285715]",67.61428571428571,5.420003681668219,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,14500.0,"[65.42857142857143, 88.57142857142857, 80.42857142857143, 57.0, 88.71428571428571, 78.0, 42.0, 88.28571428571429, 98.57142857142857, 64.85714285714286]",75.18571428571428,5.527710035022867,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
Low-pass,16000.0,"[97.71428571428571, 100.0, 98.42857142857143, 91.71428571428571, 100.0, 99.57142857142857, 76.85714285714286, 99.71428571428571, 99.57142857142857, 71.28571428571429]",93.4857142857143,3.3541661913212146,models/sound_localization/simplified_IHC3000_delayed_integration/arch??
