condition,cutoff,percent_correct_list,percent_correct_mean,percent_correct_sem,tag_model
Low-pass,8000.0,"[20.428571428571427, 28.571428571428573, 23.0, 36.857142857142854, 37.857142857142854, 24.857142857142858, 17.714285714285715, 33.714285714285715, 20.571428571428573, 18.428571428571427]",26.2,2.4059827169926047,models/sound_localization/simplified_IHC0320/arch??
Low-pass,10300.0,"[31.571428571428573, 34.0, 32.285714285714285, 43.285714285714285, 78.57142857142857, 31.714285714285715, 32.285714285714285, 23.714285714285715, 38.714285714285715, 18.285714285714285]",36.44285714285714,5.169483541970411,models/sound_localization/simplified_IHC0320/arch??
Low-pass,12000.0,"[55.142857142857146, 70.42857142857143, 62.0, 64.57142857142857, 92.14285714285714, 69.57142857142857, 57.42857142857143, 66.14285714285714, 67.42857142857143, 39.142857142857146]",64.4,4.2465298624895915,models/sound_localization/simplified_IHC0320/arch??
Low-pass,14500.0,"[74.57142857142857, 79.28571428571429, 71.0, 76.42857142857143, 81.57142857142857, 77.14285714285714, 65.57142857142857, 79.14285714285714, 86.42857142857143, 64.14285714285714]",75.52857142857142,2.201324070735405,models/sound_localization/simplified_IHC0320/arch??
Low-pass,16000.0,"[98.85714285714286, 99.85714285714286, 98.14285714285714, 100.0, 100.0, 99.85714285714286, 96.57142857142857, 99.71428571428571, 100.0, 80.42857142857143]",97.34285714285714,1.9121523293430998,models/sound_localization/simplified_IHC0320/arch??
High-pass,3800.0,"[93.42857142857143, 100.0, 89.71428571428571, 100.0, 96.14285714285714, 93.85714285714286, 87.42857142857143, 97.71428571428571, 96.42857142857143, 52.0]",90.67142857142856,4.486262730601259,models/sound_localization/simplified_IHC1000/arch??
High-pass,5800.0,"[96.57142857142857, 96.85714285714286, 80.28571428571429, 95.71428571428571, 96.85714285714286, 94.28571428571429, 81.85714285714286, 91.42857142857143, 80.85714285714286, 31.571428571428573]",84.62857142857143,6.289255856540179,models/sound_localization/simplified_IHC1000/arch??
High-pass,7500.0,"[80.57142857142857, 92.85714285714286, 89.28571428571429, 91.71428571428571, 91.28571428571429, 91.42857142857143, 81.42857142857143, 99.57142857142857, 86.85714285714286, 43.285714285714285]",84.82857142857144,4.93733061077448,models/sound_localization/simplified_IHC1000/arch??
High-pass,10000.0,"[13.142857142857142, 19.857142857142858, 14.857142857142858, 16.428571428571427, 10.0, 18.428571428571427, 16.571428571428573, 31.285714285714285, 29.142857142857142, 17.142857142857142]",18.685714285714287,2.114285714285714,models/sound_localization/simplified_IHC1000/arch??
High-pass,13200.0,"[7.142857142857143, 7.285714285714286, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 12.857142857142858, 7.142857142857143, 7.142857142857143, 7.142857142857143]",7.7285714285714295,0.5700181005201806,models/sound_localization/simplified_IHC1000/arch??
High-pass,15300.0,"[8.285714285714286, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.142857142857143, 7.571428571428571, 8.0, 7.714285714285714, 7.142857142857143]",7.442857142857143,0.13544250146026565,models/sound_localization/simplified_IHC1000/arch??
Low-pass,3900.0,"[17.857142857142858, 21.142857142857142, 14.857142857142858, 14.857142857142858, 15.857142857142858, 23.0, 14.571428571428571, 15.571428571428571, 17.714285714285715, 20.857142857142858]",17.628571428571426,0.9647294687350462,models/sound_localization/simplified_IHC1000/arch??
Low-pass,6000.0,"[22.142857142857142, 61.57142857142857, 17.285714285714285, 25.571428571428573, 21.285714285714285, 33.142857142857146, 18.0, 33.285714285714285, 39.857142857142854, 30.857142857142858]",30.3,4.18644015592464,models/sound_localization/simplified_IHC1000/arch??
Low-pass,8000.0,"[21.142857142857142, 46.857142857142854, 33.142857142857146, 19.714285714285715, 19.142857142857142, 24.428571428571427, 9.142857142857142, 31.571428571428573, 29.142857142857142, 15.285714285714286]",24.957142857142856,3.379077280161867,models/sound_localization/simplified_IHC1000/arch??
