condition,correct_spkr,correct_word,f0_shift_in_semitones,fn_eval,tag_expt,tag_model
harmonic,,0.6944444444444444,0.0,word_participant_0018,pitch_altered,human
harmonic,,0.875,0.0,word_participant_0019,pitch_altered,human
harmonic,,0.6,0.0,word_participant_0020,pitch_altered,human
harmonic,,0.7428571428571429,0.0,word_participant_0021,pitch_altered,human
harmonic,,0.8611111111111112,3.0,word_participant_0000,pitch_altered,human
harmonic,,0.7777777777777778,3.0,word_participant_0001,pitch_altered,human
harmonic,,0.8571428571428571,3.0,word_participant_0002,pitch_altered,human
harmonic,,0.75,3.0,word_participant_0003,pitch_altered,human
harmonic,,0.8857142857142857,3.0,word_participant_0004,pitch_altered,human
harmonic,,0.7777777777777778,3.0,word_participant_0005,pitch_altered,human
harmonic,,0.6923076923076923,3.0,word_participant_0006,pitch_altered,human
harmonic,,0.8181818181818182,3.0,word_participant_0007,pitch_altered,human
harmonic,,0.8055555555555556,3.0,word_participant_0008,pitch_altered,human
harmonic,,0.8611111111111112,3.0,word_participant_0009,pitch_altered,human
harmonic,,0.8285714285714286,3.0,word_participant_0010,pitch_altered,human
harmonic,,0.9166666666666666,3.0,word_participant_0011,pitch_altered,human
harmonic,,0.5333333333333333,3.0,word_participant_0012,pitch_altered,human
harmonic,,0.8055555555555556,3.0,word_participant_0013,pitch_altered,human
harmonic,,0.6923076923076923,3.0,word_participant_0014,pitch_altered,human
harmonic,,0.7714285714285715,3.0,word_participant_0015,pitch_altered,human
harmonic,,0.7222222222222222,3.0,word_participant_0016,pitch_altered,human
harmonic,,0.8571428571428571,3.0,word_participant_0017,pitch_altered,human
harmonic,,0.6521739130434783,3.0,word_participant_0018,pitch_altered,human
harmonic,,0.7142857142857143,3.0,word_participant_0019,pitch_altered,human
harmonic,,0.8888888888888888,3.0,word_participant_0020,pitch_altered,human
harmonic,,0.7,3.0,word_participant_0021,pitch_altered,human
harmonic,,0.8055555555555556,6.0,word_participant_0000,pitch_altered,human
harmonic,,0.6666666666666666,6.0,word_participant_0001,pitch_altered,human
harmonic,,0.7692307692307693,6.0,word_participant_0002,pitch_altered,human
harmonic,,0.5384615384615384,6.0,word_participant_0003,pitch_altered,human
harmonic,,0.75,6.0,word_participant_0004,pitch_altered,human
harmonic,,0.7142857142857143,6.0,word_participant_0005,pitch_altered,human
harmonic,,0.6,6.0,word_participant_0006,pitch_altered,human
harmonic,,0.8333333333333334,6.0,word_participant_0007,pitch_altered,human
harmonic,,0.8857142857142857,6.0,word_participant_0008,pitch_altered,human
harmonic,,0.7222222222222222,6.0,word_participant_0009,pitch_altered,human
harmonic,,0.7142857142857143,6.0,word_participant_0010,pitch_altered,human
harmonic,,0.8461538461538461,6.0,word_participant_0011,pitch_altered,human
harmonic,,0.7428571428571429,6.0,word_participant_0012,pitch_altered,human
harmonic,,0.6944444444444444,6.0,word_participant_0013,pitch_altered,human
harmonic,,0.8611111111111112,6.0,word_participant_0014,pitch_altered,human
harmonic,,0.7333333333333333,6.0,word_participant_0015,pitch_altered,human
harmonic,,0.8055555555555556,6.0,word_participant_0016,pitch_altered,human
harmonic,,0.7777777777777778,6.0,word_participant_0017,pitch_altered,human
harmonic,,0.8857142857142857,6.0,word_participant_0018,pitch_altered,human
harmonic,,0.8055555555555556,6.0,word_participant_0019,pitch_altered,human
harmonic,,0.8611111111111112,6.0,word_participant_0020,pitch_altered,human
harmonic,,0.7714285714285715,6.0,word_participant_0021,pitch_altered,human
harmonic,,0.8888888888888888,12.0,word_participant_0000,pitch_altered,human
harmonic,,0.8055555555555556,12.0,word_participant_0001,pitch_altered,human
harmonic,,1.0,12.0,word_participant_0002,pitch_altered,human
harmonic,,0.5882352941176471,12.0,word_participant_0003,pitch_altered,human
harmonic,,0.7777777777777778,12.0,word_participant_0004,pitch_altered,human
harmonic,,0.7142857142857143,12.0,word_participant_0005,pitch_altered,human
harmonic,,0.6571428571428571,12.0,word_participant_0006,pitch_altered,human
harmonic,,0.8055555555555556,12.0,word_participant_0007,pitch_altered,human
harmonic,,0.8571428571428571,12.0,word_participant_0008,pitch_altered,human
harmonic,,0.8571428571428571,12.0,word_participant_0009,pitch_altered,human
harmonic,,0.8571428571428571,12.0,word_participant_0010,pitch_altered,human
harmonic,,0.6666666666666666,12.0,word_participant_0011,pitch_altered,human
harmonic,,0.7428571428571429,12.0,word_participant_0012,pitch_altered,human
harmonic,,0.8571428571428571,12.0,word_participant_0013,pitch_altered,human
harmonic,,0.8,12.0,word_participant_0014,pitch_altered,human
harmonic,,0.6857142857142857,12.0,word_participant_0015,pitch_altered,human
harmonic,,0.8611111111111112,12.0,word_participant_0016,pitch_altered,human
harmonic,,0.7142857142857143,12.0,word_participant_0017,pitch_altered,human
harmonic,,0.8333333333333334,12.0,word_participant_0018,pitch_altered,human
harmonic,,0.7142857142857143,12.0,word_participant_0019,pitch_altered,human
harmonic,,0.65625,12.0,word_participant_0020,pitch_altered,human
harmonic,,0.7272727272727273,12.0,word_participant_0021,pitch_altered,human
inharmonic,,0.8571428571428571,0.0,word_participant_0000,pitch_altered,human
inharmonic,,0.8055555555555556,0.0,word_participant_0001,pitch_altered,human
inharmonic,,0.8611111111111112,0.0,word_participant_0002,pitch_altered,human
inharmonic,,0.6666666666666666,0.0,word_participant_0003,pitch_altered,human
inharmonic,,0.8,0.0,word_participant_0004,pitch_altered,human
inharmonic,,0.8333333333333334,0.0,word_participant_0005,pitch_altered,human
inharmonic,,0.8333333333333334,0.0,word_participant_0006,pitch_altered,human
inharmonic,,0.7428571428571429,0.0,word_participant_0007,pitch_altered,human
inharmonic,,0.7857142857142857,0.0,word_participant_0008,pitch_altered,human
inharmonic,,0.8,0.0,word_participant_0009,pitch_altered,human
inharmonic,,0.8,0.0,word_participant_0010,pitch_altered,human
inharmonic,,0.8611111111111112,0.0,word_participant_0011,pitch_altered,human
inharmonic,,0.8333333333333334,0.0,word_participant_0012,pitch_altered,human
inharmonic,,0.6,0.0,word_participant_0013,pitch_altered,human
inharmonic,,0.8857142857142857,0.0,word_participant_0014,pitch_altered,human
inharmonic,,0.7777777777777778,0.0,word_participant_0015,pitch_altered,human
inharmonic,,0.8857142857142857,0.0,word_participant_0016,pitch_altered,human
inharmonic,,0.75,0.0,word_participant_0017,pitch_altered,human
inharmonic,,0.8611111111111112,0.0,word_participant_0018,pitch_altered,human
inharmonic,,0.6388888888888888,0.0,word_participant_0019,pitch_altered,human
inharmonic,,0.6923076923076923,0.0,word_participant_0020,pitch_altered,human
inharmonic,,0.7,0.0,word_participant_0021,pitch_altered,human
