index_texture,snr,correct_word,fn_eval,tag_expt,tag_model
22.0,-3.0,0.5555555555555556,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
23.0,-3.0,0.8888888888888888,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
24.0,-3.0,0.625,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
25.0,-3.0,0.6666666666666666,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
26.0,-3.0,0.5555555555555556,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
27.0,-3.0,0.5555555555555556,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
28.0,-3.0,0.3333333333333333,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
29.0,-3.0,0.6666666666666666,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
30.0,-3.0,0.5555555555555556,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
31.0,-3.0,0.6666666666666666,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
32.0,-3.0,0.4444444444444444,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
33.0,-3.0,0.3333333333333333,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
34.0,-3.0,0.2222222222222222,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
35.0,-3.0,0.5,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
36.0,-3.0,0.8888888888888888,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
37.0,-3.0,0.6666666666666666,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
38.0,-3.0,0.3333333333333333,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
39.0,-3.0,0.4444444444444444,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
40.0,-3.0,0.5555555555555556,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
41.0,-3.0,0.625,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
42.0,-3.0,0.6666666666666666,57d5ab3a722df500017f3622,speech_in_synthetic_textures,human
0.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
1.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
2.0,-3.0,0.7777777777777778,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
3.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
4.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
5.0,-3.0,0.4444444444444444,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
6.0,-3.0,0.5555555555555556,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
7.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
8.0,-3.0,0.625,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
9.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
10.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
11.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
12.0,-3.0,0.8888888888888888,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
13.0,-3.0,0.375,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
14.0,-3.0,0.8888888888888888,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
15.0,-3.0,0.5555555555555556,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
16.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
17.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
18.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
19.0,-3.0,0.5555555555555556,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
20.0,-3.0,0.3333333333333333,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
21.0,-3.0,0.1111111111111111,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
22.0,-3.0,0.4444444444444444,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
23.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
24.0,-3.0,0.75,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
25.0,-3.0,0.625,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
26.0,-3.0,0.8888888888888888,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
27.0,-3.0,0.4444444444444444,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
28.0,-3.0,0.3333333333333333,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
29.0,-3.0,0.7777777777777778,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
30.0,-3.0,0.125,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
31.0,-3.0,0.3333333333333333,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
32.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
33.0,-3.0,0.5555555555555556,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
34.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
35.0,-3.0,0.6666666666666666,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
36.0,-3.0,0.4444444444444444,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
37.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
38.0,-3.0,0.5555555555555556,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
39.0,-3.0,0.2222222222222222,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
40.0,-3.0,0.4444444444444444,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
41.0,-3.0,0.1111111111111111,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
42.0,-3.0,0.5,58935d5d4d77be0001689f14,speech_in_synthetic_textures,human
0.0,-3.0,0.2222222222222222,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
1.0,-3.0,0.1111111111111111,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
2.0,-3.0,0.5555555555555556,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
3.0,-3.0,0.8888888888888888,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
4.0,-3.0,0.2222222222222222,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
5.0,-3.0,0.4444444444444444,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
6.0,-3.0,0.1111111111111111,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
7.0,-3.0,0.625,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
8.0,-3.0,0.5555555555555556,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
9.0,-3.0,0.5555555555555556,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
10.0,-3.0,0.5555555555555556,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
11.0,-3.0,0.7777777777777778,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
12.0,-3.0,0.6666666666666666,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
13.0,-3.0,1.0,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
14.0,-3.0,0.875,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
15.0,-3.0,0.4444444444444444,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
16.0,-3.0,0.3333333333333333,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
17.0,-3.0,0.3333333333333333,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
18.0,-3.0,0.8888888888888888,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
19.0,-3.0,0.1111111111111111,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
20.0,-3.0,0.6666666666666666,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
21.0,-3.0,0.2222222222222222,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
22.0,-3.0,0.625,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
23.0,-3.0,0.7777777777777778,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
24.0,-3.0,0.4444444444444444,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
25.0,-3.0,0.4444444444444444,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
26.0,-3.0,0.75,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
27.0,-3.0,0.1111111111111111,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
28.0,-3.0,0.3333333333333333,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
29.0,-3.0,0.75,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
30.0,-3.0,0.375,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
31.0,-3.0,0.3333333333333333,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
32.0,-3.0,0.6666666666666666,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
33.0,-3.0,0.3333333333333333,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
34.0,-3.0,0.1111111111111111,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
35.0,-3.0,0.4444444444444444,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
36.0,-3.0,0.625,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
37.0,-3.0,0.6666666666666666,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
38.0,-3.0,0.25,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
39.0,-3.0,0.2222222222222222,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
40.0,-3.0,0.5,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
41.0,-3.0,0.5,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
42.0,-3.0,0.375,58a95ef0bb9e0f0001acaa8b,speech_in_synthetic_textures,human
0.0,-3.0,0.375,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
1.0,-3.0,0.0,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
2.0,-3.0,0.875,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
3.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
4.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
5.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
6.0,-3.0,0.3333333333333333,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
7.0,-3.0,0.3333333333333333,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
8.0,-3.0,0.5555555555555556,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
9.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
10.0,-3.0,0.375,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
11.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
12.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
13.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
14.0,-3.0,0.8888888888888888,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
15.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
16.0,-3.0,0.0,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
17.0,-3.0,0.1111111111111111,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
18.0,-3.0,0.5555555555555556,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
19.0,-3.0,0.5555555555555556,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
20.0,-3.0,0.5555555555555556,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
21.0,-3.0,0.1111111111111111,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
22.0,-3.0,0.3333333333333333,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
23.0,-3.0,0.7777777777777778,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
24.0,-3.0,0.7777777777777778,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
25.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
26.0,-3.0,0.375,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
27.0,-3.0,0.5,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
28.0,-3.0,0.2222222222222222,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
29.0,-3.0,0.75,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
30.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
31.0,-3.0,0.5555555555555556,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
32.0,-3.0,0.5,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
33.0,-3.0,0.375,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
34.0,-3.0,0.3333333333333333,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
35.0,-3.0,0.6666666666666666,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
36.0,-3.0,0.8888888888888888,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
37.0,-3.0,0.8888888888888888,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
38.0,-3.0,0.3333333333333333,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
39.0,-3.0,0.5,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
40.0,-3.0,0.625,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
41.0,-3.0,0.2222222222222222,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
42.0,-3.0,0.4444444444444444,59d3e110cafa460001f840f6,speech_in_synthetic_textures,human
0.0,-3.0,0.4444444444444444,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
1.0,-3.0,0.375,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
2.0,-3.0,0.8888888888888888,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
3.0,-3.0,0.625,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
4.0,-3.0,0.2222222222222222,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
5.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
6.0,-3.0,0.5,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
7.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
8.0,-3.0,0.6666666666666666,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
9.0,-3.0,0.6666666666666666,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
10.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
11.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
12.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
13.0,-3.0,0.8888888888888888,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
14.0,-3.0,1.0,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
15.0,-3.0,0.6666666666666666,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
16.0,-3.0,0.5,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
17.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
18.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
19.0,-3.0,0.625,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
20.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
21.0,-3.0,0.5,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
22.0,-3.0,0.4444444444444444,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
23.0,-3.0,0.7777777777777778,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
24.0,-3.0,0.4444444444444444,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
25.0,-3.0,0.5555555555555556,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
26.0,-3.0,0.5555555555555556,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
27.0,-3.0,0.25,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
28.0,-3.0,0.2222222222222222,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
29.0,-3.0,0.8888888888888888,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
30.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
31.0,-3.0,0.5555555555555556,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
32.0,-3.0,0.2222222222222222,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
33.0,-3.0,0.625,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
34.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
35.0,-3.0,0.6666666666666666,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
36.0,-3.0,0.5,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
37.0,-3.0,0.5555555555555556,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
