index_texture,snr,correct_word,fn_eval,tag_expt,tag_model
38.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
39.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
40.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
41.0,-3.0,0.375,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
42.0,-3.0,0.3333333333333333,59dd90f6e75b450001a68dac,speech_in_synthetic_textures,human
0.0,-3.0,0.6,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
2.0,-3.0,0.8333333333333334,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
3.0,-3.0,0.6666666666666666,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
12.0,-3.0,0.6,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
18.0,-3.0,1.0,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
19.0,-3.0,0.625,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
21.0,-3.0,0.0,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
22.0,-3.0,0.6,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
23.0,-3.0,1.0,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
24.0,-3.0,0.4285714285714285,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
25.0,-3.0,1.0,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
26.0,-3.0,0.7142857142857143,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
29.0,-3.0,0.6,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
34.0,-3.0,0.4,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
35.0,-3.0,0.8333333333333334,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
36.0,-3.0,0.5,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
38.0,-3.0,0.6666666666666666,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
39.0,-3.0,0.4,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
40.0,-3.0,0.1666666666666666,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
41.0,-3.0,0.6,5b5e0e86902ad10001cfcc59,speech_in_synthetic_textures,human
33.0,-3.0,0.2,5bd8d97c26903900018579d3,speech_in_synthetic_textures,human
0.0,-3.0,0.5,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
1.0,-3.0,0.3333333333333333,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
2.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
3.0,-3.0,0.5,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
4.0,-3.0,0.2222222222222222,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
5.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
6.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
7.0,-3.0,0.25,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
8.0,-3.0,0.875,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
9.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
10.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
11.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
12.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
13.0,-3.0,0.7777777777777778,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
14.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
15.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
16.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
17.0,-3.0,0.625,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
18.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
19.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
20.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
21.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
22.0,-3.0,0.625,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
23.0,-3.0,0.5555555555555556,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
24.0,-3.0,0.5,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
25.0,-3.0,0.25,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
26.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
27.0,-3.0,0.2222222222222222,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
28.0,-3.0,0.1111111111111111,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
29.0,-3.0,0.7777777777777778,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
30.0,-3.0,0.3333333333333333,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
31.0,-3.0,0.7777777777777778,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
32.0,-3.0,0.5,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
33.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
34.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
35.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
36.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
37.0,-3.0,0.25,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
38.0,-3.0,0.1111111111111111,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
39.0,-3.0,0.1111111111111111,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
40.0,-3.0,0.5,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
41.0,-3.0,0.3333333333333333,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
42.0,-3.0,0.4444444444444444,5bef64b373e44f0001092811,speech_in_synthetic_textures,human
0.0,-3.0,0.4,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
1.0,-3.0,0.3333333333333333,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
3.0,-3.0,0.6666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
4.0,-3.0,0.2,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
5.0,-3.0,0.2,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
6.0,-3.0,0.1666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
7.0,-3.0,0.1666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
8.0,-3.0,0.6,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
9.0,-3.0,0.6666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
10.0,-3.0,0.8,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
12.0,-3.0,0.8,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
13.0,-3.0,0.6666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
14.0,-3.0,1.0,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
15.0,-3.0,0.6,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
16.0,-3.0,0.5,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
17.0,-3.0,0.2,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
21.0,-3.0,0.1666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
22.0,-3.0,0.8,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
23.0,-3.0,0.6666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
25.0,-3.0,0.6666666666666666,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
26.0,-3.0,0.3333333333333333,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
29.0,-3.0,0.8571428571428571,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
30.0,-3.0,0.4,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
31.0,-3.0,0.8,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
34.0,-3.0,0.2857142857142857,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
36.0,-3.0,0.375,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
37.0,-3.0,0.5,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
40.0,-3.0,0.3333333333333333,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
41.0,-3.0,0.0,5c40b26e9d27f00001159231,speech_in_synthetic_textures,human
0.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
1.0,-3.0,0.125,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
2.0,-3.0,0.7777777777777778,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
3.0,-3.0,0.7777777777777778,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
4.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
5.0,-3.0,0.5555555555555556,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
6.0,-3.0,0.375,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
7.0,-3.0,0.125,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
8.0,-3.0,0.5,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
9.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
10.0,-3.0,0.5555555555555556,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
11.0,-3.0,0.5555555555555556,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
12.0,-3.0,0.6666666666666666,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
13.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
14.0,-3.0,0.6666666666666666,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
15.0,-3.0,0.5555555555555556,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
16.0,-3.0,0.1111111111111111,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
17.0,-3.0,0.25,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
18.0,-3.0,0.75,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
19.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
20.0,-3.0,0.6666666666666666,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
21.0,-3.0,0.25,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
22.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
23.0,-3.0,0.625,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
24.0,-3.0,0.4444444444444444,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
25.0,-3.0,0.5,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
26.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
27.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
28.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
29.0,-3.0,0.5555555555555556,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
30.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
31.0,-3.0,0.6666666666666666,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
32.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
33.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
34.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
35.0,-3.0,0.7777777777777778,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
36.0,-3.0,0.6666666666666666,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
37.0,-3.0,0.375,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
38.0,-3.0,0.2222222222222222,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
39.0,-3.0,0.3333333333333333,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
40.0,-3.0,0.1111111111111111,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
41.0,-3.0,0.1111111111111111,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
42.0,-3.0,0.25,5d88db42c1d06e001a1fdcab,speech_in_synthetic_textures,human
0.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
3.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
4.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
5.0,-3.0,0.8,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
6.0,-3.0,0.4,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
8.0,-3.0,0.8571428571428571,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
11.0,-3.0,0.8,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
12.0,-3.0,1.0,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
17.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
21.0,-3.0,0.3333333333333333,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
24.0,-3.0,0.7142857142857143,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
29.0,-3.0,0.8,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
32.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
35.0,-3.0,0.8,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
36.0,-3.0,0.6,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
41.0,-3.0,0.3333333333333333,5d8a29c082fec30001d9c24a,speech_in_synthetic_textures,human
0.0,-3.0,0.2222222222222222,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
1.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
2.0,-3.0,0.8888888888888888,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
3.0,-3.0,0.75,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
4.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
5.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
6.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
7.0,-3.0,0.5,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
8.0,-3.0,0.375,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
9.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
10.0,-3.0,0.625,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
11.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
12.0,-3.0,0.7777777777777778,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
13.0,-3.0,0.6666666666666666,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
14.0,-3.0,1.0,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
15.0,-3.0,0.5555555555555556,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
16.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
17.0,-3.0,0.5,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
18.0,-3.0,0.6666666666666666,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
19.0,-3.0,0.5,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
20.0,-3.0,0.2222222222222222,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
21.0,-3.0,0.5555555555555556,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
22.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
23.0,-3.0,0.625,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
24.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
25.0,-3.0,0.5555555555555556,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
26.0,-3.0,0.625,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
27.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
28.0,-3.0,0.0,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
29.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
30.0,-3.0,0.1111111111111111,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
31.0,-3.0,0.7777777777777778,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
32.0,-3.0,0.6666666666666666,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
33.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
34.0,-3.0,0.0,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
35.0,-3.0,0.4444444444444444,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
36.0,-3.0,0.6666666666666666,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
37.0,-3.0,0.2222222222222222,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
38.0,-3.0,0.125,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
39.0,-3.0,0.1111111111111111,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
40.0,-3.0,0.375,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
41.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
42.0,-3.0,0.3333333333333333,5d99f1a45a1126001c5c0a84,speech_in_synthetic_textures,human
0.0,-3.0,0.5555555555555556,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
1.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
2.0,-3.0,0.8888888888888888,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
3.0,-3.0,0.7777777777777778,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
4.0,-3.0,0.5555555555555556,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
5.0,-3.0,0.25,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
6.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
7.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
8.0,-3.0,0.875,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
9.0,-3.0,0.625,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
10.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
11.0,-3.0,0.6666666666666666,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
12.0,-3.0,0.7777777777777778,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
13.0,-3.0,0.6666666666666666,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
14.0,-3.0,0.8888888888888888,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
15.0,-3.0,0.2222222222222222,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
16.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
17.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
18.0,-3.0,0.8888888888888888,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
19.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
20.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
21.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
22.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
23.0,-3.0,0.875,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
24.0,-3.0,0.75,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
25.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
26.0,-3.0,0.75,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
27.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
28.0,-3.0,0.25,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
29.0,-3.0,0.5555555555555556,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
30.0,-3.0,0.375,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
31.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
32.0,-3.0,0.25,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
33.0,-3.0,0.1111111111111111,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
34.0,-3.0,0.0,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
35.0,-3.0,0.625,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
36.0,-3.0,0.6666666666666666,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
37.0,-3.0,0.7777777777777778,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
38.0,-3.0,0.4444444444444444,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
39.0,-3.0,0.3333333333333333,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
40.0,-3.0,0.5555555555555556,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
41.0,-3.0,0.375,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
42.0,-3.0,0.5555555555555556,5ecbfc627a51250bfb1f297f,speech_in_synthetic_textures,human
0.0,-3.0,0.2222222222222222,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
1.0,-3.0,0.1428571428571428,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
2.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
3.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
4.0,-3.0,0.1111111111111111,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
5.0,-3.0,0.7777777777777778,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
6.0,-3.0,0.375,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
7.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
8.0,-3.0,0.8571428571428571,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
9.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
10.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
11.0,-3.0,0.7777777777777778,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
12.0,-3.0,0.7777777777777778,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
13.0,-3.0,0.625,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
14.0,-3.0,0.6666666666666666,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
15.0,-3.0,0.75,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
16.0,-3.0,0.4444444444444444,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
17.0,-3.0,0.1111111111111111,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
18.0,-3.0,0.75,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
19.0,-3.0,0.2222222222222222,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
20.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
21.0,-3.0,0.125,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
22.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
23.0,-3.0,0.875,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
24.0,-3.0,0.5714285714285714,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
25.0,-3.0,0.375,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
26.0,-3.0,0.4285714285714285,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
27.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
28.0,-3.0,0.25,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
29.0,-3.0,0.7777777777777778,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
30.0,-3.0,0.2857142857142857,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
31.0,-3.0,0.625,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
32.0,-3.0,0.6666666666666666,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
33.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
34.0,-3.0,0.4444444444444444,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
35.0,-3.0,0.5555555555555556,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
36.0,-3.0,0.4444444444444444,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
37.0,-3.0,0.4444444444444444,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
38.0,-3.0,0.25,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
39.0,-3.0,0.125,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
40.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
41.0,-3.0,0.2222222222222222,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
42.0,-3.0,0.3333333333333333,5f01d812e83c5732b0dd15e6,speech_in_synthetic_textures,human
0.0,-3.0,0.4285714285714285,5f11eb333c6e2c0df5b92270,speech_in_synthetic_textures,human
2.0,-3.0,0.4,5f11eb333c6e2c0df5b92270,speech_in_synthetic_textures,human
3.0,-3.0,0.8333333333333334,5f11eb333c6e2c0df5b92270,speech_in_synthetic_textures,human
