azim_err_lag_list,azim_err_lag_mean,azim_err_lag_sem,azim_err_lead_list,azim_err_lead_mean,azim_err_lead_sem,delay,tag_model
"[43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573]",43.20493798938573,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.01,models/sound_localization/simplified_IHC1000/arch??
"[43.20493798938573, 43.32531977185319, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.20493798938573, 43.10355747112605, 43.20493798938573, 43.20493798938573]",43.20683811580651,0.016577655050797536,"[0.0, 0.6454972243679028, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1180339887498951, 0.0, 0.0]",0.17635312131177977,0.1227310715300641,0.025,models/sound_localization/simplified_IHC1000/arch??
"[43.219401507502006, 43.00193794082618, 34.46012188022555, 34.737107920301405, 43.20493798938573, 43.45016302232555, 36.47487719878802, 42.57835913544187, 43.17117093616989, 41.31182235954578]",40.5609899890512,1.190911156375728,"[2.8136571693556887, 1.58113883008419, 25.96471965314986, 25.690465157330255, 0.0, 1.1180339887498951, 23.3898125972256, 2.5000000000000004, 0.6454972243679029, 11.972189997378647]",9.567551461764204,3.5395170055493965,0.05,models/sound_localization/simplified_IHC1000/arch??
"[30.85584763595603, 32.41655955423606, 31.09126351029605, 31.304951684997057, 34.0587727318528, 36.69695718539436, 30.461724617405803, 43.20493798938573, 43.20493798938573, 40.01041531068296]",35.330636820959256,1.6186220188382159,"[30.034702151566833, 27.76388541492947, 29.999999999999996, 29.77694857883639, 26.583202716502512, 22.80350850198276, 30.734074466841086, 0.0, 0.0, 15.083103128998356]",21.27794249596574,3.8453795719554202,0.1,models/sound_localization/simplified_IHC1000/arch??
"[1.2909944487358058, 1.1180339887498951, 0.0, 0.6454972243679028, 1.4433756729740648, 0.0, 1.9364916731037074, 2.0412414523193156, 0.0, 1.1180339887498947]",0.9593668449000585,0.2444832623763935,"[0.6454972243679029, 0.9128709291752765, 0.0, 0.0, 1.825741858350554, 0.6454972243679029, 1.9364916731037078, 2.1408720964441885, 0.0, 1.4433756729740632]",0.9550346678783596,0.26448596892360804,0.0,models/sound_localization/simplified_IHC0320/arch??
"[44.511234536912134, 43.17117093616989, 43.0938897447577, 43.50287346831241, 43.73690280148637, 44.10215414239989, 43.560303029249, 42.7053860771683, 43.73213921133975, 43.746428425644076]",43.58624823734395,0.16294668270156107,"[2.8136571693556887, 0.6454972243679029, 0.6454972243679021, 1.5811388300841893, 1.7078251276599332, 2.2360679774997902, 2.73861278752583, 1.936491673103709, 1.5811388300841898, 2.6614532371118846]",1.854738008116102,0.24943200392748185,0.005,models/sound_localization/simplified_IHC0320/arch??
"[44.15880433163923, 43.20493798938573, 43.32531977185319, 43.97442438509002, 43.42138490037675, 43.56508540869243, 44.37059837324711, 42.66145801540308, 44.08798022137099, 44.48782605013046]",43.7257819447189,0.18438887737432802,"[2.581988897471611, 0.0, 0.6454972243679028, 1.9364916731037085, 1.4433756729740645, 1.118033988749895, 2.9580398915498076, 1.8257418583505538, 1.9364916731037085, 2.41522945769824]",1.686089033736949,0.28682885017711524,0.01,models/sound_localization/simplified_IHC0320/arch??
"[43.23867867238005, 43.29164661533061, 43.72737510225526, 44.16823896572438, 43.49808424900266, 43.20493798938573, 43.88906469725688, 42.86607049870561, 43.884317624105, 43.50287346831241]",43.52712878824586,0.12430225324603568,"[1.7078251276599332, 0.912870929175277, 1.4433756729740645, 2.041241452319315, 1.4433756729740645, 0.0, 1.707825127659933, 2.0412414523193156, 1.5811388300841898, 1.5811388300841898]",1.4460033095250284,0.1902457753974907,0.025,models/sound_localization/simplified_IHC0320/arch??
"[38.6975451417787, 43.03583777891785, 43.445367992456916, 30.652623596249203, 43.0551971311246, 43.531597719357826, 35.67211796347394, 42.8855064872349, 43.18564576337837, 37.26034531956639]",40.14217848935387,1.4002846058142009,"[16.85724374465371, 1.4433756729740648, 0.9128709291752769, 29.601520231231365, 7.984359711335655, 1.2909944487358058, 22.416511771459895, 3.5355339059327378, 2.23606797749979, 20.936411663256273]",10.721489005625457,3.3953891420831566,0.05,models/sound_localization/simplified_IHC0320/arch??
"[35.95715042473008, 34.880749227427245, 32.87602976840928, 30.686587732536616, 30.393255830858266, 31.609597698589372, 30.097065194688557, 42.773628947440656, 35.6954712346912, 30.475399915341555]",33.54449359747129,1.2516781012589722,"[21.2818388929779, 25.03331114069145, 27.76388541492947, 30.248966924508345, 29.783944220558386, 29.986107894601236, 29.481632700151913, 3.095695936834452, 23.54074481970922, 29.474565306378988]",24.969069325134136,2.622104972260493,0.1,models/sound_localization/simplified_IHC0320/arch??
"[0.6454972243679029, 0.0, 2.1408720964441885, 0.6454972243679021, 0.0, 0.0, 2.327373340628156, 3.095695936834452, 2.1408720964441885, 1.825741858350554]",1.2821549777437344,0.3635338814074201,"[0.9128709291752765, 0.0, 2.327373340628157, 0.6454972243679029, 0.0, 0.0, 2.236067977499789, 3.1622776601683795, 1.9364916731037087, 1.4433756729740645]",1.2663954477917279,0.35687572841916543,0.0,models/sound_localization/simplified_IHC0050/arch??
"[43.00193794082619, 43.20493798938573, 43.03583777891785, 42.98740125509644, 44.18238713937187, 43.33974311568232, 42.25419111362406, 42.666341144591556, 43.23867867238005, 43.988634895845536]",43.190009104572155,0.1794374585074087,"[1.5811388300841889, 0.0, 1.4433756729740643, 1.1180339887498947, 2.327373340628157, 1.2909944487358054, 2.327373340628156, 2.6614532371118855, 1.7078251276599332, 3.4156502553198664]",1.787321824189195,0.2991619213694237,0.005,models/sound_localization/simplified_IHC0050/arch??
"[43.262763049378464, 43.52681166055392, 43.71784532659403, 42.909789092933096, 43.708313473144514, 43.80829449621003, 43.88906469725687, 42.90493367123801, 43.29164661533061, 44.576712904086286]",43.55961749867258,0.15860153985645875,"[1.2909944487358058, 1.118033988749895, 2.140872096444188, 1.1180339887498942, 1.9364916731037085, 1.5811388300841898, 2.5, 2.7386127875258306, 0.9128709291752769, 2.661453237111885]",1.7998501979680674,0.21786997435804462,0.01,models/sound_localization/simplified_IHC0050/arch??
"[43.43097972645793, 43.803538669838076, 43.87007332263456, 43.33493586780378, 43.569867263205346, 43.32531977185319, 43.598547376413045, 42.23446459942401, 43.20493798938573, 44.92586485904676]",43.52985294460625,0.2113193005211696,"[1.707825127659933, 1.4433756729740645, 2.8136571693556887, 1.1180339887498945, 1.2909944487358056, 0.6454972243679028, 2.0412414523193148, 2.6614532371118855, 0.0, 3.415650255319866]",1.7137728576594355,0.329924108953101,0.025,models/sound_localization/simplified_IHC0050/arch??
"[42.53919761036088, 43.10839052125854, 35.51994744740857, 42.36744032862972, 44.4175265707881, 43.96968652757639, 42.72977104236966, 42.71026418399524, 43.41178795365762, 42.98740125509644]",42.37614134411412,0.7885273275751599,"[2.5, 2.23606797749979, 24.25558354963519, 7.852812659593163, 2.5, 1.825741858350554, 1.5811388300841893, 2.0412414523193156, 1.118033988749895, 2.813657169355689]",4.872427748558779,2.234231523408766,0.05,models/sound_localization/simplified_IHC0050/arch??
"[36.99662146737185, 40.352612472222084, 30.577769702841312, 31.22498999199199, 31.304951684997057, 30.66621376477159, 38.177218337642145, 42.86607049870561, 42.58814389005466, 33.322915038553674]",35.8077506849152,1.5801426642209577,"[22.10769096943414, 14.433756729740644, 28.606526061955396, 29.4674962175841, 29.77694857883639, 29.502824723518703, 17.911821050170563, 2.0412414523193156, 8.391463916782737, 25.437832716906787]",20.76776024172488,3.1097243156761,0.1,models/sound_localization/simplified_IHC0050/arch??
