bandwidth,rms_error_list,rms_error_mean,rms_error_sem,tag_model
0.25,"[25.456551927471168, 22.78671179073967, 22.52386122147631, 21.733023819163414, 23.376665041627913, 20.994422253678852, 23.784505517304805, 21.84569143410742, 25.328294899628016, 25.37715508089904]",23.32068829860966,0.51712437149552,models/sound_localization/simplified_IHC3000/arch??
0.3333333432674408,"[23.864482259490014, 19.656509821898148, 20.113193196022866, 19.21898460817765, 20.665504181196816, 19.94090368161984, 21.817630691919987, 19.44616037044725, 23.302940308618286, 23.183171902469677]",21.120948102186055,0.5598478543396775,models/sound_localization/simplified_IHC3000/arch??
0.5,"[19.390719429665317, 14.487335258179224, 15.349971388299771, 12.229413663727243, 15.735425116710498, 12.710568773999004, 15.646143352334525, 12.732168240645743, 18.310878960014133, 17.18841009056514]",15.378103427414061,0.767421473524776,models/sound_localization/simplified_IHC3000/arch??
1.0,"[5.388509630318576, 7.107285945669663, 5.190080629136404, 3.905413198658018, 6.94638411349763, 5.103434632190859, 6.087944075224663, 7.800438888091287, 8.734832413807222, 7.112354433349451]",6.337667795994378,0.4615011484876352,models/sound_localization/simplified_IHC3000/arch??
1.5,"[2.7574632551683447, 5.193551094672409, 2.9804165619729877, 2.4458090649071487, 4.297495604240738, 1.9289169812930576, 3.3477167154953853, 3.8857559237681283, 4.273319700333835, 3.232715646395527]",3.434316054824756,0.31097304285416194,models/sound_localization/simplified_IHC3000/arch??
2.0,"[1.297954037970792, 3.2019138421032274, 3.47967068960672, 1.6845883288916128, 4.174137446637739, 1.5451172730208502, 2.1074727617317954, 2.193356061110647, 2.315245205234288, 2.126622327194587]",2.412607797350226,0.29101479516565515,models/sound_localization/simplified_IHC3000/arch??
0.0,"[19.5116043087877, 19.552885089298595, 19.819455361104424, 20.64173154270448, 23.262505113253475, 20.03173158442051, 21.517644132409313, 24.46600877923462, 22.352821939268622, 23.275668771417863]",21.44320566218996,0.5697332086606506,models/sound_localization/simplified_IHC1000/arch??
0.05000000074505806,"[19.53974927684083, 20.751858703249685, 20.03218131627927, 20.894199376084444, 24.349556482632305, 21.58390291084689, 21.50047139646641, 25.93408137136491, 24.17056507854577, 22.08888677409794]",22.084545268640845,0.656367510694508,models/sound_localization/simplified_IHC1000/arch??
0.10000000149011612,"[19.219218984609608, 19.974984355438178, 19.693598905173168, 21.924727904667225, 23.87316334145787, 23.9941809762434, 20.521796805936468, 26.07387287778413, 24.31178856158187, 21.670339259079533]",22.125767197197145,0.7357571728843109,models/sound_localization/simplified_IHC1000/arch??
0.125,"[18.92945652480082, 19.032688807502822, 19.594768560892852, 20.58797864932021, 22.74912135715405, 23.512887016609763, 20.295563798769177, 25.782527780237896, 24.97638524326168, 21.23421512304827]",21.669559286159753,0.777661234173066,models/sound_localization/simplified_IHC1000/arch??
0.1666666716337204,"[17.479460275750267, 16.873402493620297, 18.27591335635538, 19.562788725094965, 21.32143530824329, 21.41860772218299, 17.74773174188696, 24.75628958212183, 22.961581701490736, 21.093741866865297]",20.1490952773612,0.8198302425201389,models/sound_localization/simplified_IHC1000/arch??
0.20000000298023224,"[18.123201992210163, 16.348402682533553, 17.55300852014002, 20.339904417467444, 21.650166967710195, 21.899031201575276, 16.09431660639951, 25.011708969712277, 23.162177930550627, 21.37081448405071]",20.155273377234977,0.9504279710733697,models/sound_localization/simplified_IHC1000/arch??
0.25,"[16.277436989739968, 15.984508265958778, 17.137230951489354, 18.910648127777446, 20.209934226549116, 19.64757051207673, 14.891196988413919, 24.159940039302718, 20.759671576495712, 20.61880537604289]",18.85969430538466,0.8875314194700562,models/sound_localization/simplified_IHC1000/arch??
0.3333333432674408,"[15.591346641329288, 14.87818404108379, 15.62943630715066, 17.98347589887465, 18.053723630789772, 19.894088940556557, 12.158487933490283, 24.1534135762916, 19.371893822501463, 19.758223285189064]",17.747227407725713,1.0597689166638251,models/sound_localization/simplified_IHC1000/arch??
0.5,"[13.042549908208445, 14.220908347719362, 15.457293680587425, 13.898927303219489, 16.006192495349985, 19.989636954822007, 9.690712559451441, 25.466636007717028, 18.112511230170792, 17.131973164364474]",16.301734165161044,1.3613550983628715,models/sound_localization/simplified_IHC1000/arch??
1.0,"[6.659004605970952, 10.104855669830624, 9.906317940341665, 6.610120550617341, 8.16937811211715, 13.733302720161804, 5.606463451448911, 20.955981321645453, 10.906647282962577, 12.018004511250295]",10.467007616634678,1.4220959106884425,models/sound_localization/simplified_IHC1000/arch??
1.5,"[4.313189493124966, 3.350406725343242, 4.933795936430929, 2.530890239699345, 3.800189658614612, 4.315277699247364, 3.5754417606477364, 10.097274630065034, 5.7217775855706545, 7.03594375364844]",4.967418748239232,0.6981653053065062,models/sound_localization/simplified_IHC1000/arch??
2.0,"[1.2804841426740274, 1.3220241101234678, 1.417395149211753, 1.8816324137675087, 2.5468581598680533, 1.62746694241347, 2.101050788156825, 2.3861462012403374, 2.575001093326104, 3.2493935678151638]",2.038745256859671,0.2056033707487228,models/sound_localization/simplified_IHC1000/arch??
0.0,"[19.835812548505782, 19.391416323389766, 19.909479837187796, 20.79479318058786, 19.801947306189792, 21.019296154029774, 21.678028898793748, 21.50172840318481, 19.557492055360665, 24.432292911983044]",20.7922287619213,0.48017531564863386,models/sound_localization/simplified_IHC0320/arch??
0.05000000074505806,"[20.969948467717767, 20.174017720597725, 19.312274955684636, 23.634605869245938, 19.768479779507395, 21.38661701596088, 20.35739235323187, 21.734267376159206, 20.212608677495083, 22.438504551027606]",20.99887167666281,0.41873074584975684,models/sound_localization/simplified_IHC0320/arch??
0.10000000149011612,"[20.686854423665913, 19.2901038905473, 19.157949447345015, 20.307545307013264, 19.20280572592838, 20.890102833552458, 19.96099800714988, 20.154359285231525, 19.46815371341127, 22.579389469798087]",20.16982621036431,0.33133074338539364,models/sound_localization/simplified_IHC0320/arch??
0.125,"[20.465748137970596, 19.836266722281124, 19.47463122272823, 20.82985556557901, 18.426625858809327, 20.70818265393728, 19.898616910603483, 20.331487141116103, 19.848525485888466, 23.0620002570431]",20.28819399559567,0.3782096119693349,models/sound_localization/simplified_IHC0320/arch??
0.1666666716337204,"[19.833995749404288, 19.73358594919875, 19.313674378999405, 19.350955001225635, 17.679325738233302, 19.972729155273445, 19.78328532823551, 19.74202998041862, 18.707083015664278, 22.612083192539036]",19.672874748919227,0.3932079781673004,models/sound_localization/simplified_IHC0320/arch??
0.20000000298023224,"[19.830815950466114, 19.321602529922934, 18.94420446687807, 19.226014658260294, 17.48615926285031, 20.315307325061852, 19.59775681224951, 19.397687240242593, 18.9755651318234, 22.624231608075796]",19.571934498583087,0.41163165421402836,models/sound_localization/simplified_IHC0320/arch??
0.25,"[18.049980659319328, 19.325565385713233, 17.86788351375902, 18.729703729685685, 16.87393640291825, 19.33209067146463, 19.02014105535934, 18.666103595111203, 18.23396494121554, 22.667792764820064]",18.87671627193663,0.4829668171868813,models/sound_localization/simplified_IHC0320/arch??
0.3333333432674408,"[16.917925883991103, 17.85451718148054, 17.377887989942593, 17.73503683479489, 14.782507315152005, 18.485689619830815, 17.54736190741816, 17.346755025361656, 17.311923714674307, 21.92842574960309]",17.728803122224914,0.5581670665672379,models/sound_localization/simplified_IHC0320/arch??
0.5,"[15.077278412376828, 17.697152007856776, 14.82480268923586, 15.021306189530911, 13.49274079103479, 16.353636948441817, 15.359945570474135, 15.706485720672644, 15.90767280446936, 20.868312976531826]",16.030933411062495,0.638377503140125,models/sound_localization/simplified_IHC0320/arch??
1.0,"[11.65533555273493, 14.174587081072907, 11.864474946906238, 11.356230182765932, 10.640734242768458, 12.622373957553481, 10.85697351354759, 13.087715166838263, 13.386156625005896, 16.479580594680698]",12.612416186387438,0.5601840212177741,models/sound_localization/simplified_IHC0320/arch??
1.5,"[7.748873792045207, 9.06830933714958, 8.469340572307251, 8.534508646538349, 7.085704425616921, 9.539864202859965, 6.8530258983870755, 7.816014975042596, 7.985346940851461, 12.45604885801084]",8.555703764880924,0.5059135511578134,models/sound_localization/simplified_IHC0320/arch??
2.0,"[3.4314391696159756, 3.8261782028075535, 3.3705133674798504, 5.577464308098091, 2.886751345948129, 2.6711673731039647, 2.4012009007506574, 3.6428382163184616, 3.33558482520324, 7.323908767839728]",3.846704647716565,0.4735420512303579,models/sound_localization/simplified_IHC0320/arch??
0.0,"[22.664016803242482, 21.9846383714703, 22.34314696313427, 25.430527161498475, 22.024965359770697, 21.864653280193195, 24.9079386020884, 23.53165397371674, 20.557324816317994, 23.9941809762434]",22.930304630767594,0.47786371770065517,models/sound_localization/simplified_IHC0050/arch??
0.05000000074505806,"[20.80432214276206, 21.495652189758353, 21.19727162453518, 25.598423374873683, 21.748563170931547, 20.698609432337054, 24.43339908794908, 22.706112999973545, 20.53057487028808, 23.414594663227533]",22.26275235566361,0.5469491214319706,models/sound_localization/simplified_IHC0050/arch??
0.10000000149011612,"[20.592135295690827, 21.602677511727006, 21.921440407727534, 26.49086192946099, 21.69506108946632, 21.290779631035058, 24.68121071102798, 22.68249314990518, 20.507304785113757, 23.800219546265755]",22.526418405742042,0.6079327059992344,models/sound_localization/simplified_IHC0050/arch??
0.125,"[20.77658938966323, 22.008802497804997, 22.288444871160813, 26.40945776534345, 21.369338984831717, 20.918546450114203, 23.948706448168355, 22.4059596319155, 20.327720389070098, 23.130456502585893]",22.358402293065826,0.5709912758490232,models/sound_localization/simplified_IHC0050/arch??
0.1666666716337204,"[20.315529053429074, 21.755604020718575, 21.909519096206267, 26.566591497288165, 20.944800898664198, 20.979397873512365, 24.119073981596593, 22.651492005828008, 19.872566993695578, 23.51403644442846]",22.26286118653673,0.6408017911289889,models/sound_localization/simplified_IHC0050/arch??
0.20000000298023224,"[19.807860847435073, 21.721621229291998, 21.973981338297705, 25.80837213138543, 21.245879303699986, 20.53364630626111, 23.981787383890428, 22.870965897422895, 20.099303022293633, 23.404396291418536]",22.14478137513968,0.5978448289364843,models/sound_localization/simplified_IHC0050/arch??
0.25,"[19.367475289750576, 21.529573208090365, 21.7897405398227, 25.65379342547837, 20.64522281849303, 20.278911071214704, 23.96995115886886, 22.128005979948774, 19.27375099656207, 23.289792064645283]",21.792621655287473,0.6489864232875845,models/sound_localization/simplified_IHC0050/arch??
0.3333333432674408,"[19.284498746192288, 20.57944395540155, 21.340229741158023, 25.86398936641341, 19.37910084471283, 19.343970357431516, 23.054576845249482, 21.7742305746292, 18.323420743620655, 22.5310596432713]",21.147452081808026,0.7178302724093587,models/sound_localization/simplified_IHC0050/arch??
0.5,"[17.442828103614744, 18.35191523500457, 19.607867514558244, 23.175204208163738, 17.75204594223255, 17.39162063950535, 21.096944828128102, 20.08450615243968, 16.240589790914516, 20.573752192521404]",19.17172746070829,0.6680017750720655,models/sound_localization/simplified_IHC0050/arch??
1.0,"[11.32246431649039, 10.563407858526793, 12.257007556260797, 13.075663385579066, 10.468743697053368, 12.954876642748431, 14.24021712558428, 12.973639247154798, 11.926577180534375, 15.934550822345447]",12.571714783227774,0.5290089345852218,models/sound_localization/simplified_IHC0050/arch??
1.5,"[5.842528145857334, 6.344466270085472, 8.41223904592385, 8.686221874350808, 5.497747286409701, 10.44893201146319, 8.166069108493062, 9.783236259628596, 8.047158303199756, 11.746956669324655]",8.297555497473642,0.6382169677799635,models/sound_localization/simplified_IHC0050/arch??
2.0,"[3.9157800414902435, 6.352271353724694, 4.656681724649505, 4.031408221980534, 2.8204529698179606, 3.6453104515648995, 4.9556592456058315, 4.633407867700455, 4.491232700625873, 7.6957926963520285]",4.7197997273512025,0.441250667298752,models/sound_localization/simplified_IHC0050/arch??
