azim_ref,log_maa_list,log_maa_mean,log_maa_sem,maa_list,maa_mean,maa_sem,tag_model
30,"[0.01677348033089415, 0.2486900885915393, 0.0808691644161907, 0.36997885190575275, 0.4460020102712814, 0.6559167998453588, 0.5486999548742562, 0.8040776019334758, 0.5733621580070776, 0.24535065111294618]",0.39897207612887725,0.08024014548304802,"[1.1125951905108835, 1.3226387924602097, 1.1919902510312335, 1.7477451435663696, 1.6006825163614289, 2.231739980711163, 15.725035170100528, 2.4506395499952536, 2.1447446073018708, 1.3430547046793493]",3.087086590671829,1.411817574108421,models/sound_localization/simplified_IHC1000/arch??
35,"[0.010790248308955077, 0.4079402266904417, 0.21592916084120464, 0.4484862655558395, 0.4370330859781033, 0.9520856374892034, 0.3395583469553247, 0.9426089791336949, 0.5447930627427836, 0.34999734078344685]",0.4649222354478998,0.09269689545426578,"[1.0654909481660726, 1.5267446694761861, 1.424647856500996, 1.7577056904552812, 1.5904934636569241, 3.256595288024043, 2.9749389637312014, 2.9093611093495837, 1.962546930512844, 1.5858469599297962]",2.005437187980293,0.23999572152594206,models/sound_localization/simplified_IHC1000/arch??
40,"[0.11571209842852599, 0.5448503359412601, 0.2762239720152188, 0.47738338348268167, 0.41581125632703814, 1.2127100985827846, 0.2996826670142946, 1.0542560540599624, 0.4357401978093538, 0.3987999040982559]",0.5231169967759376,0.1091213915630989,"[1.1867972086664629, 1.7667665084246051, 1.4845497359834159, 1.726821154525364, 1.5679913143140272, 4.092644412239299, 1.7104013404024283, 3.0737829827963243, 1.6260683019018345, 1.9356848185806728]",2.0171507777834434,0.2788807308131859,models/sound_localization/simplified_IHC1000/arch??
45,"[0.21042927023921307, 0.6004244868719786, 0.25807455521699013, 0.49192962789195943, 0.4357382443518581, 1.2667784090422831, 0.35455328631960864, 1.122198061206779, 0.3791457303836729, 0.4571547967525509]",0.5576426468276894,0.11235400062759002,"[1.3665264906801717, 1.8787967811565895, 1.439485464168948, 1.734042025208322, 1.6094748057940418, 3.877954653751848, 1.5493879089077707, 3.3844661933240867, 1.5257083069757125, 2.1053313231709043]",2.0471173953138395,0.2751516230645684,models/sound_localization/simplified_IHC1000/arch??
50,"[0.39647089952466535, 0.6474634141702246, 0.27294683666105984, 0.5281253915791636, 0.4944948570058669, 1.2381477465546198, 0.5038333453398416, 1.0505821060114506, 0.4006221075289654, 0.6752093673335358]",0.6207896071709393,0.09588932613785793,"[1.8057676420058424, 1.968202671933728, 1.4073039271528411, 1.8145742682839383, 1.7042557299964038, 3.5876103531540964, 1.7253333543181635, 3.3781280031111365, 1.5774215066441137, 3.1245094274852714]",2.2093106884085536,0.25845788125245645,models/sound_localization/simplified_IHC1000/arch??
55,"[0.9965475484825107, 0.6841338977435786, 0.4786584153361593, 0.6248544238280459, 0.6635046812435758, 1.2893664685738353, 0.7791328493852919, 1.008063107159538, 0.5167386445098873, 1.224733252075105]",0.8265733288337529,0.09076235143220517,"[16.285178830477353, 2.034849995332918, 1.7541109029931068, 2.0323052792325838, 2.091089476088343, 3.869912418015917, 2.486275721026774, 3.589378428475346, 1.7976437748747343, 16.497254776209523]",5.24379996027266,1.8719730342756924,models/sound_localization/simplified_IHC1000/arch??
60,"[1.1578794154595717, 0.8221997587827966, 1.0013354912270194, 0.9140891491745317, 0.9984934409304632, 1.5689776586041895, 1.523883197556507, 1.1368609700778831, 0.7826594395170364, 1.6395661721842743]",1.1545944693514272,0.09989611143837546,"[16.543413317500036, 2.3644616479608174, 3.826064993424962, 2.736109953237188, 3.896532542096186, 5.7176989177410436, 17.602714229605713, 4.53424342402195, 2.4541107732874017, 17.632620076051875]",7.7307969874927185,2.105468969525476,models/sound_localization/simplified_IHC1000/arch??
65,"[1.4438423100450992, 1.0216712524090115, 1.7306614571385612, 1.3960197022999326, 1.5533190938963435, 1.9475196324915274, 1.9177561857784708, 1.4407403958284675, 1.1655965174197254, 2.2158618963107646]",1.5832988443617904,0.11700020582819015,"[17.088436999238887, 2.876185818107114, 17.937907313628767, 4.528938431504931, 17.422235094176383, 10.150501979558618, 19.57460681980444, 6.381763749916513, 4.653935578209663, 22.50697819857695]",12.312148998272226,2.322257252737276,models/sound_localization/simplified_IHC1000/arch??
70,"[1.8192982200874077, 1.3747961474565562, 2.229131911213334, 2.309177763373818, 2.0062421492200744, 2.311363322972067, 2.5269202595333904, 1.9612539539835947, 1.738772925327245, 2.786505836578328]",2.1063462489745817,0.13002108293622627,"[18.320406720069382, 4.094417202086601, 20.27240994108133, 17.127435953956777, 20.974312186382626, 20.706664108030253, 33.53726711773535, 8.906890117577223, 18.261196750256033, 35.44481341441954]",19.764581351159514,3.0053826787685063,models/sound_localization/simplified_IHC1000/arch??
75,"[2.2347663457048137, 1.9031512935973167, 2.9721751612400986, 2.991462075830578, 2.509397997934771, 2.7364335208727364, 2.911436553003938, 2.727709298947539, 2.164994595782826, 3.300980030207581]",2.6452506873122195,0.13788087961509382,"[20.41560920492874, 7.526458431225291, 36.31256733895907, 37.31726824658997, 33.24882597196271, 25.8052829491327, 35.74544301792343, 17.114823884161513, 20.77048071291187, 44.654025064201335]",27.891078482199664,3.610092205762147,models/sound_localization/simplified_IHC1000/arch??
0,"[-0.4031054307946937, -0.19059590903151893, -0.34557628117688305, 0.32913521670760226, -0.22951305356385607, 0.20297233496155664, 0.025776861408462942, -0.19445263533742171, -0.011644721627000627, 0.23773307868817709]",-0.05792705397655751,0.08041705255692708,"[0.6890778352632495, 0.8435851689356237, 0.7183524777116945, 1.5940648548437573, 0.8201510882262655, 1.3057667861383846, 1.0419569979370031, 0.8674852124280733, 1.0126044233941922, 1.3270818078720092]",1.0220126652750252,0.09432991123655618,models/sound_localization/simplified_IHC0320/arch??
5,"[-0.3276352149163669, -0.11198982575479892, -0.2645097238670508, 0.34565580242434696, -0.13844458459682177, 0.21836067592055355, 0.07248254078592542, -0.1525128326937766, 0.04204173891632083, 0.29168765735853924]",-0.0024863766423128984,0.07389778451962502,"[0.7444535475437407, 0.9163312125929663, 0.7763747647138678, 1.5766820380344415, 0.9067914890884285, 1.3278374958596235, 1.097996552431683, 0.9086415770747984, 1.0611852900611016, 1.390387493696915]",1.0706681461097567,0.08788856431313305,models/sound_localization/simplified_IHC0320/arch??
10,"[-0.14429292979295383, 0.07341825864184287, -0.07863150559880987, 0.41475101292510325, 0.0843247549857719, 0.30514309017834335, 0.1609676661746898, 0.0037002375948321695, 0.19502235398622933, 0.3906755605978409]",0.14050784996928897,0.059981090627444916,"[0.9166736655274189, 1.1284914851779237, 0.9306979915813116, 1.5721105785464002, 1.1545715845444218, 1.447342881200522, 1.2556276463645446, 1.0825968404253445, 1.2334650505559737, 1.5481638538875846]",1.2269741577811444,0.07390378425991936,models/sound_localization/simplified_IHC0320/arch??
