f,itd_threshold,itd_threshold_mean,itd_threshold_sem,log_itd_threshold,log_itd_threshold_mean,log_itd_threshold_sem,model,subject
500.0,27.941971030956406,27.762401706294945,0.6772356808320785,3.3301298964714916,3.3209453015647683,0.02480229871310381,3000_delayed,arch02
500.0,27.885182099141097,27.762401706294945,0.6772356808320785,3.328095440182077,3.3209453015647683,0.02480229871310381,3000_delayed,arch03
500.0,25.478448991301747,27.762401706294945,0.6772356808320785,3.2378329572382496,3.3209453015647683,0.02480229871310381,3000_delayed,arch04
500.0,24.822355569901678,27.762401706294945,0.6772356808320785,3.2117446813932924,3.3209453015647683,0.02480229871310381,3000_delayed,arch05
500.0,28.646055739857665,27.762401706294945,0.6772356808320785,3.3550157631722177,3.3209453015647683,0.02480229871310381,3000_delayed,arch06
500.0,29.72926551223781,27.762401706294945,0.6772356808320785,3.392131931431964,3.3209453015647683,0.02480229871310381,3000_delayed,arch07
500.0,24.5392151462866,27.762401706294945,0.6772356808320785,3.2002724561424025,3.3209453015647683,0.02480229871310381,3000_delayed,arch08
500.0,29.30342105443042,27.762401706294945,0.6772356808320785,3.377704268744032,3.3209453015647683,0.02480229871310381,3000_delayed,arch09
500.0,30.846115343992142,27.762401706294945,0.6772356808320785,3.4290108216444977,3.3209453015647683,0.02480229871310381,3000_delayed,arch10
550.0,28.28994674585497,27.956543854657554,0.8857189293456282,3.3425065028746226,3.3261359801183894,0.031675826914531746,3000_delayed,arch01
550.0,25.507127536203797,27.956543854657554,0.8857189293456282,3.238957924332074,3.3261359801183894,0.031675826914531746,3000_delayed,arch02
550.0,27.87577804253742,27.956543854657554,0.8857189293456282,3.327758141230662,3.3261359801183894,0.031675826914531746,3000_delayed,arch03
550.0,24.192138397234253,27.956543854657554,0.8857189293456282,3.186027720765905,3.3261359801183894,0.031675826914531746,3000_delayed,arch04
550.0,25.318766437497036,27.956543854657554,0.8857189293456282,3.23154587719095,3.3261359801183894,0.031675826914531746,3000_delayed,arch05
550.0,32.167650101780715,27.956543854657554,0.8857189293456282,3.4709612923218365,3.3261359801183894,0.031675826914531746,3000_delayed,arch06
550.0,30.677762928883876,27.956543854657554,0.8857189293456282,3.4235380575720824,3.3261359801183894,0.031675826914531746,3000_delayed,arch07
550.0,25.307962117928327,27.956543854657554,0.8857189293456282,3.2311190544417414,3.3261359801183894,0.031675826914531746,3000_delayed,arch08
550.0,29.140784448740032,27.956543854657554,0.8857189293456282,3.3721387204026643,3.3261359801183894,0.031675826914531746,3000_delayed,arch09
550.0,31.087521789915098,27.956543854657554,0.8857189293456282,3.436806510051355,3.3261359801183894,0.031675826914531746,3000_delayed,arch10
600.0,27.507643704842103,26.31479072895658,0.9208452492501727,3.314463918954123,3.265081947879981,0.03279982694993815,3000_delayed,arch01
600.0,24.69257003886711,26.31479072895658,0.9208452492501727,3.2065023902390553,3.265081947879981,0.03279982694993815,3000_delayed,arch02
600.0,25.84228639613092,26.31479072895658,0.9208452492501727,3.2520121578224312,3.265081947879981,0.03279982694993815,3000_delayed,arch03
600.0,24.42580113597714,26.31479072895658,0.9208452492501727,3.195639997226241,3.265081947879981,0.03279982694993815,3000_delayed,arch04
600.0,23.110277919114253,26.31479072895658,0.9208452492501727,3.140277450138438,3.265081947879981,0.03279982694993815,3000_delayed,arch05
600.0,25.13301516286183,26.31479072895658,0.9208452492501727,3.2241823269630916,3.265081947879981,0.03279982694993815,3000_delayed,arch06
600.0,27.23511686514947,26.31479072895658,0.9208452492501727,3.3045072018177835,3.265081947879981,0.03279982694993815,3000_delayed,arch07
600.0,24.405016932838663,26.31479072895658,0.9208452492501727,3.19478872316549,3.265081947879981,0.03279982694993815,3000_delayed,arch08
600.0,27.318835876993802,26.31479072895658,0.9208452492501727,3.3075764231429656,3.265081947879981,0.03279982694993815,3000_delayed,arch09
600.0,33.47734325679053,26.31479072895658,0.9208452492501727,3.5108688893301903,3.265081947879981,0.03279982694993815,3000_delayed,arch10
650.0,27.105218494371403,25.47917452995926,0.7169003981297845,3.2997262737154656,3.234332252222326,0.02794066882744954,3000_delayed,arch01
650.0,24.63675945614634,25.47917452995926,0.7169003981297845,3.2042396144379106,3.234332252222326,0.02794066882744954,3000_delayed,arch02
650.0,24.01342862382948,25.47917452995926,0.7169003981297845,3.1786131998645377,3.234332252222326,0.02794066882744954,3000_delayed,arch03
650.0,25.14395730116196,25.47917452995926,0.7169003981297845,3.224617601321774,3.234332252222326,0.02794066882744954,3000_delayed,arch04
650.0,22.434593965071205,25.47917452995926,0.7169003981297845,3.1106041409834133,3.234332252222326,0.02794066882744954,3000_delayed,arch05
650.0,27.64972422229002,25.47917452995926,0.7169003981297845,3.319615754041209,3.234332252222326,0.02794066882744954,3000_delayed,arch06
650.0,27.74017962089537,25.47917452995926,0.7169003981297845,3.3228818900241706,3.234332252222326,0.02794066882744954,3000_delayed,arch07
650.0,23.47291423604729,25.47917452995926,0.7169003981297845,3.155847170712273,3.234332252222326,0.02794066882744954,3000_delayed,arch08
650.0,23.452889087168522,25.47917452995926,0.7169003981297845,3.1549936893149946,3.234332252222326,0.02794066882744954,3000_delayed,arch09
650.0,29.14208029261098,25.47917452995926,0.7169003981297845,3.372183187807515,3.234332252222326,0.02794066882744954,3000_delayed,arch10
700.0,25.15360314954124,24.726718681339605,0.7383435674818735,3.2250011526674496,3.204061396182502,0.028819638117121966,3000_delayed,arch01
700.0,21.6191291367592,24.726718681339605,0.7383435674818735,3.0735785309538626,3.204061396182502,0.028819638117121966,3000_delayed,arch02
700.0,24.641905953955238,24.726718681339605,0.7383435674818735,3.2044484877012094,3.204061396182502,0.028819638117121966,3000_delayed,arch03
700.0,23.719357472955203,24.726718681339605,0.7383435674818735,3.1662914857759272,3.204061396182502,0.028819638117121966,3000_delayed,arch04
700.0,23.089225509981603,24.726718681339605,0.7383435674818735,3.1393660805769823,3.204061396182502,0.028819638117121966,3000_delayed,arch05
700.0,22.73597679076589,24.726718681339605,0.7383435674818735,3.123948550539916,3.204061396182502,0.028819638117121966,3000_delayed,arch06
700.0,25.444281707782874,24.726718681339605,0.7383435674818735,3.2364910304335752,3.204061396182502,0.028819638117121966,3000_delayed,arch07
700.0,26.436939319358178,24.726718681339605,0.7383435674818735,3.2747622488031944,3.204061396182502,0.028819638117121966,3000_delayed,arch08
700.0,24.407042760434873,24.726718681339605,0.7383435674818735,3.1948717283740433,3.204061396182502,0.028819638117121966,3000_delayed,arch09
700.0,30.01972501186176,24.726718681339605,0.7383435674818735,3.401854665998863,3.204061396182502,0.028819638117121966,3000_delayed,arch10
750.0,24.638366034593272,25.822103671483767,0.8446605361021864,3.2043048229353626,3.246423841855692,0.03268263668121244,3000_delayed,arch01
750.0,21.63795852052334,25.822103671483767,0.8446605361021864,3.0744491112898564,3.246423841855692,0.03268263668121244,3000_delayed,arch02
750.0,25.927932756840686,25.822103671483767,0.8446605361021864,3.2553208723786433,3.246423841855692,0.03268263668121244,3000_delayed,arch03
750.0,28.966824637816025,25.822103671483767,0.8446605361021864,3.366151197137826,3.246423841855692,0.03268263668121244,3000_delayed,arch04
750.0,24.87427662151222,25.822103671483767,0.8446605361021864,3.213834202079587,3.246423841855692,0.03268263668121244,3000_delayed,arch05
750.0,29.2878059668873,25.822103671483767,0.8446605361021864,3.377171250792142,3.246423841855692,0.03268263668121244,3000_delayed,arch06
750.0,23.211937041860047,25.822103671483767,0.8446605361021864,3.1446666740146734,3.246423841855692,0.03268263668121244,3000_delayed,arch07
750.0,25.722822582526614,25.822103671483767,0.8446605361021864,3.247378636059116,3.246423841855692,0.03268263668121244,3000_delayed,arch08
750.0,24.426650787221373,25.822103671483767,0.8446605361021864,3.1956747816110926,3.246423841855692,0.03268263668121244,3000_delayed,arch09
750.0,29.526461765056794,25.822103671483767,0.8446605361021864,3.3852868702586143,3.246423841855692,0.03268263668121244,3000_delayed,arch10
800.0,24.859721809017543,24.02523683757689,1.0220074554135128,3.2132488957149468,3.1710289171731425,0.04229136700782977,3000_delayed,arch01
800.0,20.258566715668465,24.02523683757689,1.0220074554135128,3.0085777517804364,3.1710289171731425,0.04229136700782977,3000_delayed,arch02
800.0,23.555511076981908,24.02523683757689,1.0220074554135128,3.159359809092676,3.1710289171731425,0.04229136700782977,3000_delayed,arch03
800.0,20.372303966892574,24.02523683757689,1.0220074554135128,3.0141763297284685,3.1710289171731425,0.04229136700782977,3000_delayed,arch04
800.0,21.784746170874836,24.02523683757689,1.0220074554135128,3.081210007946549,3.1710289171731425,0.04229136700782977,3000_delayed,arch05
800.0,26.70348210483031,24.02523683757689,1.0220074554135128,3.2847939728140356,3.1710289171731425,0.04229136700782977,3000_delayed,arch06
800.0,20.669840050130556,24.02523683757689,1.0220074554135128,3.028675635402031,3.1710289171731425,0.04229136700782977,3000_delayed,arch07
800.0,26.40090032670409,24.02523683757689,1.0220074554135128,3.2733981128550127,3.1710289171731425,0.04229136700782977,3000_delayed,arch08
800.0,25.873637175622566,24.02523683757689,1.0220074554135128,3.2532245806572875,3.1710289171731425,0.04229136700782977,3000_delayed,arch09
800.0,29.773658979046054,24.02523683757689,1.0220074554135128,3.3936240757399823,3.1710289171731425,0.04229136700782977,3000_delayed,arch10
850.0,26.864670620735247,25.724802746533772,1.2321923499349665,3.2908120635709226,3.236792570573628,0.049085204129290294,3000_delayed,arch01
850.0,21.188903834868803,25.724802746533772,1.2321923499349665,3.053477640638648,3.236792570573628,0.049085204129290294,3000_delayed,arch02
850.0,21.588309947283516,25.724802746533772,1.2321923499349665,3.0721519620409303,3.236792570573628,0.049085204129290294,3000_delayed,arch03
850.0,26.6393481405851,25.724802746533772,1.2321923499349665,3.2823893761755567,3.236792570573628,0.049085204129290294,3000_delayed,arch04
850.0,23.740446268636493,25.724802746533772,1.2321923499349665,3.1671801871782375,3.236792570573628,0.049085204129290294,3000_delayed,arch05
850.0,29.512454029617903,25.724802746533772,1.2321923499349665,3.3848123447524054,3.236792570573628,0.049085204129290294,3000_delayed,arch06
850.0,20.019793594183714,25.724802746533772,1.2321923499349665,2.996721463853093,3.236792570573628,0.049085204129290294,3000_delayed,arch07
850.0,29.247990443756265,25.724802746533772,1.2321923499349665,3.375810868540158,3.236792570573628,0.049085204129290294,3000_delayed,arch08
850.0,27.08919967674473,25.724802746533772,1.2321923499349665,3.2991351125356334,3.236792570573628,0.049085204129290294,3000_delayed,arch09
850.0,31.356910908925936,25.724802746533772,1.2321923499349665,3.445434686450694,3.236792570573628,0.049085204129290294,3000_delayed,arch10
900.0,22.52186819177638,25.552261401712908,1.3486472039903492,3.1144867568368033,3.228773369788095,0.05097277613128349,3000_delayed,arch01
900.0,23.43811042443928,25.552261401712908,1.3486472039903492,3.1543633481675464,3.228773369788095,0.05097277613128349,3000_delayed,arch02
900.0,22.575398281508612,25.552261401712908,1.3486472039903492,3.116860741739164,3.228773369788095,0.05097277613128349,3000_delayed,arch03
900.0,34.006229778030594,25.552261401712908,1.3486472039903492,3.5265437365974273,3.228773369788095,0.05097277613128349,3000_delayed,arch04
900.0,22.99960294196163,25.552261401712908,1.3486472039903492,3.135476952387163,3.228773369788095,0.05097277613128349,3000_delayed,arch05
900.0,27.443328441126933,25.552261401712908,1.3486472039903492,3.3121230943764592,3.228773369788095,0.05097277613128349,3000_delayed,arch06
900.0,20.05565434581895,25.552261401712908,1.3486472039903492,2.998511126254892,3.228773369788095,0.05097277613128349,3000_delayed,arch07
900.0,29.2526516523836,25.552261401712908,1.3486472039903492,3.3759702243513146,3.228773369788095,0.05097277613128349,3000_delayed,arch08
900.0,24.021035722977764,25.552261401712908,1.3486472039903492,3.1789299349136457,3.228773369788095,0.05097277613128349,3000_delayed,arch09
900.0,29.208734237105336,25.552261401712908,1.3486472039903492,3.3744677822565396,3.228773369788095,0.05097277613128349,3000_delayed,arch10
950.0,27.866622744579182,36.648067858323785,7.332154707763098,3.3274296552698392,3.4831148621071697,0.14659373891607852,3000_delayed,arch01
950.0,28.601034810908367,36.648067858323785,7.332154707763098,3.3534428993708403,3.4831148621071697,0.14659373891607852,3000_delayed,arch02
950.0,23.186774498339204,36.648067858323785,7.332154707763098,3.143582051396831,3.4831148621071697,0.14659373891607852,3000_delayed,arch03
950.0,98.29264127212794,36.648067858323785,7.332154707763098,4.58794916445401,3.4831148621071697,0.14659373891607852,3000_delayed,arch04
950.0,22.661702847286865,36.648067858323785,7.332154707763098,3.120676400494279,3.4831148621071697,0.14659373891607852,3000_delayed,arch05
950.0,45.00690383979681,36.648067858323785,7.332154707763098,3.806815896665032,3.4831148621071697,0.14659373891607852,3000_delayed,arch06
950.0,21.456436141478964,36.648067858323785,7.332154707763098,3.0660246535828652,3.4831148621071697,0.14659373891607852,3000_delayed,arch07
950.0,44.142445758287145,36.648067858323785,7.332154707763098,3.787421808407453,3.4831148621071697,0.14659373891607852,3000_delayed,arch08
950.0,27.223633795211057,36.648067858323785,7.332154707763098,3.3040854855657815,3.4831148621071697,0.14659373891607852,3000_delayed,arch09
950.0,28.042482875222305,36.648067858323785,7.332154707763098,3.333720605864765,3.4831148621071697,0.14659373891607852,3000_delayed,arch10
1000.0,28.22572502783604,49.08465945359528,13.318169105233201,3.340233797140213,3.6459502715082914,0.21747256402477008,3000_delayed,arch01
1000.0,43.90022746289571,49.08465945359528,13.318169105233201,3.781919501454848,3.6459502715082914,0.21747256402477008,3000_delayed,arch02
1000.0,21.64853955314878,49.08465945359528,13.318169105233201,3.074937995043778,3.6459502715082914,0.21747256402477008,3000_delayed,arch03
1000.0,48.293992189905886,49.08465945359528,13.318169105233201,3.877307167619878,3.6459502715082914,0.21747256402477008,3000_delayed,arch04
1000.0,20.48463077298201,49.08465945359528,13.318169105233201,3.019674886573862,3.6459502715082914,0.21747256402477008,3000_delayed,arch05
1000.0,106.58999586530936,49.08465945359528,13.318169105233201,4.668989659910439,3.6459502715082914,0.21747256402477008,3000_delayed,arch06
1000.0,27.82237375673162,49.08465945359528,13.318169105233201,3.3258405084027856,3.6459502715082914,0.21747256402477008,3000_delayed,arch07
1000.0,143.7815951909957,49.08465945359528,13.318169105233201,4.968295448159611,3.6459502715082914,0.21747256402477008,3000_delayed,arch08
1000.0,29.97491791879505,49.08465945359528,13.318169105233201,3.4003609625877287,3.6459502715082914,0.21747256402477008,3000_delayed,arch09
1000.0,20.12459679735263,49.08465945359528,13.318169105233201,3.0019427881897705,3.6459502715082914,0.21747256402477008,3000_delayed,arch10
1050.0,113.0377732525449,103.6073674153308,33.57838016182392,4.727722039425569,4.208297834939028,0.30865345604238903,3000_delayed,arch01
1050.0,62.84379623386112,103.6073674153308,33.57838016182392,4.140652222668108,4.208297834939028,0.30865345604238903,3000_delayed,arch02
1050.0,20.1703416414497,103.6073674153308,33.57838016182392,3.004213289921319,4.208297834939028,0.30865345604238903,3000_delayed,arch03
1050.0,60.95569947194483,103.6073674153308,33.57838016182392,4.110147362169789,4.208297834939028,0.30865345604238903,3000_delayed,arch04
1050.0,21.752924458338235,103.6073674153308,33.57838016182392,3.0797482063506774,4.208297834939028,0.30865345604238903,3000_delayed,arch05
1050.0,272.83354867356684,103.6073674153308,33.57838016182392,5.608861897416685,4.208297834939028,0.30865345604238903,3000_delayed,arch06
1050.0,78.84385602838007,103.6073674153308,33.57838016182392,4.367469390631613,4.208297834939028,0.30865345604238903,3000_delayed,arch07
1050.0,320.0,103.6073674153308,33.57838016182392,5.768320995793772,4.208297834939028,0.30865345604238903,3000_delayed,arch08
1050.0,62.52576011224594,103.6073674153308,33.57838016182392,4.135578633622949,4.208297834939028,0.30865345604238903,3000_delayed,arch09
1050.0,23.1099742809764,103.6073674153308,33.57838016182392,3.140264311389798,4.208297834939028,0.30865345604238903,3000_delayed,arch10
1100.0,86.67358328837989,78.38129696387848,21.759870503000723,4.462149146336609,4.05954644532156,0.257000467169219,3000_delayed,arch01
1100.0,95.8615401973728,78.38129696387848,21.759870503000723,4.562904860756309,4.05954644532156,0.257000467169219,3000_delayed,arch02
1100.0,21.128737495534917,78.38129696387848,21.759870503000723,3.0506340804597913,4.05954644532156,0.257000467169219,3000_delayed,arch03
1100.0,50.66255055273176,78.38129696387848,21.759870503000723,3.9251869897872727,4.05954644532156,0.257000467169219,3000_delayed,arch04
1100.0,22.559005104007813,78.38129696387848,21.759870503000723,3.1161343256577707,4.05954644532156,0.257000467169219,3000_delayed,arch05
1100.0,246.6501151312027,78.38129696387848,21.759870503000723,5.507970794459297,4.05954644532156,0.257000467169219,3000_delayed,arch06
1100.0,69.35281002742477,78.38129696387848,21.759870503000723,4.239206665441387,4.05954644532156,0.257000467169219,3000_delayed,arch07
1100.0,126.46237505986181,78.38129696387848,21.759870503000723,4.83994483356957,4.05954644532156,0.257000467169219,3000_delayed,arch08
