azim_ref,model,maa,log_maa,log_maa_mean,log_maa_sem,subject
5,3000,2.748832124967683,0.875661057686015,0.5037990072581451,0.19864554214969848,arch08
5,3000,3.81150220080081,0.7737896093049828,0.5037990072581451,0.19864554214969848,arch09
5,3000,0.793453435112856,-0.5168984458807074,0.5037990072581451,0.19864554214969848,arch10
10,3000,17.07767997052806,1.1581104220529082,0.4450329699846467,0.18265869733032516,arch01
10,3000,1.1915151976158918,0.1197827801334818,0.4450329699846467,0.18265869733032516,arch02
10,3000,0.8877544280680012,-0.19966853016076347,0.4450329699846467,0.18265869733032516,arch03
10,3000,1.2435479294626346,0.11105368482993198,0.4450329699846467,0.18265869733032516,arch04
10,3000,16.43843399171123,1.1873932087369818,0.4450329699846467,0.18265869733032516,arch05
10,3000,2.362628391865131,0.7593055870516956,0.4450329699846467,0.18265869733032516,arch06
10,3000,1.362224932345131,0.12446579249274858,0.4450329699846467,0.18265869733032516,arch07
10,3000,3.129778677776864,0.9558017545559543,0.4450329699846467,0.18265869733032516,arch08
10,3000,3.452693705459385,0.6794743105620374,0.4450329699846467,0.18265869733032516,arch09
10,3000,0.9807355291558121,-0.4453893104085094,0.4450329699846467,0.18265869733032516,arch10
15,3000,2.2298047446676015,0.4603135971237755,0.3737576001839143,0.17802787525409053,arch01
15,3000,1.1858576241472363,0.14816389756361142,0.3737576001839143,0.17802787525409053,arch02
15,3000,0.8900417233028532,-0.17427414631341653,0.3737576001839143,0.17802787525409053,arch03
15,3000,1.385549110559307,0.17879703164340632,0.3737576001839143,0.17802787525409053,arch04
15,3000,16.53068222546376,1.2344457351461873,0.3737576001839143,0.17802787525409053,arch05
15,3000,2.9906368153671328,0.9942665863434641,0.3737576001839143,0.17802787525409053,arch06
15,3000,0.9076385894912034,-0.17323735069605287,0.3737576001839143,0.17802787525409053,arch07
15,3000,3.3078167893363113,1.0133055944886815,0.3737576001839143,0.17802787525409053,arch08
15,3000,2.1752008579756956,0.46518539443174317,0.3737576001839143,0.17802787525409053,arch09
15,3000,0.9665714145711286,-0.40939033789225693,0.3737576001839143,0.17802787525409053,arch10
20,3000,1.8407720364885283,0.45264877752507604,0.4094240506263854,0.1868355965120313,arch01
20,3000,1.2423743992528868,0.19882114848840757,0.4094240506263854,0.1868355965120313,arch02
20,3000,0.9293349134040622,-0.10756989630331543,0.4094240506263854,0.1868355965120313,arch03
20,3000,1.950403527072222,0.3862402160484722,0.4094240506263854,0.1868355965120313,arch04
20,3000,16.7023976935202,1.3181187555020173,0.4094240506263854,0.1868355965120313,arch05
20,3000,3.573712270698701,1.1394072047330879,0.4094240506263854,0.1868355965120313,arch06
20,3000,0.7970767643915732,-0.2998109474015466,0.4094240506263854,0.1868355965120313,arch07
20,3000,3.0661009709512856,1.023804563327537,0.4094240506263854,0.1868355965120313,arch08
20,3000,1.716616360695678,0.33689535902928824,0.4094240506263854,0.1868355965120313,arch09
20,3000,0.8480182082041532,-0.35431467468517,0.4094240506263854,0.1868355965120313,arch10
25,3000,1.9259277888811803,0.5026618263379588,0.4066115862904221,0.16571783125645181,arch01
25,3000,1.4554658409445131,0.333020778194896,0.4066115862904221,0.16571783125645181,arch02
25,3000,0.9981927740660076,-0.031219538816746703,0.4066115862904221,0.16571783125645181,arch03
25,3000,2.444990026121237,0.5207387224036104,0.4066115862904221,0.16571783125645181,arch04
25,3000,3.93861367917132,1.0944648461635638,0.4066115862904221,0.16571783125645181,arch05
25,3000,3.1847677704995956,1.0649791600700687,0.4066115862904221,0.16571783125645181,arch06
25,3000,0.7410921057143304,-0.3732485441168046,0.4066115862904221,0.16571783125645181,arch07
25,3000,2.733950210538413,0.9193515446936505,0.4066115862904221,0.16571783125645181,arch08
25,3000,1.5636067448436226,0.31098328996171515,0.4066115862904221,0.16571783125645181,arch09
25,3000,0.8327497416545655,-0.2756162219876914,0.4066115862904221,0.16571783125645181,arch10
30,3000,1.7702721495247318,0.4366026191274531,0.4411430604603154,0.1541898279301871,arch01
30,3000,1.857730057297923,0.5158199300410693,0.4411430604603154,0.1541898279301871,arch02
30,3000,1.1193375806418109,0.08018572755389979,0.4411430604603154,0.1541898279301871,arch03
30,3000,2.4584476438165694,0.5265977018038255,0.4411430604603154,0.1541898279301871,arch04
30,3000,4.946318651481303,1.317223194219011,0.4411430604603154,0.1541898279301871,arch05
30,3000,2.502834499994164,0.8086009813407821,0.4411430604603154,0.1541898279301871,arch06
30,3000,0.8751820925770089,-0.2582436170360832,0.4411430604603154,0.1541898279301871,arch07
30,3000,2.5651621686818147,0.865342287146762,0.4411430604603154,0.1541898279301871,arch08
30,3000,1.5192908350508167,0.31831509924507806,0.4411430604603154,0.1541898279301871,arch09
30,3000,0.8832660415540331,-0.19901331883864348,0.4411430604603154,0.1541898279301871,arch10
35,3000,1.6201449145112787,0.3492793861081856,0.4552991436565949,0.157547552443735,arch01
35,3000,2.2269714881594935,0.639544020163543,0.4552991436565949,0.157547552443735,arch02
35,3000,1.0925798609746822,0.07173404778238553,0.4552991436565949,0.157547552443735,arch03
35,3000,1.772843340293764,0.37857878287963803,0.4552991436565949,0.157547552443735,arch04
35,3000,9.08022694387787,1.5221439163155097,0.4552991436565949,0.157547552443735,arch05
35,3000,2.3947785461199484,0.7150748172101876,0.4552991436565949,0.157547552443735,arch06
35,3000,0.9793743531586293,-0.16605463399151218,0.4552991436565949,0.157547552443735,arch07
35,3000,2.2992218572893663,0.7830561889640384,0.4552991436565949,0.157547552443735,arch08
35,3000,1.585829565417801,0.37951049654047164,0.4552991436565949,0.157547552443735,arch09
35,3000,0.9445660173398017,-0.1198755854064975,0.4552991436565949,0.157547552443735,arch10
40,3000,1.7130407058450297,0.4215871216944662,0.46500518074409286,0.13016337980146805,arch01
40,3000,1.9579746024074003,0.5759851824339887,0.46500518074409286,0.13016337980146805,arch02
40,3000,1.1840007776107386,0.1534662673670435,0.46500518074409286,0.13016337980146805,arch03
40,3000,1.5410656441290707,0.304907518667694,0.46500518074409286,0.13016337980146805,arch04
40,3000,4.381954039565262,1.256056176721281,0.46500518074409286,0.13016337980146805,arch05
40,3000,2.895566695210603,0.8429465010652352,0.46500518074409286,0.13016337980146805,arch06
40,3000,1.0100696841210832,-0.08238469529798104,0.46500518074409286,0.13016337980146805,arch07
40,3000,2.323297945534891,0.7511954399273376,0.46500518074409286,0.13016337980146805,arch08
40,3000,1.6785806047471883,0.44865436292808075,0.46500518074409286,0.13016337980146805,arch09
40,3000,1.0452590246143922,-0.022362068066216923,0.46500518074409286,0.13016337980146805,arch10
45,3000,2.4425068673214754,0.7658971996556198,0.5689249475056609,0.1236421660567883,arch01
45,3000,1.789242349010811,0.5314553099901883,0.5689249475056609,0.1236421660567883,arch02
45,3000,1.3026122420220718,0.22638230461233824,0.5689249475056609,0.1236421660567883,arch03
45,3000,1.570502411395318,0.3414935584128364,0.5689249475056609,0.1236421660567883,arch04
45,3000,3.025240361652385,1.0563146866306772,0.5689249475056609,0.1236421660567883,arch05
45,3000,5.579014026168139,1.2101191136450702,0.5689249475056609,0.1236421660567883,arch06
45,3000,1.146346893550918,0.07905616127455468,0.5689249475056609,0.1236421660567883,arch07
45,3000,2.692852178801079,0.8533181708389991,0.5689249475056609,0.1236421660567883,arch08
45,3000,1.7686446181612814,0.4938165447496192,0.5689249475056609,0.1236421660567883,arch09
45,3000,1.212351741758891,0.13139642524670608,0.5689249475056609,0.1236421660567883,arch10
50,3000,4.234652463816649,1.2807768750078858,0.7033253925498022,0.1305187847002818,arch01
50,3000,1.8756404614897806,0.555427268569978,0.7033253925498022,0.1305187847002818,arch02
50,3000,1.4977835643614548,0.3435317300418283,0.7033253925498022,0.1305187847002818,arch03
50,3000,1.8284963689724618,0.4595382195578666,0.7033253925498022,0.1305187847002818,arch04
50,3000,2.748097883057938,0.989943458194762,0.7033253925498022,0.1305187847002818,arch05
50,3000,6.31943120290299,1.3193843633370275,0.7033253925498022,0.1305187847002818,arch06
50,3000,1.268277154387831,0.19232035434475558,0.7033253925498022,0.1305187847002818,arch07
50,3000,3.198374378416457,1.0183888458973234,0.7033253925498022,0.1305187847002818,arch08
50,3000,1.8390291500205684,0.5487691167380414,0.7033253925498022,0.1305187847002818,arch09
50,3000,1.466695891769055,0.32517369380855243,0.7033253925498022,0.1305187847002818,arch10
55,3000,10.694047275430398,1.8094940102169665,0.8960250523701514,0.14681778975132628,arch01
55,3000,2.4746701003400537,0.7399859629280892,0.8960250523701514,0.14681778975132628,arch02
55,3000,1.9316718116004072,0.551674529461966,0.8960250523701514,0.14681778975132628,arch03
55,3000,2.3714646775924,0.6574886380527846,0.8960250523701514,0.14681778975132628,arch04
55,3000,2.899605589257319,1.0498283423661376,0.8960250523701514,0.14681778975132628,arch05
55,3000,5.169067365012572,1.2705423581018993,0.8960250523701514,0.14681778975132628,arch06
55,3000,1.3774139151014335,0.2753929585845191,0.8960250523701514,0.14681778975132628,arch07
55,3000,4.457281929193094,1.3491869708346746,0.8960250523701514,0.14681778975132628,arch08
55,3000,2.0885552578395035,0.6914134855774727,0.8960250523701514,0.14681778975132628,arch09
55,3000,1.852730412183721,0.5652432675770039,0.8960250523701514,0.14681778975132628,arch10
60,3000,10.373927387660517,1.9435133903560475,1.1975474066146892,0.15527297617930372,arch01
60,3000,4.479681075306751,1.1413322231020393,1.1975474066146892,0.15527297617930372,arch02
60,3000,2.7340374986525746,0.8887764408873627,1.1975474066146892,0.15527297617930372,arch03
60,3000,3.7860052644040096,0.9622604081495795,1.1975474066146892,0.15527297617930372,arch04
60,3000,4.407962517277352,1.4207727463078166,1.1975474066146892,0.15527297617930372,arch05
60,3000,6.0308603598469155,1.4499289844918586,1.1975474066146892,0.15527297617930372,arch06
60,3000,1.5955949181433315,0.4221404889623155,1.1975474066146892,0.15527297617930372,arch07
60,3000,18.878138558903004,1.9484712882551858,1.1975474066146892,0.15527297617930372,arch08
60,3000,2.8245743358949564,0.9364498429594795,1.1975474066146892,0.15527297617930372,arch09
60,3000,2.4857728180025154,0.8618282526752049,1.1975474066146892,0.15527297617930372,arch10
65,3000,8.24990941094275,2.0050207330361416,1.645017604270811,0.15592801157003466,arch01
65,3000,13.285500907909872,1.7141955321294564,1.645017604270811,0.15592801157003466,arch02
65,3000,8.114697638971414,1.5728672361411427,1.645017604270811,0.15592801157003466,arch03
65,3000,9.995742452308145,1.3671230363401243,1.645017604270811,0.15592801157003466,arch04
65,3000,19.649104217127753,2.1526822034635233,1.645017604270811,0.15592801157003466,arch05
65,3000,13.539758332751886,2.0594618849710398,1.645017604270811,0.15592801157003466,arch06
65,3000,1.9636937225739304,0.6224848781142099,1.645017604270811,0.15592801157003466,arch07
65,3000,20.362180680323622,2.2130230687879355,1.645017604270811,0.15592801157003466,arch08
65,3000,7.749690765964936,1.4817931811916016,1.645017604270811,0.15592801157003466,arch09
65,3000,3.7886327271752482,1.2615242885329323,1.645017604270811,0.15592801157003466,arch10
70,3000,13.976962362958139,2.531167964984908,2.2240405532234115,0.1827304616258938,arch01
70,3000,21.225310261130176,2.2668703351915203,2.2240405532234115,0.1827304616258938,arch02
70,3000,24.46469784960152,2.302509988573167,2.2240405532234115,0.1827304616258938,arch03
70,3000,18.845091960808578,1.7834474684793669,2.2240405532234115,0.1827304616258938,arch04
70,3000,23.127878840056358,2.6037510214202544,2.2240405532234115,0.1827304616258938,arch05
70,3000,47.29417840340926,2.9845144198184,2.2240405532234115,0.1827304616258938,arch06
70,3000,3.042222532739295,1.0051946750792862,2.2240405532234115,0.1827304616258938,arch07
70,3000,31.82565449485058,2.809154638077652,2.2240405532234115,0.1827304616258938,arch08
70,3000,19.813438048529616,2.1112346104146713,2.2240405532234115,0.1827304616258938,arch09
70,3000,7.9473208588987125,1.8425604101948876,2.2240405532234115,0.1827304616258938,arch10
75,3000,43.59822774206636,3.4204295887270013,2.8336513132878522,0.19185192355663586,arch01
75,3000,37.24769114307153,3.0046172727367,2.8336513132878522,0.19185192355663586,arch02
75,3000,47.384840365481125,3.0120296114617964,2.8336513132878522,0.19185192355663586,arch03
75,3000,21.210966425995736,2.1308285320956606,2.8336513132878522,0.19185192355663586,arch04
75,3000,36.70815564121221,3.344015340316369,2.8336513132878522,0.19185192355663586,arch05
75,3000,51.16165923479383,3.3779527645766394,2.8336513132878522,0.19185192355663586,arch06
75,3000,5.769234831412041,1.5601317361856137,2.8336513132878522,0.19185192355663586,arch07
75,3000,40.97000013205321,3.1901207261903415,2.8336513132878522,0.19185192355663586,arch08
75,3000,35.36865942091029,2.7876222745642156,2.8336513132878522,0.19185192355663586,arch09
75,3000,22.94379207944721,2.508765286024184,2.8336513132878522,0.19185192355663586,arch10
0,1000,4.2464327924023815,1.0952592688225653,0.20726217403134642,0.18017004321505753,arch01
0,1000,1.0710837456218196,0.017095132185708278,0.20726217403134642,0.18017004321505753,arch02
0,1000,4.081262424466961,1.153407093638996,0.20726217403134642,0.18017004321505753,arch03
0,1000,0.6307525527715031,-0.49892501268002803,0.20726217403134642,0.18017004321505753,arch04
0,1000,2.017351578891271,0.6070702540505025,0.20726217403134642,0.18017004321505753,arch05
0,1000,1.2763525938166422,0.1578410923260476,0.20726217403134642,0.18017004321505753,arch06
0,1000,1.2427459802822476,-0.07394574385433716,0.20726217403134642,0.18017004321505753,arch07
0,1000,1.01598884212934,0.009079534446271473,0.20726217403134642,0.18017004321505753,arch08
0,1000,1.0373260808553013,0.02105570206626538,0.20726217403134642,0.18017004321505753,arch09
0,1000,0.6919290278139737,-0.415315580688527,0.20726217403134642,0.18017004321505753,arch10
5,1000,17.004553355907913,1.1763837580735765,0.19784215433292882,0.1642567599875842,arch01
5,1000,1.119944261554431,0.022811168442653965,0.19784215433292882,0.1642567599875842,arch02
5,1000,3.0715125072212195,0.8776737985078582,0.19784215433292882,0.1642567599875842,arch03
5,1000,0.6797529518442468,-0.4140078948600719,0.19784215433292882,0.1642567599875842,arch04
5,1000,2.149930847479831,0.5516364752227221,0.19784215433292882,0.1642567599875842,arch05
5,1000,1.3057320515012965,0.18630516023766666,0.19784215433292882,0.1642567599875842,arch06
5,1000,1.1457054393001418,-0.12746940782094307,0.19784215433292882,0.1642567599875842,arch07
5,1000,1.23896094586718,0.08108428565922841,0.19784215433292882,0.1642567599875842,arch08
5,1000,1.0281641322596762,-0.013347114925995896,0.19784215433292882,0.1642567599875842,arch09
5,1000,0.7336947430774307,-0.36264868520740695,0.19784215433292882,0.1642567599875842,arch10
10,1000,2.729131159467165,0.49668538515611704,0.06745556443332815,0.09790958789132163,arch01
10,1000,1.1777326782626198,0.049605177664061466,0.06745556443332815,0.09790958789132163,arch02
10,1000,1.1106018560771749,0.04385443660663951,0.06745556443332815,0.09790958789132163,arch03
10,1000,0.7762577312147583,-0.30881855007663667,0.06745556443332815,0.09790958789132163,arch04
10,1000,2.311089425513002,0.45059749302046354,0.06745556443332815,0.09790958789132163,arch05
10,1000,1.575667480639031,0.32663638164785896,0.06745556443332815,0.09790958789132163,arch06
10,1000,0.9025988961528627,-0.23338480093835215,0.06745556443332815,0.09790958789132163,arch07
10,1000,1.8353174556362564,0.24724914234129192,0.06745556443332815,0.09790958789132163,arch08
10,1000,1.0520329822795969,-0.029613314789436195,0.06745556443332815,0.09790958789132163,arch09
10,1000,0.731782781919056,-0.3682557062987259,0.06745556443332815,0.09790958789132163,arch10
15,1000,1.3282317406244104,0.09101578649032233,-0.011307443537155982,0.08841692611101276,arch01
15,1000,0.9963774251628793,-0.030825845400230773,-0.011307443537155982,0.08841692611101276,arch02
15,1000,0.8187775525763167,-0.25572470947488724,-0.011307443537155982,0.08841692611101276,arch03
15,1000,0.8326592549506712,-0.25543068426026966,-0.011307443537155982,0.08841692611101276,arch04
15,1000,1.5047025174902593,0.23717770244459846,-0.011307443537155982,0.08841692611101276,arch05
15,1000,1.7178119898787783,0.39250122566146395,-0.011307443537155982,0.08841692611101276,arch06
15,1000,0.7631637067768415,-0.2968578432889966,-0.011307443537155982,0.08841692611101276,arch07
15,1000,1.940665859792449,0.3615894777236209,-0.011307443537155982,0.08841692611101276,arch08
15,1000,1.1153936489683884,0.011804916274509506,-0.011307443537155982,0.08841692611101276,arch09
15,1000,0.7388882964215225,-0.3683244615416907,-0.011307443537155982,0.08841692611101276,arch10
20,1000,1.6673930618460255,0.10343484659809958,0.03889047690314622,0.08881075679724938,arch01
20,1000,0.9920064118869302,-0.06347391396745443,0.03889047690314622,0.08881075679724938,arch02
20,1000,0.9046695795355005,-0.1734374257975698,0.03889047690314622,0.08881075679724938,arch03
20,1000,0.9141396822668302,-0.17741069904833753,0.03889047690314622,0.08881075679724938,arch04
20,1000,1.190035490376246,0.07060302994033697,0.03889047690314622,0.08881075679724938,arch05
20,1000,1.9792252975609965,0.5815729490360398,0.03889047690314622,0.08881075679724938,arch06
20,1000,0.903235526371989,-0.13753315682550757,0.03889047690314622,0.08881075679724938,arch07
20,1000,1.8766849680238273,0.40569559464255905,0.03889047690314622,0.08881075679724938,arch08
20,1000,1.24519621391986,0.1107096898879701,0.03889047690314622,0.08881075679724938,arch09
20,1000,0.7591194086577607,-0.331256145434674,0.03889047690314622,0.08881075679724938,arch10
25,1000,1.7928796932391986,0.13453779387924372,0.11040084094522411,0.09449981730261253,arch01
25,1000,1.0017036898889464,-0.09161280879217587,0.11040084094522411,0.09449981730261253,arch02
25,1000,1.1661365843283507,0.045406535739085783,0.11040084094522411,0.09449981730261253,arch03
25,1000,0.9559872687358407,-0.18035009510720634,0.11040084094522411,0.09449981730261253,arch04
25,1000,1.0676074417777783,-0.002476743712579369,0.11040084094522411,0.09449981730261253,arch05
25,1000,2.1373838967915475,0.7003544220558546,0.11040084094522411,0.09449981730261253,arch06
25,1000,1.3285997826574742,0.08376160445933932,0.11040084094522411,0.09449981730261253,arch07
25,1000,1.9368375720765527,0.4643345888452242,0.11040084094522411,0.09449981730261253,arch08
25,1000,1.4043464623482917,0.24902400200384664,0.11040084094522411,0.09449981730261253,arch09
25,1000,0.7760062939278073,-0.29897088991839166,0.11040084094522411,0.09449981730261253,arch10
30,1000,1.8060997720510699,0.21197743036777636,0.1992918510539887,0.0912156943891662,arch01
30,1000,1.0530542463992225,-0.07043131851645212,0.1992918510539887,0.0912156943891662,arch02
30,1000,1.7780451691355872,0.4548608368844591,0.1992918510539887,0.0912156943891662,arch03
30,1000,0.949962602934027,-0.1798074581511767,0.1992918510539887,0.0912156943891662,arch04
30,1000,1.1484634645523757,0.037545993724337805,0.1992918510539887,0.0912156943891662,arch05
30,1000,1.9397337094030591,0.6033162309334975,0.1992918510539887,0.0912156943891662,arch06
30,1000,1.7207256565381799,0.11811717671165718,0.1992918510539887,0.0912156943891662,arch07
30,1000,2.3785183244529082,0.575905128295872,0.1992918510539887,0.0912156943891662,arch08
30,1000,1.593218816835872,0.3622868093905387,0.1992918510539887,0.0912156943891662,arch09
30,1000,0.9345819970384307,-0.12085231910062293,0.1992918510539887,0.0912156943891662,arch10
35,1000,1.616077653528036,0.22254403842584322,0.2748463703544484,0.11390813154504412,arch01
35,1000,1.2097119943467438,0.03721829275306202,0.2748463703544484,0.11390813154504412,arch02
35,1000,3.3959710847705957,1.01842269487927,0.2748463703544484,0.11390813154504412,arch03
35,1000,0.9448864944229357,-0.16006562305167882,0.2748463703544484,0.11390813154504412,arch04
35,1000,1.2600858079925599,0.07317701633511971,0.2748463703544484,0.11390813154504412,arch05
35,1000,1.7962070849181495,0.5337977368090007,0.2748463703544484,0.11390813154504412,arch06
35,1000,1.0896332003739284,-0.09943483402174959,0.2748463703544484,0.11390813154504412,arch07
35,1000,2.7214465123314375,0.5985954775110274,0.2748463703544484,0.11390813154504412,arch08
35,1000,1.5304473004091566,0.34440825943735415,0.2748463703544484,0.11390813154504412,arch09
35,1000,1.6245556780806378,0.1798006444672354,0.2748463703544484,0.11390813154504412,arch10
40,1000,1.6154785435293342,0.2648741603970181,0.38393252430050745,0.19155801802384514,arch01
40,1000,1.3976276472906053,0.1975600833835394,0.38393252430050745,0.19155801802384514,arch02
40,1000,21.469696777720078,1.9299881791054403,0.38393252430050745,0.19155801802384514,arch03
40,1000,0.9821155739648558,-0.10141986758021311,0.38393252430050745,0.19155801802384514,arch04
40,1000,1.3041350973218517,0.1088539491924443,0.38393252430050745,0.19155801802384514,arch05
40,1000,1.563230977670365,0.39516105995415357,0.38393252430050745,0.19155801802384514,arch06
40,1000,0.7743119894199809,-0.2914882462011447,0.38393252430050745,0.19155801802384514,arch07
40,1000,3.5747428095342504,0.6823251295435241,0.38393252430050745,0.19155801802384514,arch08
40,1000,1.527211866759803,0.31753261994851606,0.38393252430050745,0.19155801802384514,arch09
40,1000,2.3560206421486947,0.33593817526179626,0.38393252430050745,0.19155801802384514,arch10
45,1000,1.7380643837110277,0.34615667103802644,0.4187614832929271,0.19698632783897638,arch01
45,1000,1.5642600629084533,0.3458747744109549,0.4187614832929271,0.19698632783897638,arch02
45,1000,22.793489503869182,2.0452915226708064,0.4187614832929271,0.19698632783897638,arch03
45,1000,1.0562195768377247,-0.01079796615631573,0.4187614832929271,0.19698632783897638,arch04
45,1000,1.346595594496392,0.16400567414548486,0.4187614832929271,0.19698632783897638,arch05
45,1000,1.4293818830490774,0.3116615385306211,0.4187614832929271,0.19698632783897638,arch06
45,1000,0.779181105237536,-0.2765178906020091,0.4187614832929271,0.19698632783897638,arch07
45,1000,2.6644552275567537,0.6674962138309137,0.4187614832929271,0.19698632783897638,arch08
45,1000,1.6555334032776254,0.3117663321495645,0.4187614832929271,0.19698632783897638,arch09
45,1000,1.648054171325543,0.2826779629112239,0.4187614832929271,0.19698632783897638,arch10
50,1000,1.6998494038904755,0.35791686014873014,0.4649753878298001,0.18921272034337328,arch01
50,1000,1.6542413570767038,0.4236710950312021,0.4649753878298001,0.18921272034337328,arch02
50,1000,25.824056250031774,2.0474066451112787,0.4649753878298001,0.18921272034337328,arch03
50,1000,1.1239871676681379,0.06028494059936861,0.4649753878298001,0.18921272034337328,arch04
50,1000,1.319807090997289,0.18543669134000088,0.4649753878298001,0.18921272034337328,arch05
50,1000,1.5990012936851459,0.42245400090161733,0.4649753878298001,0.18921272034337328,arch06
50,1000,0.9138974933198826,-0.12603937769623372,0.4649753878298001,0.18921272034337328,arch07
50,1000,2.318355749877064,0.6762275930598056,0.4649753878298001,0.18921272034337328,arch08
50,1000,2.0375908885247056,0.3835932631941194,0.4649753878298001,0.18921272034337328,arch09
50,1000,1.3456960733456353,0.2188021666081121,0.4649753878298001,0.18921272034337328,arch10
55,1000,1.7635469141179616,0.40129264023517325,0.5518658153890079,0.1553521861561091,arch01
55,1000,1.6943886605925658,0.4707574844205871,0.5518658153890079,0.1553521861561091,arch02
55,1000,20.336253375348033,1.8064926325890838,0.5518658153890079,0.1553521861561091,arch03
55,1000,1.2033735615653882,0.14134765585751538,0.5518658153890079,0.1553521861561091,arch04
55,1000,1.3408228415679135,0.23253984855259022,0.5518658153890079,0.1553521861561091,arch05
55,1000,2.26557108229628,0.6050006145366577,0.5518658153890079,0.1553521861561091,arch06
55,1000,1.5772470530063287,0.2180763079816945,0.5518658153890079,0.1553521861561091,arch07
55,1000,3.2912449049849553,0.8747522222381265,0.5518658153890079,0.1553521861561091,arch08
55,1000,2.3066630115334106,0.49267791187417753,0.5518658153890079,0.1553521861561091,arch09
55,1000,1.3833412249934363,0.27572083560447286,0.5518658153890079,0.1553521861561091,arch10
60,1000,3.568534737427674,0.8145548933647806,0.8921827546556423,0.16421844348862752,arch01
60,1000,2.3370515724434546,0.7072219085644199,0.8921827546556423,0.16421844348862752,arch02
60,1000,22.86766763993847,2.042129523910584,0.8921827546556423,0.16421844348862752,arch03
60,1000,1.3960822288104564,0.28331922865794484,0.8921827546556423,0.16421844348862752,arch04
60,1000,1.7309185770426874,0.4553850912939564,0.8921827546556423,0.16421844348862752,arch05
60,1000,16.46584406680721,1.1991096802290249,0.8921827546556423,0.16421844348862752,arch06
60,1000,16.01640940758536,0.8994941309096248,0.8921827546556423,0.16421844348862752,arch07
60,1000,9.066168557894706,1.345900690824932,0.8921827546556423,0.16421844348862752,arch08
60,1000,2.456902437498026,0.6795938429007699,0.8921827546556423,0.16421844348862752,arch09
60,1000,1.7651362974961613,0.4951185559003859,0.8921827546556423,0.16421844348862752,arch10
65,1000,17.371894373642828,1.4761454135765952,1.308976437604291,0.18448310411952243,arch01
