condition,snr,correct_word,correct_word_mean,correct_word_sem,correct_spkr,correct_spkr_mean,correct_spkr_sem,model,subject
auditory_scenes,-9.0,0.0666666666666666,0.1715572937163846,0.015466211115666413,,,,human,0
auditory_scenes,-9.0,0.0714285714285714,0.1715572937163846,0.015466211115666413,,,,human,1
auditory_scenes,-9.0,0.1,0.1715572937163846,0.015466211115666413,,,,human,2
auditory_scenes,-9.0,0.2857142857142857,0.1715572937163846,0.015466211115666413,,,,human,3
auditory_scenes,-9.0,0.0714285714285714,0.1715572937163846,0.015466211115666413,,,,human,4
auditory_scenes,-9.0,0.4285714285714285,0.1715572937163846,0.015466211115666413,,,,human,5
auditory_scenes,-9.0,0.2,0.1715572937163846,0.015466211115666413,,,,human,6
auditory_scenes,-9.0,0.3571428571428571,0.1715572937163846,0.015466211115666413,,,,human,7
auditory_scenes,-9.0,0.1333333333333333,0.1715572937163846,0.015466211115666413,,,,human,8
auditory_scenes,-9.0,0.2,0.1715572937163846,0.015466211115666413,,,,human,9
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,10
auditory_scenes,-9.0,0.1333333333333333,0.1715572937163846,0.015466211115666413,,,,human,11
auditory_scenes,-9.0,0.125,0.1715572937163846,0.015466211115666413,,,,human,12
auditory_scenes,-9.0,0.2,0.1715572937163846,0.015466211115666413,,,,human,13
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,14
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,15
auditory_scenes,-9.0,0.1333333333333333,0.1715572937163846,0.015466211115666413,,,,human,16
auditory_scenes,-9.0,0.1333333333333333,0.1715572937163846,0.015466211115666413,,,,human,17
auditory_scenes,-9.0,0.0714285714285714,0.1715572937163846,0.015466211115666413,,,,human,18
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,19
auditory_scenes,-9.0,0.2,0.1715572937163846,0.015466211115666413,,,,human,20
auditory_scenes,-9.0,0.0714285714285714,0.1715572937163846,0.015466211115666413,,,,human,21
auditory_scenes,-9.0,0.3333333333333333,0.1715572937163846,0.015466211115666413,,,,human,22
auditory_scenes,-9.0,0.2666666666666666,0.1715572937163846,0.015466211115666413,,,,human,23
auditory_scenes,-9.0,0.2222222222222222,0.1715572937163846,0.015466211115666413,,,,human,24
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,25
auditory_scenes,-9.0,0.2,0.1715572937163846,0.015466211115666413,,,,human,26
auditory_scenes,-9.0,0.2142857142857142,0.1715572937163846,0.015466211115666413,,,,human,27
auditory_scenes,-9.0,0.0,0.1715572937163846,0.015466211115666413,,,,human,28
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,29
auditory_scenes,-9.0,0.0,0.1715572937163846,0.015466211115666413,,,,human,30
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,31
auditory_scenes,-9.0,0.3571428571428571,0.1715572937163846,0.015466211115666413,,,,human,32
auditory_scenes,-9.0,0.1818181818181818,0.1715572937163846,0.015466211115666413,,,,human,33
auditory_scenes,-9.0,0.0714285714285714,0.1715572937163846,0.015466211115666413,,,,human,34
auditory_scenes,-9.0,0.2857142857142857,0.1715572937163846,0.015466211115666413,,,,human,35
auditory_scenes,-9.0,0.4,0.1715572937163846,0.015466211115666413,,,,human,36
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,37
auditory_scenes,-9.0,0.0909090909090909,0.1715572937163846,0.015466211115666413,,,,human,38
auditory_scenes,-9.0,0.2142857142857142,0.1715572937163846,0.015466211115666413,,,,human,39
auditory_scenes,-9.0,0.3,0.1715572937163846,0.015466211115666413,,,,human,40
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,41
auditory_scenes,-9.0,0.1428571428571428,0.1715572937163846,0.015466211115666413,,,,human,42
auditory_scenes,-9.0,0.0,0.1715572937163846,0.015466211115666413,,,,human,43
auditory_scenes,-6.0,0.4615384615384615,0.278466230738958,0.021272673631278327,,,,human,0
auditory_scenes,-6.0,0.2142857142857142,0.278466230738958,0.021272673631278327,,,,human,1
auditory_scenes,-6.0,0.4615384615384615,0.278466230738958,0.021272673631278327,,,,human,2
auditory_scenes,-6.0,0.2,0.278466230738958,0.021272673631278327,,,,human,3
auditory_scenes,-6.0,0.2857142857142857,0.278466230738958,0.021272673631278327,,,,human,4
auditory_scenes,-6.0,0.2,0.278466230738958,0.021272673631278327,,,,human,5
auditory_scenes,-6.0,0.5,0.278466230738958,0.021272673631278327,,,,human,6
auditory_scenes,-6.0,0.4285714285714285,0.278466230738958,0.021272673631278327,,,,human,7
auditory_scenes,-6.0,0.2857142857142857,0.278466230738958,0.021272673631278327,,,,human,8
auditory_scenes,-6.0,0.2142857142857142,0.278466230738958,0.021272673631278327,,,,human,9
auditory_scenes,-6.0,0.0666666666666666,0.278466230738958,0.021272673631278327,,,,human,10
auditory_scenes,-6.0,0.25,0.278466230738958,0.021272673631278327,,,,human,11
auditory_scenes,-6.0,0.2222222222222222,0.278466230738958,0.021272673631278327,,,,human,12
auditory_scenes,-6.0,0.1428571428571428,0.278466230738958,0.021272673631278327,,,,human,13
auditory_scenes,-6.0,0.5714285714285714,0.278466230738958,0.021272673631278327,,,,human,14
auditory_scenes,-6.0,0.2222222222222222,0.278466230738958,0.021272673631278327,,,,human,15
