condition,cutoff_channel,cutoff_channel_freq,srt,srt_mean,srt_sem,model,subject
modulated_noise,0.0,80.0,-2.7989518325949043,-3.779338899431157,0.24894688305604973,50,arch0_0006
modulated_noise,0.0,80.0,-2.373762623878582,-3.779338899431157,0.24894688305604973,50,arch0_0007
modulated_noise,0.0,80.0,-3.936226650651699,-3.779338899431157,0.24894688305604973,50,arch0_0008
modulated_noise,0.0,80.0,-4.216090461432913,-3.779338899431157,0.24894688305604973,50,arch0_0009
modulated_noise,0.0,80.0,-4.093443884332982,-3.779338899431157,0.24894688305604973,50,arch0_0016
modulated_noise,0.0,80.0,-3.4311986797827183,-3.779338899431157,0.24894688305604973,50,arch0_0017
modulated_noise,4.0,242.87576293945312,-3.81424537039092,-3.5693431886219145,0.26486341541562786,50,arch0_0000
modulated_noise,4.0,242.87576293945312,-3.713525778496507,-3.5693431886219145,0.26486341541562786,50,arch0_0001
modulated_noise,4.0,242.87576293945312,-4.949420410939377,-3.5693431886219145,0.26486341541562786,50,arch0_0002
modulated_noise,4.0,242.87576293945312,-3.4032476291623404,-3.5693431886219145,0.26486341541562786,50,arch0_0004
modulated_noise,4.0,242.87576293945312,-2.8766560195255453,-3.5693431886219145,0.26486341541562786,50,arch0_0006
modulated_noise,4.0,242.87576293945312,-1.8697674751227376,-3.5693431886219145,0.26486341541562786,50,arch0_0007
modulated_noise,4.0,242.87576293945312,-3.7307887839516196,-3.5693431886219145,0.26486341541562786,50,arch0_0008
modulated_noise,4.0,242.87576293945312,-4.314086942309281,-3.5693431886219145,0.26486341541562786,50,arch0_0009
modulated_noise,4.0,242.87576293945312,-3.9260847985120084,-3.5693431886219145,0.26486341541562786,50,arch0_0016
modulated_noise,4.0,242.87576293945312,-3.0956086778088108,-3.5693431886219145,0.26486341541562786,50,arch0_0017
modulated_noise,8.0,491.6507873535156,-3.8438790013173594,-3.480658325066109,0.23941117507610807,50,arch0_0000
modulated_noise,8.0,491.6507873535156,-3.999283635946908,-3.480658325066109,0.23941117507610807,50,arch0_0001
modulated_noise,8.0,491.6507873535156,-4.592592926387602,-3.480658325066109,0.23941117507610807,50,arch0_0002
modulated_noise,8.0,491.6507873535156,-3.385032138960557,-3.480658325066109,0.23941117507610807,50,arch0_0004
modulated_noise,8.0,491.6507873535156,-2.6413083382908624,-3.480658325066109,0.23941117507610807,50,arch0_0006
modulated_noise,8.0,491.6507873535156,-2.186887077471653,-3.480658325066109,0.23941117507610807,50,arch0_0007
modulated_noise,8.0,491.6507873535156,-3.6562342531889143,-3.480658325066109,0.23941117507610807,50,arch0_0008
modulated_noise,8.0,491.6507873535156,-4.114137768292562,-3.480658325066109,0.23941117507610807,50,arch0_0009
modulated_noise,8.0,491.6507873535156,-3.711728517355165,-3.480658325066109,0.23941117507610807,50,arch0_0016
modulated_noise,8.0,491.6507873535156,-2.675499593449509,-3.480658325066109,0.23941117507610807,50,arch0_0017
modulated_noise,12.0,871.6275024414062,-3.932664864358138,-3.5812265759437265,0.22816048749784787,50,arch0_0000
modulated_noise,12.0,871.6275024414062,-3.9224057056628734,-3.5812265759437265,0.22816048749784787,50,arch0_0001
modulated_noise,12.0,871.6275024414062,-4.777919870366127,-3.5812265759437265,0.22816048749784787,50,arch0_0002
modulated_noise,12.0,871.6275024414062,-3.2617075781208413,-3.5812265759437265,0.22816048749784787,50,arch0_0004
modulated_noise,12.0,871.6275024414062,-3.3329355425215215,-3.5812265759437265,0.22816048749784787,50,arch0_0006
modulated_noise,12.0,871.6275024414062,-2.1435773120484654,-3.5812265759437265,0.22816048749784787,50,arch0_0007
modulated_noise,12.0,871.6275024414062,-3.4312819790688374,-3.5812265759437265,0.22816048749784787,50,arch0_0008
modulated_noise,12.0,871.6275024414062,-4.303523245393971,-3.5812265759437265,0.22816048749784787,50,arch0_0009
modulated_noise,12.0,871.6275024414062,-3.612285889694397,-3.5812265759437265,0.22816048749784787,50,arch0_0016
modulated_noise,12.0,871.6275024414062,-3.0939637722020965,-3.5812265759437265,0.22816048749784787,50,arch0_0017
modulated_noise,16.0,1452.0006103515625,-3.811168017652538,-3.484339329545887,0.25689901253374453,50,arch0_0000
modulated_noise,16.0,1452.0006103515625,-3.7529078268334666,-3.484339329545887,0.25689901253374453,50,arch0_0001
modulated_noise,16.0,1452.0006103515625,-4.927262240907156,-3.484339329545887,0.25689901253374453,50,arch0_0002
modulated_noise,16.0,1452.0006103515625,-2.9079380325793,-3.484339329545887,0.25689901253374453,50,arch0_0004
modulated_noise,16.0,1452.0006103515625,-3.030585168311271,-3.484339329545887,0.25689901253374453,50,arch0_0006
modulated_noise,16.0,1452.0006103515625,-2.027981268831585,-3.484339329545887,0.25689901253374453,50,arch0_0007
modulated_noise,16.0,1452.0006103515625,-3.5544527129634464,-3.484339329545887,0.25689901253374453,50,arch0_0008
modulated_noise,16.0,1452.0006103515625,-4.386689074052356,-3.484339329545887,0.25689901253374453,50,arch0_0009
modulated_noise,16.0,1452.0006103515625,-3.399794278329059,-3.484339329545887,0.25689901253374453,50,arch0_0016
modulated_noise,16.0,1452.0006103515625,-3.0446146749986926,-3.484339329545887,0.25689901253374453,50,arch0_0017
modulated_noise,20.0,2338.45751953125,-3.9109960942625253,-3.6298248279889656,0.25672088017128664,50,arch0_0000
modulated_noise,20.0,2338.45751953125,-3.9876806499036985,-3.6298248279889656,0.25672088017128664,50,arch0_0001
modulated_noise,20.0,2338.45751953125,-5.083059631393425,-3.6298248279889656,0.25672088017128664,50,arch0_0002
modulated_noise,20.0,2338.45751953125,-3.1089479415765853,-3.6298248279889656,0.25672088017128664,50,arch0_0004
modulated_noise,20.0,2338.45751953125,-3.0380420081433064,-3.6298248279889656,0.25672088017128664,50,arch0_0006
modulated_noise,20.0,2338.45751953125,-2.1540286170094283,-3.6298248279889656,0.25672088017128664,50,arch0_0007
modulated_noise,20.0,2338.45751953125,-3.544553601992168,-3.6298248279889656,0.25672088017128664,50,arch0_0008
modulated_noise,20.0,2338.45751953125,-4.458054740291721,-3.6298248279889656,0.25672088017128664,50,arch0_0009
modulated_noise,20.0,2338.45751953125,-3.717770445235551,-3.6298248279889656,0.25672088017128664,50,arch0_0016
modulated_noise,20.0,2338.45751953125,-3.295114550081244,-3.6298248279889656,0.25672088017128664,50,arch0_0017
modulated_noise,24.0,3692.423583984375,-4.085099737716469,-3.752175595711107,0.27971059786081864,50,arch0_0000
modulated_noise,24.0,3692.423583984375,-3.6729266589793097,-3.752175595711107,0.27971059786081864,50,arch0_0001
modulated_noise,24.0,3692.423583984375,-5.369673143613166,-3.752175595711107,0.27971059786081864,50,arch0_0002
modulated_noise,24.0,3692.423583984375,-3.4372804959920047,-3.752175595711107,0.27971059786081864,50,arch0_0004
modulated_noise,24.0,3692.423583984375,-3.174466772508281,-3.752175595711107,0.27971059786081864,50,arch0_0006
modulated_noise,24.0,3692.423583984375,-2.1006385268077103,-3.752175595711107,0.27971059786081864,50,arch0_0007
modulated_noise,24.0,3692.423583984375,-3.7536487483180623,-3.752175595711107,0.27971059786081864,50,arch0_0008
modulated_noise,24.0,3692.423583984375,-4.681294453025869,-3.752175595711107,0.27971059786081864,50,arch0_0009
modulated_noise,24.0,3692.423583984375,-3.977675967189196,-3.752175595711107,0.27971059786081864,50,arch0_0016
modulated_noise,24.0,3692.423583984375,-3.2690514529610026,-3.752175595711107,0.27971059786081864,50,arch0_0017
modulated_noise,28.0,5760.4599609375,-4.4546348659281545,-4.120983682548758,0.2377772433146493,50,arch0_0000
modulated_noise,28.0,5760.4599609375,-3.9136318233765133,-4.120983682548758,0.2377772433146493,50,arch0_0001
modulated_noise,28.0,5760.4599609375,-5.4261770443754065,-4.120983682548758,0.2377772433146493,50,arch0_0002
modulated_noise,28.0,5760.4599609375,-3.8187752448918344,-4.120983682548758,0.2377772433146493,50,arch0_0004
modulated_noise,28.0,5760.4599609375,-3.6116400498615966,-4.120983682548758,0.2377772433146493,50,arch0_0006
modulated_noise,28.0,5760.4599609375,-2.739903663468044,-4.120983682548758,0.2377772433146493,50,arch0_0007
modulated_noise,28.0,5760.4599609375,-4.1824484829395585,-4.120983682548758,0.2377772433146493,50,arch0_0008
modulated_noise,28.0,5760.4599609375,-4.862554918081634,-4.120983682548758,0.2377772433146493,50,arch0_0009
modulated_noise,28.0,5760.4599609375,-4.557117182809638,-4.120983682548758,0.2377772433146493,50,arch0_0016
modulated_noise,28.0,5760.4599609375,-3.6429535497552004,-4.120983682548758,0.2377772433146493,50,arch0_0017
modulated_noise,32.0,8000.0,-4.922544738368149,-4.447476505817386,0.27079570655180807,50,arch0_0000
modulated_noise,32.0,8000.0,-4.380229794492152,-4.447476505817386,0.27079570655180807,50,arch0_0001
modulated_noise,32.0,8000.0,-5.885404331438898,-4.447476505817386,0.27079570655180807,50,arch0_0002
modulated_noise,32.0,8000.0,-4.095495331711877,-4.447476505817386,0.27079570655180807,50,arch0_0004
modulated_noise,32.0,8000.0,-4.011969146359751,-4.447476505817386,0.27079570655180807,50,arch0_0006
modulated_noise,32.0,8000.0,-2.7358703829563873,-4.447476505817386,0.27079570655180807,50,arch0_0007
modulated_noise,32.0,8000.0,-4.5572568231257184,-4.447476505817386,0.27079570655180807,50,arch0_0008
modulated_noise,32.0,8000.0,-5.320518857677999,-4.447476505817386,0.27079570655180807,50,arch0_0009
modulated_noise,32.0,8000.0,-4.621997819261636,-4.447476505817386,0.27079570655180807,50,arch0_0016
modulated_noise,32.0,8000.0,-3.9434778327812947,-4.447476505817386,0.27079570655180807,50,arch0_0017
stationary_noise,0.0,80.0,-3.371063146973485,-3.0808342310524557,0.05386617390070748,320,arch0_0000
stationary_noise,0.0,80.0,-2.9645012085803373,-3.0808342310524557,0.05386617390070748,320,arch0_0001
stationary_noise,0.0,80.0,-3.0989996358927776,-3.0808342310524557,0.05386617390070748,320,arch0_0002
stationary_noise,0.0,80.0,-3.119823364583467,-3.0808342310524557,0.05386617390070748,320,arch0_0004
stationary_noise,0.0,80.0,-3.0043305626846677,-3.0808342310524557,0.05386617390070748,320,arch0_0006
stationary_noise,0.0,80.0,-3.277659595442254,-3.0808342310524557,0.05386617390070748,320,arch0_0007
stationary_noise,0.0,80.0,-3.021220101044241,-3.0808342310524557,0.05386617390070748,320,arch0_0008
stationary_noise,0.0,80.0,-3.2167076172333338,-3.0808342310524557,0.05386617390070748,320,arch0_0009
stationary_noise,0.0,80.0,-2.8252948363368855,-3.0808342310524557,0.05386617390070748,320,arch0_0016
stationary_noise,0.0,80.0,-2.9087422417531053,-3.0808342310524557,0.05386617390070748,320,arch0_0017
stationary_noise,4.0,242.87576293945312,-2.9872974662829255,-2.830382584942212,0.06912090425692227,320,arch0_0000
stationary_noise,4.0,242.87576293945312,-2.6308127451836305,-2.830382584942212,0.06912090425692227,320,arch0_0001
stationary_noise,4.0,242.87576293945312,-2.9559249422326954,-2.830382584942212,0.06912090425692227,320,arch0_0002
stationary_noise,4.0,242.87576293945312,-3.0168836079760823,-2.830382584942212,0.06912090425692227,320,arch0_0004
stationary_noise,4.0,242.87576293945312,-2.7225202220132,-2.830382584942212,0.06912090425692227,320,arch0_0006
stationary_noise,4.0,242.87576293945312,-3.164733087528967,-2.830382584942212,0.06912090425692227,320,arch0_0007
stationary_noise,4.0,242.87576293945312,-2.484082519022203,-2.830382584942212,0.06912090425692227,320,arch0_0008
stationary_noise,4.0,242.87576293945312,-2.876081647016792,-2.830382584942212,0.06912090425692227,320,arch0_0009
stationary_noise,4.0,242.87576293945312,-2.573848501981979,-2.830382584942212,0.06912090425692227,320,arch0_0016
stationary_noise,4.0,242.87576293945312,-2.891641110183646,-2.830382584942212,0.06912090425692227,320,arch0_0017
stationary_noise,8.0,491.6507873535156,-2.5777675435723957,-2.6031745490932754,0.06423217458522822,320,arch0_0000
stationary_noise,8.0,491.6507873535156,-2.676682478384633,-2.6031745490932754,0.06423217458522822,320,arch0_0001
stationary_noise,8.0,491.6507873535156,-2.5417883186847408,-2.6031745490932754,0.06423217458522822,320,arch0_0002
stationary_noise,8.0,491.6507873535156,-2.8518219568262904,-2.6031745490932754,0.06423217458522822,320,arch0_0004
stationary_noise,8.0,491.6507873535156,-2.2194141833010983,-2.6031745490932754,0.06423217458522822,320,arch0_0006
stationary_noise,8.0,491.6507873535156,-2.7176793682977065,-2.6031745490932754,0.06423217458522822,320,arch0_0007
stationary_noise,8.0,491.6507873535156,-2.8310017872723607,-2.6031745490932754,0.06423217458522822,320,arch0_0008
stationary_noise,8.0,491.6507873535156,-2.7242544763108634,-2.6031745490932754,0.06423217458522822,320,arch0_0009
stationary_noise,8.0,491.6507873535156,-2.338171234893439,-2.6031745490932754,0.06423217458522822,320,arch0_0016
stationary_noise,8.0,491.6507873535156,-2.5531641433892243,-2.6031745490932754,0.06423217458522822,320,arch0_0017
stationary_noise,12.0,871.6275024414062,-2.8392208441863347,-2.638424532648856,0.05918122499518009,320,arch0_0000
stationary_noise,12.0,871.6275024414062,-2.7193891316539416,-2.638424532648856,0.05918122499518009,320,arch0_0001
stationary_noise,12.0,871.6275024414062,-2.872831544953264,-2.638424532648856,0.05918122499518009,320,arch0_0002
stationary_noise,12.0,871.6275024414062,-2.7221908315126684,-2.638424532648856,0.05918122499518009,320,arch0_0004
stationary_noise,12.0,871.6275024414062,-2.7185219806408014,-2.638424532648856,0.05918122499518009,320,arch0_0006
stationary_noise,12.0,871.6275024414062,-2.5844730655404646,-2.638424532648856,0.05918122499518009,320,arch0_0007
stationary_noise,12.0,871.6275024414062,-2.4298914761258517,-2.638424532648856,0.05918122499518009,320,arch0_0008
stationary_noise,12.0,871.6275024414062,-2.7383940322214175,-2.638424532648856,0.05918122499518009,320,arch0_0009
stationary_noise,12.0,871.6275024414062,-2.310162029136323,-2.638424532648856,0.05918122499518009,320,arch0_0016
stationary_noise,12.0,871.6275024414062,-2.449170390517491,-2.638424532648856,0.05918122499518009,320,arch0_0017
stationary_noise,16.0,1452.0006103515625,-3.1754997215810747,-2.944056753750799,0.06761236585798897,320,arch0_0000
stationary_noise,16.0,1452.0006103515625,-3.027075630878691,-2.944056753750799,0.06761236585798897,320,arch0_0001
stationary_noise,16.0,1452.0006103515625,-2.657824708841395,-2.944056753750799,0.06761236585798897,320,arch0_0002
stationary_noise,16.0,1452.0006103515625,-3.0149538704127044,-2.944056753750799,0.06761236585798897,320,arch0_0004
stationary_noise,16.0,1452.0006103515625,-3.014691674333878,-2.944056753750799,0.06761236585798897,320,arch0_0006
stationary_noise,16.0,1452.0006103515625,-3.244430961082283,-2.944056753750799,0.06761236585798897,320,arch0_0007
stationary_noise,16.0,1452.0006103515625,-2.9248767561511597,-2.944056753750799,0.06761236585798897,320,arch0_0008
stationary_noise,16.0,1452.0006103515625,-2.931827511708792,-2.944056753750799,0.06761236585798897,320,arch0_0009
stationary_noise,16.0,1452.0006103515625,-2.534899084076796,-2.944056753750799,0.06761236585798897,320,arch0_0016
stationary_noise,16.0,1452.0006103515625,-2.914487618441214,-2.944056753750799,0.06761236585798897,320,arch0_0017
stationary_noise,20.0,2338.45751953125,-3.245986798863328,-3.372398217684952,0.05756058965685488,320,arch0_0000
stationary_noise,20.0,2338.45751953125,-3.3767165083337027,-3.372398217684952,0.05756058965685488,320,arch0_0001
stationary_noise,20.0,2338.45751953125,-3.4569823327353513,-3.372398217684952,0.05756058965685488,320,arch0_0002
stationary_noise,20.0,2338.45751953125,-3.543128482285621,-3.372398217684952,0.05756058965685488,320,arch0_0004
stationary_noise,20.0,2338.45751953125,-3.5904964868480227,-3.372398217684952,0.05756058965685488,320,arch0_0006
stationary_noise,20.0,2338.45751953125,-3.5941229448622405,-3.372398217684952,0.05756058965685488,320,arch0_0007
stationary_noise,20.0,2338.45751953125,-3.0484884370103944,-3.372398217684952,0.05756058965685488,320,arch0_0008
stationary_noise,20.0,2338.45751953125,-3.360291756975785,-3.372398217684952,0.05756058965685488,320,arch0_0009
stationary_noise,20.0,2338.45751953125,-3.1644298038513186,-3.372398217684952,0.05756058965685488,320,arch0_0016
stationary_noise,20.0,2338.45751953125,-3.3433386250837525,-3.372398217684952,0.05756058965685488,320,arch0_0017
stationary_noise,24.0,3692.423583984375,-3.6411087552984114,-3.7141780448208417,0.06596441877743817,320,arch0_0000
stationary_noise,24.0,3692.423583984375,-3.604283821618693,-3.7141780448208417,0.06596441877743817,320,arch0_0001
stationary_noise,24.0,3692.423583984375,-3.6629156753739553,-3.7141780448208417,0.06596441877743817,320,arch0_0002
