metric,task,model,y_mean,y_bootstrap
performance,localization,50,32.6763801765317,32.80482203028267
performance,localization,50,32.6763801765317,31.04056911627699
performance,localization,50,32.6763801765317,32.616787473322056
performance,localization,50,32.6763801765317,33.02260749245115
performance,localization,50,32.6763801765317,32.059926495490316
performance,localization,50,32.6763801765317,33.303416011915786
performance,localization,50,32.6763801765317,33.18669813421697
performance,localization,50,32.6763801765317,32.030456666281495
performance,localization,50,32.6763801765317,32.19335620705866
performance,localization,50,32.6763801765317,32.656814487929175
performance,localization,50,32.6763801765317,33.182941850512165
performance,localization,50,32.6763801765317,32.72584292711046
performance,localization,50,32.6763801765317,33.90616682609939
performance,localization,50,32.6763801765317,33.64493281271546
performance,localization,50,32.6763801765317,32.74136777700276
performance,localization,50,32.6763801765317,33.73133562945736
performance,localization,50,32.6763801765317,32.37909045833955
performance,localization,50,32.6763801765317,31.838278064580237
performance,localization,50,32.6763801765317,31.751998599695717
performance,localization,50,32.6763801765317,33.23014077417435
performance,localization,50,32.6763801765317,31.920987207873175
performance,localization,50,32.6763801765317,32.72999831249326
performance,localization,50,32.6763801765317,30.649104463075332
performance,localization,50,32.6763801765317,31.25291624623616
performance,localization,50,32.6763801765317,32.850472473896886
performance,localization,50,32.6763801765317,31.916229295443763
performance,localization,50,32.6763801765317,32.4373904122041
performance,localization,50,32.6763801765317,34.577677570596826
performance,localization,50,32.6763801765317,31.828812090663757
performance,localization,50,32.6763801765317,32.98499094834341
performance,localization,50,32.6763801765317,33.29400464258771
performance,localization,50,32.6763801765317,32.23625483303537
performance,localization,50,32.6763801765317,32.80769621734167
performance,localization,50,32.6763801765317,32.239066101190005
performance,localization,50,32.6763801765317,34.21785372029083
performance,localization,50,32.6763801765317,32.14594568455978
performance,localization,50,32.6763801765317,33.58980009977968
performance,localization,50,32.6763801765317,31.760103683858695
performance,localization,50,32.6763801765317,32.01257148805989
performance,localization,50,32.6763801765317,33.38564726066426
performance,localization,50,32.6763801765317,31.637312921370246
performance,localization,50,32.6763801765317,32.48828172964653
performance,localization,50,32.6763801765317,32.09473132639676
performance,localization,50,32.6763801765317,33.30145873310488
performance,localization,50,32.6763801765317,32.532948404272986
performance,localization,50,32.6763801765317,32.274301538165496
performance,localization,50,32.6763801765317,32.50551901001985
performance,localization,50,32.6763801765317,32.68153988897918
performance,localization,50,32.6763801765317,32.38652423288268
performance,localization,50,32.6763801765317,30.87258213682414
performance,localization,50,32.6763801765317,32.200330556259246
performance,localization,50,32.6763801765317,32.58549239563527
performance,localization,50,32.6763801765317,33.321314262659165
performance,localization,50,32.6763801765317,31.392360104642357
performance,localization,50,32.6763801765317,34.63480274508599
performance,localization,50,32.6763801765317,32.84790459284066
performance,localization,50,32.6763801765317,33.53138345561414
performance,localization,50,32.6763801765317,31.24001375490271
performance,localization,50,32.6763801765317,32.84526464238671
performance,localization,50,32.6763801765317,32.729807544208526
performance,localization,50,32.6763801765317,32.59740969930961
performance,localization,50,32.6763801765317,33.35754040342614
performance,localization,50,32.6763801765317,33.63427756823047
performance,localization,50,32.6763801765317,34.12705607290303
performance,localization,50,32.6763801765317,32.39818238576099
performance,localization,50,32.6763801765317,32.66297582910125
performance,localization,50,32.6763801765317,32.971394413956865
performance,localization,50,32.6763801765317,34.1090664089823
performance,localization,50,32.6763801765317,32.30875779016839
performance,localization,50,32.6763801765317,32.221771031073786
performance,localization,50,32.6763801765317,33.70698905028482
performance,localization,50,32.6763801765317,33.866143805853035
performance,localization,50,32.6763801765317,30.90128538311969
performance,localization,50,32.6763801765317,33.363516250342954
performance,localization,50,32.6763801765317,32.30091465894667
performance,localization,50,32.6763801765317,33.42026545664934
performance,localization,50,32.6763801765317,31.280753975954013
performance,localization,50,32.6763801765317,30.090376339941304
performance,localization,50,32.6763801765317,32.41883657115329
performance,localization,50,32.6763801765317,32.53781571643124
performance,localization,50,32.6763801765317,31.08169811194447
performance,localization,50,32.6763801765317,32.72156149055419
performance,localization,50,32.6763801765317,33.77283946899349
performance,localization,50,32.6763801765317,32.901145186593496
performance,localization,50,32.6763801765317,33.012196082715725
performance,localization,50,32.6763801765317,31.743190620774424
performance,localization,50,32.6763801765317,31.157742639296977
performance,localization,50,32.6763801765317,32.16257136292947
performance,localization,50,32.6763801765317,32.21031799867073
performance,localization,50,32.6763801765317,31.98962420426663
performance,localization,50,32.6763801765317,33.17730566219158
performance,localization,50,32.6763801765317,33.61271954711187
performance,localization,50,32.6763801765317,31.778919445151
performance,localization,50,32.6763801765317,32.99184633256858
performance,localization,50,32.6763801765317,33.02462079452181
performance,localization,50,32.6763801765317,32.83303094096825
performance,localization,50,32.6763801765317,33.010939539658736
performance,localization,50,32.6763801765317,32.30132259695391
performance,localization,50,32.6763801765317,31.881156374582908
performance,localization,50,32.6763801765317,31.980517439829605
performance,localization,50,32.6763801765317,32.630576055662075
performance,localization,50,32.6763801765317,33.04173730095513
performance,localization,50,32.6763801765317,31.880561404196822
performance,localization,50,32.6763801765317,30.298791579307686
performance,localization,50,32.6763801765317,33.30760245664298
performance,localization,50,32.6763801765317,32.01891946415332
performance,localization,50,32.6763801765317,32.46530793618079
performance,localization,50,32.6763801765317,33.23092507782185
performance,localization,50,32.6763801765317,34.00598552244198
performance,localization,50,32.6763801765317,32.416622281970774
performance,localization,50,32.6763801765317,33.05759496391818
performance,localization,50,32.6763801765317,33.156323177696265
performance,localization,50,32.6763801765317,33.32917668864105
performance,localization,50,32.6763801765317,32.83264190026369
performance,localization,50,32.6763801765317,33.012401445293854
performance,localization,50,32.6763801765317,31.48306253028617
performance,localization,50,32.6763801765317,32.37017446218728
performance,localization,50,32.6763801765317,32.72606887813767
performance,localization,50,32.6763801765317,33.45772045683685
performance,localization,50,32.6763801765317,32.365492644284274
performance,localization,50,32.6763801765317,33.33550704710051
performance,localization,50,32.6763801765317,33.05282970520739
performance,localization,50,32.6763801765317,34.455043200055826
performance,localization,50,32.6763801765317,32.71083928222926
performance,localization,50,32.6763801765317,32.15091734341455
performance,localization,50,32.6763801765317,33.25556421263821
performance,localization,50,32.6763801765317,31.113571579949213
performance,localization,50,32.6763801765317,33.8147869374706
performance,localization,50,32.6763801765317,32.62909653239301
performance,localization,50,32.6763801765317,34.45005933659922
performance,localization,50,32.6763801765317,32.445294735010314
performance,localization,50,32.6763801765317,32.34115756360757
performance,localization,50,32.6763801765317,33.90744394358526
performance,localization,50,32.6763801765317,32.47077291706519
performance,localization,50,32.6763801765317,34.4964261995756
performance,localization,50,32.6763801765317,31.55706262832221
performance,localization,50,32.6763801765317,32.59493947224907
performance,localization,50,32.6763801765317,32.0347927589756
performance,localization,50,32.6763801765317,31.559428242597857
performance,localization,50,32.6763801765317,31.79080237248806
performance,localization,50,32.6763801765317,32.77570477936722
performance,localization,50,32.6763801765317,33.34498609353877
performance,localization,50,32.6763801765317,33.21450166623275
performance,localization,50,32.6763801765317,32.88726294461856
performance,localization,50,32.6763801765317,31.852671975136058
performance,localization,50,32.6763801765317,31.814419598779274
performance,localization,50,32.6763801765317,32.78911453982979
performance,localization,50,32.6763801765317,33.60637169810421
performance,localization,50,32.6763801765317,33.521257497344
performance,localization,50,32.6763801765317,32.85983083567339
performance,localization,50,32.6763801765317,31.610003301298786
performance,localization,50,32.6763801765317,31.29601666853099
performance,localization,50,32.6763801765317,33.12168285010947
performance,localization,50,32.6763801765317,33.420640145163404
performance,localization,50,32.6763801765317,33.45867610692318
performance,localization,50,32.6763801765317,32.67865565729872
performance,localization,50,32.6763801765317,32.29067020616359
performance,localization,50,32.6763801765317,33.249114449185726
performance,localization,50,32.6763801765317,32.15191897213914
performance,localization,50,32.6763801765317,32.42213992422897
performance,localization,50,32.6763801765317,32.18748625259548
performance,localization,50,32.6763801765317,34.109066408982294
performance,localization,50,32.6763801765317,32.72424362965971
performance,localization,50,32.6763801765317,32.78702041995465
performance,localization,50,32.6763801765317,34.503504321909986
performance,localization,50,32.6763801765317,32.83281233622243
performance,localization,50,32.6763801765317,32.50035929757239
performance,localization,50,32.6763801765317,32.852383437857064
performance,localization,50,32.6763801765317,32.62999496700404
performance,localization,50,32.6763801765317,33.41945046284611
performance,localization,50,32.6763801765317,33.10995360002783
performance,localization,50,32.6763801765317,32.72635999875817
performance,localization,50,32.6763801765317,31.492980155163032
performance,localization,50,32.6763801765317,32.35623220259184
performance,localization,50,32.6763801765317,33.480231568704326
performance,localization,50,32.6763801765317,34.12763046886023
performance,localization,50,32.6763801765317,34.68478256731246
performance,localization,50,32.6763801765317,32.10306609488838
performance,localization,50,32.6763801765317,32.66089450374265
performance,localization,50,32.6763801765317,32.38752728027862
performance,localization,50,32.6763801765317,31.811460552241122
performance,localization,50,32.6763801765317,32.22235497342648
performance,localization,50,32.6763801765317,33.1911742808933
performance,localization,50,32.6763801765317,32.5161687024701
performance,localization,50,32.6763801765317,34.032987683927715
performance,localization,50,32.6763801765317,32.41058510446684
performance,localization,50,32.6763801765317,33.35975469260866
performance,localization,50,32.6763801765317,33.38647629344973
performance,localization,50,32.6763801765317,32.925009204429195
performance,localization,50,32.6763801765317,33.7185943928214
performance,localization,50,32.6763801765317,32.18214118489537
performance,localization,50,32.6763801765317,32.59514587239304
performance,localization,50,32.6763801765317,33.211643817138985
performance,localization,50,32.6763801765317,32.70786188913985
performance,localization,50,32.6763801765317,31.754727822902595
performance,localization,50,32.6763801765317,32.597596473233594
performance,localization,50,32.6763801765317,32.54894871645807
performance,localization,50,32.6763801765317,32.1180587117362
performance,localization,50,32.6763801765317,31.874006888956803
performance,localization,50,32.6763801765317,32.72356474800338
performance,localization,50,32.6763801765317,32.22978603327757
performance,localization,50,32.6763801765317,32.85268548341069
performance,localization,50,32.6763801765317,32.24811151678835
performance,localization,50,32.6763801765317,33.78169285488993
performance,localization,50,32.6763801765317,34.60083915156688
performance,localization,50,32.6763801765317,32.801909703686285
performance,localization,50,32.6763801765317,33.138371138734996
performance,localization,50,32.6763801765317,31.079260981552476
performance,localization,50,32.6763801765317,31.803286598752436
performance,localization,50,32.6763801765317,33.42512991511293
performance,localization,50,32.6763801765317,34.0308281383362
performance,localization,50,32.6763801765317,31.624430975925737
performance,localization,50,32.6763801765317,32.55767652001502
performance,localization,50,32.6763801765317,32.37713317952863
performance,localization,50,32.6763801765317,31.086406333815187
performance,localization,50,32.6763801765317,31.19629834087611
performance,localization,50,32.6763801765317,32.08388802831907
performance,localization,50,32.6763801765317,31.934320873809337
performance,localization,50,32.6763801765317,32.41038411735499
performance,localization,50,32.6763801765317,32.8328299538564
performance,localization,50,32.6763801765317,33.07488788644574
performance,localization,50,32.6763801765317,33.419450462846115
performance,localization,50,32.6763801765317,33.27076004447551
performance,localization,50,32.6763801765317,34.36295280332293
performance,localization,50,32.6763801765317,32.959464176763355
performance,localization,50,32.6763801765317,34.41748641250926
performance,localization,50,32.6763801765317,32.19415486289668
performance,localization,50,32.6763801765317,33.23957151282291
performance,localization,50,32.6763801765317,31.792281895757135
performance,localization,50,32.6763801765317,33.618980088036736
performance,localization,50,32.6763801765317,31.991708916748895
performance,localization,50,32.6763801765317,32.72127164960242
performance,localization,50,32.6763801765317,32.684222028084704
performance,localization,50,32.6763801765317,30.74742743718624
performance,localization,50,32.6763801765317,32.49906782789601
performance,localization,50,32.6763801765317,33.48519909419571
performance,localization,50,32.6763801765317,32.08259669764533
performance,localization,50,32.6763801765317,32.17448610726636
performance,localization,50,32.6763801765317,33.65384611052766
performance,localization,50,32.6763801765317,33.74805287635901
performance,localization,50,32.6763801765317,33.4243352536357
performance,localization,50,32.6763801765317,31.741604498945712
performance,localization,50,32.6763801765317,34.36157247980666
performance,localization,50,32.6763801765317,32.94714277408794
performance,localization,50,32.6763801765317,32.53387265880246
performance,localization,50,32.6763801765317,34.219331824888556
performance,localization,50,32.6763801765317,32.611817094136015
performance,localization,50,32.6763801765317,31.798729673434888
performance,localization,50,32.6763801765317,32.745889224949494
performance,localization,50,32.6763801765317,32.764862899960875
performance,localization,50,32.6763801765317,32.20160767374511
performance,localization,50,32.6763801765317,32.786837779394055
performance,localization,50,32.6763801765317,32.86507063700803
performance,localization,50,32.6763801765317,33.455690087883646
performance,localization,50,32.6763801765317,32.20399511357842
performance,localization,50,32.6763801765317,33.027681755504794
performance,localization,50,32.6763801765317,33.5904820653167
performance,localization,50,32.6763801765317,32.47705222820697
performance,localization,50,32.6763801765317,31.95973637607712
performance,localization,50,32.6763801765317,30.98284897140174
performance,localization,50,32.6763801765317,33.69756280422298
performance,localization,50,32.6763801765317,32.74241864883308
performance,localization,50,32.6763801765317,31.85049414836474
