condition,snr,correct,correct_mean,correct_sem,model,subject
anechoic,12.0,1.0,0.9970744680851065,0.0012816340686880247,320,arch05
anechoic,12.0,1.0,0.9970744680851065,0.0012816340686880247,320,arch06
anechoic,12.0,0.9893617021276596,0.9970744680851065,0.0012816340686880247,320,arch07
anechoic,12.0,1.0,0.9970744680851065,0.0012816340686880247,320,arch08
anechoic,12.0,1.0,0.9970744680851065,0.0012816340686880247,320,arch09
anechoic,12.0,0.9920212765957447,0.9970744680851065,0.0012816340686880247,320,arch10
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch01
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch02
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch03
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch04
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch05
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch06
anechoic,18.0,0.9973404255319149,0.9997340425531915,0.00026595744680850533,320,arch07
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch08
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch09
anechoic,18.0,1.0,0.9997340425531915,0.00026595744680850533,320,arch10
anechoic,24.0,1.0,1.0,0.0,320,arch01
anechoic,24.0,1.0,1.0,0.0,320,arch02
anechoic,24.0,1.0,1.0,0.0,320,arch03
anechoic,24.0,1.0,1.0,0.0,320,arch04
anechoic,24.0,1.0,1.0,0.0,320,arch05
anechoic,24.0,1.0,1.0,0.0,320,arch06
anechoic,24.0,1.0,1.0,0.0,320,arch07
anechoic,24.0,1.0,1.0,0.0,320,arch08
anechoic,24.0,1.0,1.0,0.0,320,arch09
anechoic,24.0,1.0,1.0,0.0,320,arch10
reverberant,-24.0,0.07446808510638298,0.06941489361702127,0.005514298418469498,1000,arch01
reverberant,-24.0,0.05585106382978723,0.06941489361702127,0.005514298418469498,1000,arch02
reverberant,-24.0,0.047872340425531915,0.06941489361702127,0.005514298418469498,1000,arch03
reverberant,-24.0,0.05053191489361702,0.06941489361702127,0.005514298418469498,1000,arch04
reverberant,-24.0,0.0851063829787234,0.06941489361702127,0.005514298418469498,1000,arch05
reverberant,-24.0,0.07446808510638298,0.06941489361702127,0.005514298418469498,1000,arch06
reverberant,-24.0,0.08244680851063829,0.06941489361702127,0.005514298418469498,1000,arch07
reverberant,-24.0,0.09574468085106383,0.06941489361702127,0.005514298418469498,1000,arch08
reverberant,-24.0,0.0797872340425532,0.06941489361702127,0.005514298418469498,1000,arch09
reverberant,-24.0,0.047872340425531915,0.06941489361702127,0.005514298418469498,1000,arch10
reverberant,-18.0,0.2074468085106383,0.12101063829787233,0.014787967480152724,1000,arch01
reverberant,-18.0,0.13031914893617022,0.12101063829787233,0.014787967480152724,1000,arch02
reverberant,-18.0,0.10372340425531915,0.12101063829787233,0.014787967480152724,1000,arch03
reverberant,-18.0,0.0851063829787234,0.12101063829787233,0.014787967480152724,1000,arch04
reverberant,-18.0,0.125,0.12101063829787233,0.014787967480152724,1000,arch05
reverberant,-18.0,0.09308510638297872,0.12101063829787233,0.014787967480152724,1000,arch06
reverberant,-18.0,0.06648936170212766,0.12101063829787233,0.014787967480152724,1000,arch07
reverberant,-18.0,0.15425531914893617,0.12101063829787233,0.014787967480152724,1000,arch08
reverberant,-18.0,0.17553191489361702,0.12101063829787233,0.014787967480152724,1000,arch09
reverberant,-18.0,0.06914893617021277,0.12101063829787233,0.014787967480152724,1000,arch10
reverberant,-12.0,0.45478723404255317,0.3460106382978724,0.03036641933233568,1000,arch01
reverberant,-12.0,0.4015957446808511,0.3460106382978724,0.03036641933233568,1000,arch02
reverberant,-12.0,0.34574468085106386,0.3460106382978724,0.03036641933233568,1000,arch03
reverberant,-12.0,0.25,0.3460106382978724,0.03036641933233568,1000,arch04
reverberant,-12.0,0.4148936170212766,0.3460106382978724,0.03036641933233568,1000,arch05
reverberant,-12.0,0.2898936170212766,0.3460106382978724,0.03036641933233568,1000,arch06
reverberant,-12.0,0.2925531914893617,0.3460106382978724,0.03036641933233568,1000,arch07
reverberant,-12.0,0.40691489361702127,0.3460106382978724,0.03036641933233568,1000,arch08
reverberant,-12.0,0.4441489361702128,0.3460106382978724,0.03036641933233568,1000,arch09
reverberant,-12.0,0.1595744680851064,0.3460106382978724,0.03036641933233568,1000,arch10
reverberant,-6.0,0.723404255319149,0.6390957446808512,0.03197406355004661,1000,arch01
reverberant,-6.0,0.6648936170212766,0.6390957446808512,0.03197406355004661,1000,arch02
reverberant,-6.0,0.6914893617021277,0.6390957446808512,0.03197406355004661,1000,arch03
reverberant,-6.0,0.6063829787234043,0.6390957446808512,0.03197406355004661,1000,arch04
reverberant,-6.0,0.6914893617021277,0.6390957446808512,0.03197406355004661,1000,arch05
reverberant,-6.0,0.6462765957446809,0.6390957446808512,0.03197406355004661,1000,arch06
reverberant,-6.0,0.5718085106382979,0.6390957446808512,0.03197406355004661,1000,arch07
reverberant,-6.0,0.6941489361702128,0.6390957446808512,0.03197406355004661,1000,arch08
reverberant,-6.0,0.7154255319148937,0.6390957446808512,0.03197406355004661,1000,arch09
reverberant,-6.0,0.38563829787234044,0.6390957446808512,0.03197406355004661,1000,arch10
reverberant,0.0,0.8617021276595744,0.8228723404255319,0.017071991527751105,1000,arch01
reverberant,0.0,0.8351063829787234,0.8228723404255319,0.017071991527751105,1000,arch02
reverberant,0.0,0.8617021276595744,0.8228723404255319,0.017071991527751105,1000,arch03
reverberant,0.0,0.8218085106382979,0.8228723404255319,0.017071991527751105,1000,arch04
reverberant,0.0,0.8696808510638298,0.8228723404255319,0.017071991527751105,1000,arch05
reverberant,0.0,0.800531914893617,0.8228723404255319,0.017071991527751105,1000,arch06
reverberant,0.0,0.7845744680851063,0.8228723404255319,0.017071991527751105,1000,arch07
reverberant,0.0,0.8776595744680851,0.8228723404255319,0.017071991527751105,1000,arch08
reverberant,0.0,0.8191489361702128,0.8228723404255319,0.017071991527751105,1000,arch09
reverberant,0.0,0.6968085106382979,0.8228723404255319,0.017071991527751105,1000,arch10
reverberant,6.0,0.9335106382978723,0.9202127659574468,0.011761080816863115,1000,arch01
reverberant,6.0,0.9414893617021277,0.9202127659574468,0.011761080816863115,1000,arch02
reverberant,6.0,0.9547872340425532,0.9202127659574468,0.011761080816863115,1000,arch03
reverberant,6.0,0.9095744680851063,0.9202127659574468,0.011761080816863115,1000,arch04
reverberant,6.0,0.9547872340425532,0.9202127659574468,0.011761080816863115,1000,arch05
reverberant,6.0,0.8962765957446809,0.9202127659574468,0.011761080816863115,1000,arch06
reverberant,6.0,0.898936170212766,0.9202127659574468,0.011761080816863115,1000,arch07
reverberant,6.0,0.9627659574468085,0.9202127659574468,0.011761080816863115,1000,arch08
reverberant,6.0,0.9095744680851063,0.9202127659574468,0.011761080816863115,1000,arch09
reverberant,6.0,0.8404255319148937,0.9202127659574468,0.011761080816863115,1000,arch10
reverberant,12.0,0.9654255319148937,0.963563829787234,0.007289476971869394,1000,arch01
reverberant,12.0,0.9813829787234043,0.963563829787234,0.007289476971869394,1000,arch02
reverberant,12.0,0.9813829787234043,0.963563829787234,0.007289476971869394,1000,arch03
reverberant,12.0,0.9627659574468085,0.963563829787234,0.007289476971869394,1000,arch04
reverberant,12.0,0.9840425531914894,0.963563829787234,0.007289476971869394,1000,arch05
reverberant,12.0,0.9547872340425532,0.963563829787234,0.007289476971869394,1000,arch06
reverberant,12.0,0.9601063829787234,0.963563829787234,0.007289476971869394,1000,arch07
reverberant,12.0,0.973404255319149,0.963563829787234,0.007289476971869394,1000,arch08
reverberant,12.0,0.9680851063829787,0.963563829787234,0.007289476971869394,1000,arch09
reverberant,12.0,0.9042553191489362,0.963563829787234,0.007289476971869394,1000,arch10
reverberant,18.0,0.9813829787234043,0.9795212765957446,0.004289351206880476,1000,arch01
reverberant,18.0,0.9893617021276596,0.9795212765957446,0.004289351206880476,1000,arch02
reverberant,18.0,0.9893617021276596,0.9795212765957446,0.004289351206880476,1000,arch03
reverberant,18.0,0.9680851063829787,0.9795212765957446,0.004289351206880476,1000,arch04
reverberant,18.0,0.9946808510638298,0.9795212765957446,0.004289351206880476,1000,arch05
reverberant,18.0,0.9787234042553191,0.9795212765957446,0.004289351206880476,1000,arch06
reverberant,18.0,0.973404255319149,0.9795212765957446,0.004289351206880476,1000,arch07
reverberant,18.0,0.9920212765957447,0.9795212765957446,0.004289351206880476,1000,arch08
reverberant,18.0,0.9787234042553191,0.9795212765957446,0.004289351206880476,1000,arch09
reverberant,18.0,0.949468085106383,0.9795212765957446,0.004289351206880476,1000,arch10
reverberant,24.0,0.9813829787234043,0.9829787234042554,0.004489003156444025,1000,arch01
reverberant,24.0,0.9920212765957447,0.9829787234042554,0.004489003156444025,1000,arch02
reverberant,24.0,0.9946808510638298,0.9829787234042554,0.004489003156444025,1000,arch03
reverberant,24.0,0.9867021276595744,0.9829787234042554,0.004489003156444025,1000,arch04
reverberant,24.0,0.9893617021276596,0.9829787234042554,0.004489003156444025,1000,arch05
reverberant,24.0,0.9920212765957447,0.9829787234042554,0.004489003156444025,1000,arch06
reverberant,24.0,0.9787234042553191,0.9829787234042554,0.004489003156444025,1000,arch07
reverberant,24.0,0.9920212765957447,0.9829787234042554,0.004489003156444025,1000,arch08
reverberant,24.0,0.976063829787234,0.9829787234042554,0.004489003156444025,1000,arch09
reverberant,24.0,0.9468085106382979,0.9829787234042554,0.004489003156444025,1000,arch10
anechoic,-24.0,0.06648936170212766,0.06143617021276595,0.010641621821139657,1000,arch01
anechoic,-24.0,0.026595744680851064,0.06143617021276595,0.010641621821139657,1000,arch02
anechoic,-24.0,0.010638297872340425,0.06143617021276595,0.010641621821139657,1000,arch03
anechoic,-24.0,0.02925531914893617,0.06143617021276595,0.010641621821139657,1000,arch04
anechoic,-24.0,0.06382978723404255,0.06143617021276595,0.010641621821139657,1000,arch05
anechoic,-24.0,0.10372340425531915,0.06143617021276595,0.010641621821139657,1000,arch06
anechoic,-24.0,0.10106382978723404,0.06143617021276595,0.010641621821139657,1000,arch07
anechoic,-24.0,0.061170212765957445,0.06143617021276595,0.010641621821139657,1000,arch08
anechoic,-24.0,0.10372340425531915,0.06143617021276595,0.010641621821139657,1000,arch09
anechoic,-24.0,0.047872340425531915,0.06143617021276595,0.010641621821139657,1000,arch10
anechoic,-18.0,0.3829787234042553,0.21808510638297873,0.03592559124401547,1000,arch01
anechoic,-18.0,0.2579787234042553,0.21808510638297873,0.03592559124401547,1000,arch02
anechoic,-18.0,0.17819148936170212,0.21808510638297873,0.03592559124401547,1000,arch03
anechoic,-18.0,0.0797872340425532,0.21808510638297873,0.03592559124401547,1000,arch04
anechoic,-18.0,0.30851063829787234,0.21808510638297873,0.03592559124401547,1000,arch05
anechoic,-18.0,0.17819148936170212,0.21808510638297873,0.03592559124401547,1000,arch06
anechoic,-18.0,0.11170212765957446,0.21808510638297873,0.03592559124401547,1000,arch07
anechoic,-18.0,0.26861702127659576,0.21808510638297873,0.03592559124401547,1000,arch08
anechoic,-18.0,0.3537234042553192,0.21808510638297873,0.03592559124401547,1000,arch09
anechoic,-18.0,0.061170212765957445,0.21808510638297873,0.03592559124401547,1000,arch10
anechoic,-12.0,0.7925531914893617,0.6683510638297873,0.04873637456793285,1000,arch01
anechoic,-12.0,0.7473404255319149,0.6683510638297873,0.04873637456793285,1000,arch02
anechoic,-12.0,0.7047872340425532,0.6683510638297873,0.04873637456793285,1000,arch03
anechoic,-12.0,0.5372340425531915,0.6683510638297873,0.04873637456793285,1000,arch04
anechoic,-12.0,0.773936170212766,0.6683510638297873,0.04873637456793285,1000,arch05
anechoic,-12.0,0.7686170212765957,0.6683510638297873,0.04873637456793285,1000,arch06
anechoic,-12.0,0.4867021276595745,0.6683510638297873,0.04873637456793285,1000,arch07
anechoic,-12.0,0.7154255319148937,0.6683510638297873,0.04873637456793285,1000,arch08
anechoic,-12.0,0.8031914893617021,0.6683510638297873,0.04873637456793285,1000,arch09
anechoic,-12.0,0.3537234042553192,0.6683510638297873,0.04873637456793285,1000,arch10
anechoic,-6.0,0.9680851063829787,0.9247340425531915,0.016694229886504063,1000,arch01
anechoic,-6.0,0.9468085106382979,0.9247340425531915,0.016694229886504063,1000,arch02
anechoic,-6.0,0.9308510638297872,0.9247340425531915,0.016694229886504063,1000,arch03
anechoic,-6.0,0.8962765957446809,0.9247340425531915,0.016694229886504063,1000,arch04
anechoic,-6.0,0.9654255319148937,0.9247340425531915,0.016694229886504063,1000,arch05
anechoic,-6.0,0.973404255319149,0.9247340425531915,0.016694229886504063,1000,arch06
anechoic,-6.0,0.8643617021276596,0.9247340425531915,0.016694229886504063,1000,arch07
anechoic,-6.0,0.9202127659574468,0.9247340425531915,0.016694229886504063,1000,arch08
anechoic,-6.0,0.9680851063829787,0.9247340425531915,0.016694229886504063,1000,arch09
anechoic,-6.0,0.8138297872340425,0.9247340425531915,0.016694229886504063,1000,arch10
anechoic,0.0,0.9946808510638298,0.984840425531915,0.0029147663515555968,1000,arch01
anechoic,0.0,0.9867021276595744,0.984840425531915,0.0029147663515555968,1000,arch02
anechoic,0.0,0.9867021276595744,0.984840425531915,0.0029147663515555968,1000,arch03
anechoic,0.0,0.9893617021276596,0.984840425531915,0.0029147663515555968,1000,arch04
anechoic,0.0,0.9813829787234043,0.984840425531915,0.0029147663515555968,1000,arch05
anechoic,0.0,0.9920212765957447,0.984840425531915,0.0029147663515555968,1000,arch06
anechoic,0.0,0.9840425531914894,0.984840425531915,0.0029147663515555968,1000,arch07
anechoic,0.0,0.9707446808510638,0.984840425531915,0.0029147663515555968,1000,arch08
anechoic,0.0,0.9946808510638298,0.984840425531915,0.0029147663515555968,1000,arch09
anechoic,0.0,0.9680851063829787,0.984840425531915,0.0029147663515555968,1000,arch10
anechoic,6.0,1.0,0.9981382978723404,0.0007978723404255293,1000,arch01
anechoic,6.0,1.0,0.9981382978723404,0.0007978723404255293,1000,arch02
anechoic,6.0,1.0,0.9981382978723404,0.0007978723404255293,1000,arch03
anechoic,6.0,0.9973404255319149,0.9981382978723404,0.0007978723404255293,1000,arch04
anechoic,6.0,0.9973404255319149,0.9981382978723404,0.0007978723404255293,1000,arch05
anechoic,6.0,1.0,0.9981382978723404,0.0007978723404255293,1000,arch06
anechoic,6.0,0.9973404255319149,0.9981382978723404,0.0007978723404255293,1000,arch07
anechoic,6.0,0.9973404255319149,0.9981382978723404,0.0007978723404255293,1000,arch08
anechoic,6.0,1.0,0.9981382978723404,0.0007978723404255293,1000,arch09
anechoic,6.0,0.9920212765957447,0.9981382978723404,0.0007978723404255293,1000,arch10
anechoic,12.0,1.0,1.0,0.0,1000,arch01
anechoic,12.0,1.0,1.0,0.0,1000,arch02
anechoic,12.0,1.0,1.0,0.0,1000,arch03
anechoic,12.0,1.0,1.0,0.0,1000,arch04
anechoic,12.0,1.0,1.0,0.0,1000,arch05
anechoic,12.0,1.0,1.0,0.0,1000,arch06
anechoic,12.0,1.0,1.0,0.0,1000,arch07
anechoic,12.0,1.0,1.0,0.0,1000,arch08
anechoic,12.0,1.0,1.0,0.0,1000,arch09
anechoic,12.0,1.0,1.0,0.0,1000,arch10
anechoic,18.0,1.0,1.0,0.0,1000,arch01
anechoic,18.0,1.0,1.0,0.0,1000,arch02
anechoic,18.0,1.0,1.0,0.0,1000,arch03
anechoic,18.0,1.0,1.0,0.0,1000,arch04
anechoic,18.0,1.0,1.0,0.0,1000,arch05
anechoic,18.0,1.0,1.0,0.0,1000,arch06
anechoic,18.0,1.0,1.0,0.0,1000,arch07
anechoic,18.0,1.0,1.0,0.0,1000,arch08
anechoic,18.0,1.0,1.0,0.0,1000,arch09
anechoic,18.0,1.0,1.0,0.0,1000,arch10
anechoic,24.0,1.0,1.0,0.0,1000,arch01
anechoic,24.0,1.0,1.0,0.0,1000,arch02
anechoic,24.0,1.0,1.0,0.0,1000,arch03
anechoic,24.0,1.0,1.0,0.0,1000,arch04
anechoic,24.0,1.0,1.0,0.0,1000,arch05
anechoic,24.0,1.0,1.0,0.0,1000,arch06
anechoic,24.0,1.0,1.0,0.0,1000,arch07
anechoic,24.0,1.0,1.0,0.0,1000,arch08
anechoic,24.0,1.0,1.0,0.0,1000,arch09
anechoic,24.0,1.0,1.0,0.0,1000,arch10
reverberant,-24.0,0.0398936170212766,0.05398936170212766,0.005894556812013931,3000,arch01
reverberant,-24.0,0.07180851063829788,0.05398936170212766,0.005894556812013931,3000,arch02
reverberant,-24.0,0.05053191489361702,0.05398936170212766,0.005894556812013931,3000,arch03
reverberant,-24.0,0.0851063829787234,0.05398936170212766,0.005894556812013931,3000,arch04
reverberant,-24.0,0.0398936170212766,0.05398936170212766,0.005894556812013931,3000,arch05
reverberant,-24.0,0.08244680851063829,0.05398936170212766,0.005894556812013931,3000,arch06
reverberant,-24.0,0.03723404255319149,0.05398936170212766,0.005894556812013931,3000,arch07
reverberant,-24.0,0.05053191489361702,0.05398936170212766,0.005894556812013931,3000,arch08
reverberant,-24.0,0.0398936170212766,0.05398936170212766,0.005894556812013931,3000,arch09
reverberant,-24.0,0.0425531914893617,0.05398936170212766,0.005894556812013931,3000,arch10
reverberant,-18.0,0.1276595744680851,0.11090425531914894,0.013859590091817418,3000,arch01
reverberant,-18.0,0.11170212765957446,0.11090425531914894,0.013859590091817418,3000,arch02
reverberant,-18.0,0.09042553191489362,0.11090425531914894,0.013859590091817418,3000,arch03
reverberant,-18.0,0.06382978723404255,0.11090425531914894,0.013859590091817418,3000,arch04
reverberant,-18.0,0.14893617021276595,0.11090425531914894,0.013859590091817418,3000,arch05
reverberant,-18.0,0.16489361702127658,0.11090425531914894,0.013859590091817418,3000,arch06
reverberant,-18.0,0.04521276595744681,0.11090425531914894,0.013859590091817418,3000,arch07
reverberant,-18.0,0.14361702127659576,0.11090425531914894,0.013859590091817418,3000,arch08
reverberant,-18.0,0.15425531914893617,0.11090425531914894,0.013859590091817418,3000,arch09
reverberant,-18.0,0.05851063829787234,0.11090425531914894,0.013859590091817418,3000,arch10
reverberant,-12.0,0.449468085106383,0.32526595744680853,0.04139045691394447,3000,arch01
reverberant,-12.0,0.26861702127659576,0.32526595744680853,0.04139045691394447,3000,arch02
reverberant,-12.0,0.34308510638297873,0.32526595744680853,0.04139045691394447,3000,arch03
reverberant,-12.0,0.16489361702127658,0.32526595744680853,0.04139045691394447,3000,arch04
reverberant,-12.0,0.4175531914893617,0.32526595744680853,0.04139045691394447,3000,arch05
reverberant,-12.0,0.4228723404255319,0.32526595744680853,0.04139045691394447,3000,arch06
reverberant,-12.0,0.1276595744680851,0.32526595744680853,0.04139045691394447,3000,arch07
reverberant,-12.0,0.4148936170212766,0.32526595744680853,0.04139045691394447,3000,arch08
reverberant,-12.0,0.47074468085106386,0.32526595744680853,0.04139045691394447,3000,arch09
reverberant,-12.0,0.17287234042553193,0.32526595744680853,0.04139045691394447,3000,arch10
reverberant,-6.0,0.7686170212765957,0.6561170212765958,0.0427155038293004,3000,arch01
reverberant,-6.0,0.6675531914893617,0.6561170212765958,0.0427155038293004,3000,arch02
reverberant,-6.0,0.7367021276595744,0.6561170212765958,0.0427155038293004,3000,arch03
reverberant,-6.0,0.5425531914893617,0.6561170212765958,0.0427155038293004,3000,arch04
reverberant,-6.0,0.7367021276595744,0.6561170212765958,0.0427155038293004,3000,arch05
reverberant,-6.0,0.7340425531914894,0.6561170212765958,0.0427155038293004,3000,arch06
reverberant,-6.0,0.45478723404255317,0.6561170212765958,0.0427155038293004,3000,arch07
reverberant,-6.0,0.6968085106382979,0.6561170212765958,0.0427155038293004,3000,arch08
reverberant,-6.0,0.8031914893617021,0.6561170212765958,0.0427155038293004,3000,arch09
reverberant,-6.0,0.42021276595744683,0.6561170212765958,0.0427155038293004,3000,arch10
reverberant,0.0,0.901595744680851,0.8688829787234041,0.016158358928163006,3000,arch01
reverberant,0.0,0.898936170212766,0.8688829787234041,0.016158358928163006,3000,arch02
reverberant,0.0,0.9175531914893617,0.8688829787234041,0.016158358928163006,3000,arch03
reverberant,0.0,0.8590425531914894,0.8688829787234041,0.016158358928163006,3000,arch04
reverberant,0.0,0.8909574468085106,0.8688829787234041,0.016158358928163006,3000,arch05
reverberant,0.0,0.851063829787234,0.8688829787234041,0.016158358928163006,3000,arch06
reverberant,0.0,0.8164893617021277,0.8688829787234041,0.016158358928163006,3000,arch07
reverberant,0.0,0.8696808510638298,0.8688829787234041,0.016158358928163006,3000,arch08
reverberant,0.0,0.925531914893617,0.8688829787234041,0.016158358928163006,3000,arch09
reverberant,0.0,0.7579787234042553,0.8688829787234041,0.016158358928163006,3000,arch10
reverberant,6.0,0.9840425531914894,0.9617021276595745,0.005816035271935013,3000,arch01
reverberant,6.0,0.9574468085106383,0.9617021276595745,0.005816035271935013,3000,arch02
reverberant,6.0,0.9840425531914894,0.9617021276595745,0.005816035271935013,3000,arch03
reverberant,6.0,0.9680851063829787,0.9617021276595745,0.005816035271935013,3000,arch04
reverberant,6.0,0.9707446808510638,0.9617021276595745,0.005816035271935013,3000,arch05
reverberant,6.0,0.9441489361702128,0.9617021276595745,0.005816035271935013,3000,arch06
reverberant,6.0,0.949468085106383,0.9617021276595745,0.005816035271935013,3000,arch07
reverberant,6.0,0.9601063829787234,0.9617021276595745,0.005816035271935013,3000,arch08
reverberant,6.0,0.973404255319149,0.9617021276595745,0.005816035271935013,3000,arch09
reverberant,6.0,0.925531914893617,0.9617021276595745,0.005816035271935013,3000,arch10
reverberant,12.0,0.9946808510638298,0.9898936170212765,0.0015759209959779255,3000,arch01
reverberant,12.0,0.9867021276595744,0.9898936170212765,0.0015759209959779255,3000,arch02
reverberant,12.0,0.9946808510638298,0.9898936170212765,0.0015759209959779255,3000,arch03
reverberant,12.0,0.9946808510638298,0.9898936170212765,0.0015759209959779255,3000,arch04
reverberant,12.0,0.9946808510638298,0.9898936170212765,0.0015759209959779255,3000,arch05
reverberant,12.0,0.9893617021276596,0.9898936170212765,0.0015759209959779255,3000,arch06
reverberant,12.0,0.9867021276595744,0.9898936170212765,0.0015759209959779255,3000,arch07
reverberant,12.0,0.9840425531914894,0.9898936170212765,0.0015759209959779255,3000,arch08
reverberant,12.0,0.9920212765957447,0.9898936170212765,0.0015759209959779255,3000,arch09
reverberant,12.0,0.9813829787234043,0.9898936170212765,0.0015759209959779255,3000,arch10
reverberant,18.0,0.9973404255319149,0.9962765957446809,0.0012025407771498785,3000,arch01
reverberant,18.0,0.9973404255319149,0.9962765957446809,0.0012025407771498785,3000,arch02
reverberant,18.0,0.9946808510638298,0.9962765957446809,0.0012025407771498785,3000,arch03
reverberant,18.0,1.0,0.9962765957446809,0.0012025407771498785,3000,arch04
reverberant,18.0,0.9973404255319149,0.9962765957446809,0.0012025407771498785,3000,arch05
reverberant,18.0,0.9973404255319149,0.9962765957446809,0.0012025407771498785,3000,arch06
reverberant,18.0,1.0,0.9962765957446809,0.0012025407771498785,3000,arch07
reverberant,18.0,0.9867021276595744,0.9962765957446809,0.0012025407771498785,3000,arch08
reverberant,18.0,0.9973404255319149,0.9962765957446809,0.0012025407771498785,3000,arch09
reverberant,18.0,0.9946808510638298,0.9962765957446809,0.0012025407771498785,3000,arch10
reverberant,24.0,0.9973404255319149,0.998404255319149,0.0005880540408431507,3000,arch01
reverberant,24.0,0.9946808510638298,0.998404255319149,0.0005880540408431507,3000,arch02
reverberant,24.0,1.0,0.998404255319149,0.0005880540408431507,3000,arch03
reverberant,24.0,0.9973404255319149,0.998404255319149,0.0005880540408431507,3000,arch04
reverberant,24.0,0.9973404255319149,0.998404255319149,0.0005880540408431507,3000,arch05
reverberant,24.0,1.0,0.998404255319149,0.0005880540408431507,3000,arch06
reverberant,24.0,1.0,0.998404255319149,0.0005880540408431507,3000,arch07
reverberant,24.0,0.9973404255319149,0.998404255319149,0.0005880540408431507,3000,arch08
reverberant,24.0,1.0,0.998404255319149,0.0005880540408431507,3000,arch09
reverberant,24.0,1.0,0.998404255319149,0.0005880540408431507,3000,arch10
anechoic,-24.0,0.0425531914893617,0.0398936170212766,0.008847499964450105,3000,arch01
anechoic,-24.0,0.007978723404255319,0.0398936170212766,0.008847499964450105,3000,arch02
anechoic,-24.0,0.007978723404255319,0.0398936170212766,0.008847499964450105,3000,arch03
anechoic,-24.0,0.08776595744680851,0.0398936170212766,0.008847499964450105,3000,arch04
anechoic,-24.0,0.018617021276595744,0.0398936170212766,0.008847499964450105,3000,arch05
anechoic,-24.0,0.0797872340425532,0.0398936170212766,0.008847499964450105,3000,arch06
anechoic,-24.0,0.031914893617021274,0.0398936170212766,0.008847499964450105,3000,arch07
anechoic,-24.0,0.023936170212765957,0.0398936170212766,0.008847499964450105,3000,arch08
anechoic,-24.0,0.05851063829787234,0.0398936170212766,0.008847499964450105,3000,arch09
anechoic,-24.0,0.0398936170212766,0.0398936170212766,0.008847499964450105,3000,arch10
anechoic,-18.0,0.300531914893617,0.1776595744680851,0.0319020856884637,3000,arch01
anechoic,-18.0,0.09574468085106383,0.1776595744680851,0.0319020856884637,3000,arch02
anechoic,-18.0,0.20212765957446807,0.1776595744680851,0.0319020856884637,3000,arch03
anechoic,-18.0,0.10106382978723404,0.1776595744680851,0.0319020856884637,3000,arch04
anechoic,-18.0,0.1622340425531915,0.1776595744680851,0.0319020856884637,3000,arch05
anechoic,-18.0,0.2925531914893617,0.1776595744680851,0.0319020856884637,3000,arch06
anechoic,-18.0,0.0425531914893617,0.1776595744680851,0.0319020856884637,3000,arch07
anechoic,-18.0,0.22606382978723405,0.1776595744680851,0.0319020856884637,3000,arch08
anechoic,-18.0,0.2978723404255319,0.1776595744680851,0.0319020856884637,3000,arch09
anechoic,-18.0,0.05585106382978723,0.1776595744680851,0.0319020856884637,3000,arch10
anechoic,-12.0,0.7686170212765957,0.6436170212765957,0.06875455822120703,3000,arch01
anechoic,-12.0,0.7101063829787234,0.6436170212765957,0.06875455822120703,3000,arch02
anechoic,-12.0,0.8138297872340425,0.6436170212765957,0.06875455822120703,3000,arch03
anechoic,-12.0,0.3829787234042553,0.6436170212765957,0.06875455822120703,3000,arch04
anechoic,-12.0,0.75,0.6436170212765957,0.06875455822120703,3000,arch05
anechoic,-12.0,0.7952127659574468,0.6436170212765957,0.06875455822120703,3000,arch06
anechoic,-12.0,0.3617021276595745,0.6436170212765957,0.06875455822120703,3000,arch07
anechoic,-12.0,0.7712765957446809,0.6436170212765957,0.06875455822120703,3000,arch08
anechoic,-12.0,0.8218085106382979,0.6436170212765957,0.06875455822120703,3000,arch09
anechoic,-12.0,0.26063829787234044,0.6436170212765957,0.06875455822120703,3000,arch10
anechoic,-6.0,0.9707446808510638,0.9438829787234042,0.019404365810414968,3000,arch01
anechoic,-6.0,0.9707446808510638,0.9438829787234042,0.019404365810414968,3000,arch02
anechoic,-6.0,0.976063829787234,0.9438829787234042,0.019404365810414968,3000,arch03
anechoic,-6.0,0.9468085106382979,0.9438829787234042,0.019404365810414968,3000,arch04
anechoic,-6.0,0.9867021276595744,0.9438829787234042,0.019404365810414968,3000,arch05
anechoic,-6.0,0.9680851063829787,0.9438829787234042,0.019404365810414968,3000,arch06
anechoic,-6.0,0.8962765957446809,0.9438829787234042,0.019404365810414968,3000,arch07
anechoic,-6.0,0.973404255319149,0.9438829787234042,0.019404365810414968,3000,arch08
anechoic,-6.0,0.9654255319148937,0.9438829787234042,0.019404365810414968,3000,arch09
anechoic,-6.0,0.7845744680851063,0.9438829787234042,0.019404365810414968,3000,arch10
anechoic,0.0,0.9973404255319149,0.9946808510638299,0.002277523506855516,3000,arch01
anechoic,0.0,0.9946808510638298,0.9946808510638299,0.002277523506855516,3000,arch02
