f0,weber_fraction,model,subject
2828.4271247461875,3.1945187095594463e-06,IHC3000,arch_0346_0009
2828.4271247461875,3.6185106189190464e-06,IHC3000,arch_0346_0011
2828.4271247461875,3.0825592112204703e-06,IHC3000,arch_0346_0013
2828.4271247461875,3.231728266106515e-06,IHC3000,arch_0346_0015
2828.4271247461875,3.452740952036848e-06,IHC3000,arch_0346_0017
2828.4271247461875,3.392949870839601e-06,IHC3000,arch_0346_0020
2828.4271247461875,3.647461721767442e-06,sr10000_IHC3000,arch_0346_0000
2828.4271247461875,3.413076399505499e-06,sr10000_IHC3000,arch_0346_0004
2828.427124746187,3.3775637273691927e-06,sr10000_IHC3000,arch_0346_0005
2828.4271247461875,3.4677550793116296e-06,sr10000_IHC3000,arch_0346_0006
2828.427124746187,3.7345816539247063e-06,sr10000_IHC3000,arch_0346_0009
2828.4271247461875,3.394891719077364e-06,sr10000_IHC3000,arch_0346_0011
2828.4271247461875,3.494370955925419e-06,sr10000_IHC3000,arch_0346_0013
2828.4271247461875,3.806563380726047e-06,sr10000_IHC3000,arch_0346_0015
2828.4271247461875,3.2370259139824498e-06,sr10000_IHC3000,arch_0346_0017
2828.4271247461875,3.4589966728670878e-06,sr10000_IHC3000,arch_0346_0020
4000.0,0.0011495942052679,IHC0050,arch_0346_0000
4000.0,0.0010476642742924,IHC0050,arch_0346_0004
4000.0,0.0012294435835951,IHC0050,arch_0346_0005
4000.0,0.0011514151474438,IHC0050,arch_0346_0006
4000.0,0.0010048502181196,IHC0050,arch_0346_0009
4000.0,0.000953928840955,IHC0050,arch_0346_0011
4000.0,0.0011704020057259,IHC0050,arch_0346_0013
4000.0,0.0011947993646248,IHC0050,arch_0346_0015
4000.0,0.0009449744157965,IHC0050,arch_0346_0017
4000.0,0.001055299498716,IHC0050,arch_0346_0020
4000.0,0.0011238177900891,IHC0320,arch_0346_0000
4000.0,0.0011531792353074,IHC0320,arch_0346_0004
4000.0,0.0010920329797221,IHC0320,arch_0346_0005
4000.0,0.001065354715164,IHC0320,arch_0346_0006
4000.0,0.0009290044828471,IHC0320,arch_0346_0009
4000.0,0.0011821479436173,IHC0320,arch_0346_0011
4000.0,0.0010151336297499,IHC0320,arch_0346_0013
4000.0,0.0011013798221373,IHC0320,arch_0346_0015
4000.0,0.0010131459199116,IHC0320,arch_0346_0017
4000.0,0.0010766965965427,IHC0320,arch_0346_0020
4000.0,0.000985703535866,IHC1000,arch_0346_0000
4000.0,0.0010196328184253,IHC1000,arch_0346_0004
4000.0,0.0011549330997824,IHC1000,arch_0346_0005
4000.0,0.001103559578429,IHC1000,arch_0346_0006
4000.0,0.0010464214212271,IHC1000,arch_0346_0009
4000.0,0.0009952647324495,IHC1000,arch_0346_0011
4000.0,0.0010212319134152,IHC1000,arch_0346_0013
4000.0,0.0010038545060393,IHC1000,arch_0346_0015
4000.0,0.0010853130543106,IHC1000,arch_0346_0017
4000.0,0.0011066052397987,IHC1000,arch_0346_0020
4000.0,5.830677499929493e-06,IHC3000,arch_0346_0000
4000.0,8.250820839883488e-06,IHC3000,arch_0346_0004
4000.0,6.74764554187135e-06,IHC3000,arch_0346_0005
4000.0,5.309884472559645e-06,IHC3000,arch_0346_0006
4000.0,5.79334563099998e-06,IHC3000,arch_0346_0009
4000.0,5.961986204727765e-06,IHC3000,arch_0346_0011
4000.0,6.053199501421247e-06,IHC3000,arch_0346_0013
4000.0,5.509171811857172e-06,IHC3000,arch_0346_0015
4000.0,5.903096021775411e-06,IHC3000,arch_0346_0017
4000.0,6.032556852497706e-06,IHC3000,arch_0346_0020
4000.0,6.475209798795234e-06,sr10000_IHC3000,arch_0346_0000
4000.0,7.61806692284317e-06,sr10000_IHC3000,arch_0346_0004
4000.0,7.604497061386439e-06,sr10000_IHC3000,arch_0346_0005
4000.0,6.566094708393422e-06,sr10000_IHC3000,arch_0346_0006
4000.0,8.570482010972214e-06,sr10000_IHC3000,arch_0346_0009
4000.0,7.823816660756933e-06,sr10000_IHC3000,arch_0346_0011
4000.0,7.354727866948352e-06,sr10000_IHC3000,arch_0346_0013
4000.0,5.753585552881191e-06,sr10000_IHC3000,arch_0346_0015
4000.0,5.98442012766931e-06,sr10000_IHC3000,arch_0346_0017
4000.0,7.929574918241755e-06,sr10000_IHC3000,arch_0346_0020
5656.854249492385,0.0009337741565373,IHC0050,arch_0346_0000
5656.854249492385,0.0011549473486975,IHC0050,arch_0346_0004
5656.854249492385,0.0009561271145921,IHC0050,arch_0346_0005
5656.854249492385,0.0011494320864808,IHC0050,arch_0346_0006
5656.854249492385,0.0010388939518577,IHC0050,arch_0346_0009
5656.854249492385,0.0011632648077517,IHC0050,arch_0346_0011
5656.854249492385,0.0009663347675998,IHC0050,arch_0346_0013
5656.854249492385,0.0009697364447978,IHC0050,arch_0346_0015
5656.854249492385,0.0011028852840633,IHC0050,arch_0346_0017
5656.854249492385,0.0010936783030548,IHC0050,arch_0346_0020
5656.854249492385,0.001269983436156,IHC0320,arch_0346_0000
5656.854249492385,0.0009170072441297,IHC0320,arch_0346_0004
5656.854249492385,0.000987288404588,IHC0320,arch_0346_0005
5656.854249492385,0.0011083348750013,IHC0320,arch_0346_0006
5656.854249492385,0.0009249134781554,IHC0320,arch_0346_0009
5656.854249492385,0.0011436663136585,IHC0320,arch_0346_0011
5656.854249492385,0.0011717162061899,IHC0320,arch_0346_0013
5656.854249492385,0.0013736999202329,IHC0320,arch_0346_0015
5656.854249492385,0.0010147819504444,IHC0320,arch_0346_0017
5656.854249492385,0.0011845172055646,IHC0320,arch_0346_0020
5656.854249492385,0.0011768180713012,IHC1000,arch_0346_0000
5656.854249492385,0.0009212744179138,IHC1000,arch_0346_0004
5656.854249492385,0.0010260735901794,IHC1000,arch_0346_0005
5656.854249492385,0.00144694884654,IHC1000,arch_0346_0006
5656.854249492385,0.0008965043625457,IHC1000,arch_0346_0009
5656.854249492385,0.0010082691553319,IHC1000,arch_0346_0011
5656.854249492385,0.0011493983247774,IHC1000,arch_0346_0013
5656.854249492385,0.0010501171114398,IHC1000,arch_0346_0015
5656.854249492385,0.0013670779587422,IHC1000,arch_0346_0017
5656.854249492385,0.0010589127931954,IHC1000,arch_0346_0020
5656.854249492385,1.510278227279116e-05,IHC3000,arch_0346_0000
5656.854249492385,1.4584414738338936e-05,IHC3000,arch_0346_0004
5656.854249492385,3.194822398033814e-05,IHC3000,arch_0346_0005
5656.854249492385,2.619429915795557e-05,IHC3000,arch_0346_0006
5656.854249492385,1.198272954794355e-05,IHC3000,arch_0346_0009
5656.854249492385,4.052955336630859e-05,IHC3000,arch_0346_0011
5656.854249492385,1.6872563402881013e-05,IHC3000,arch_0346_0013
5656.854249492385,2.6375592684368957e-05,IHC3000,arch_0346_0015
5656.854249492385,2.6938969368783816e-05,IHC3000,arch_0346_0017
5656.854249492385,2.308583785315399e-05,IHC3000,arch_0346_0020
5656.854249492385,8.234339155688275e-05,sr10000_IHC3000,arch_0346_0000
5656.854249492385,4.6591044692956274e-05,sr10000_IHC3000,arch_0346_0004
5656.854249492385,4.448500469056427e-05,sr10000_IHC3000,arch_0346_0005
5656.854249492385,0.0002636615709514,sr10000_IHC3000,arch_0346_0006
5656.854249492385,0.0001106432438866,sr10000_IHC3000,arch_0346_0009
5656.854249492385,0.0001040326793826,sr10000_IHC3000,arch_0346_0011
5656.854249492385,2.24516327507196e-05,sr10000_IHC3000,arch_0346_0013
5656.854249492385,3.2171347508214154e-05,sr10000_IHC3000,arch_0346_0015
5656.854249492385,5.582206532062095e-05,sr10000_IHC3000,arch_0346_0017
5656.854249492385,2.594200181693651e-05,sr10000_IHC3000,arch_0346_0020
8000.0,0.0021571773461945,IHC0050,arch_0346_0000
8000.0,0.0019390127535463,IHC0050,arch_0346_0004
8000.0,0.0015705736206914,IHC0050,arch_0346_0005
8000.0,0.0012936279009418,IHC0050,arch_0346_0006
8000.0,0.0018197410140812,IHC0050,arch_0346_0009
8000.0,0.0015999847392662,IHC0050,arch_0346_0011
8000.0,0.0014392757817753,IHC0050,arch_0346_0013
8000.0,0.0014111186210059,IHC0050,arch_0346_0015
8000.0,0.0014546993789639,IHC0050,arch_0346_0017
8000.0,0.0014227683219696,IHC0050,arch_0346_0020
8000.0,0.0014617984748137,IHC0320,arch_0346_0000
8000.0,0.0022419340235564,IHC0320,arch_0346_0004
8000.0,0.0015479195519068,IHC0320,arch_0346_0005
8000.0,0.0013949249007281,IHC0320,arch_0346_0006
8000.0,0.0015260168721868,IHC0320,arch_0346_0009
8000.0,0.0019999681844946,IHC0320,arch_0346_0011
8000.0,0.0013768006542684,IHC0320,arch_0346_0013
8000.0,0.0015518181680638,IHC0320,arch_0346_0015
8000.0,0.0015506063330081,IHC0320,arch_0346_0017
8000.0,0.002215885963668,IHC0320,arch_0346_0020
8000.0,0.0014126472074011,IHC1000,arch_0346_0000
8000.0,0.0014218922745046,IHC1000,arch_0346_0004
8000.0,0.0028610688896735,IHC1000,arch_0346_0005
8000.0,0.0012930198626479,IHC1000,arch_0346_0006
8000.0,0.001568680528756,IHC1000,arch_0346_0009
8000.0,0.0012943988312579,IHC1000,arch_0346_0011
8000.0,0.0013217670235079,IHC1000,arch_0346_0013
8000.0,0.0014851394808983,IHC1000,arch_0346_0015
8000.0,0.0014240502769129,IHC1000,arch_0346_0017
8000.0,0.00124212478118,IHC1000,arch_0346_0020
8000.0,0.0020663366570548,IHC3000,arch_0346_0000
8000.0,0.0015736141592126,IHC3000,arch_0346_0004
8000.0,0.0017433898276695,IHC3000,arch_0346_0005
8000.0,0.0015480448578393,IHC3000,arch_0346_0006
8000.0,0.0019768621306719,IHC3000,arch_0346_0009
8000.0,0.0014871695282883,IHC3000,arch_0346_0011
8000.0,0.001647405473836,IHC3000,arch_0346_0013
8000.0,0.0012558370697108,IHC3000,arch_0346_0015
8000.0,0.0019317501779143,IHC3000,arch_0346_0017
8000.0,0.0023091085398816,IHC3000,arch_0346_0020
8000.0,0.0015032690125176,sr10000_IHC3000,arch_0346_0000
8000.0,0.0018704481393818,sr10000_IHC3000,arch_0346_0004
8000.0,0.0016769119908779,sr10000_IHC3000,arch_0346_0005
8000.0,0.0016369243938083,sr10000_IHC3000,arch_0346_0006
8000.0,0.0020657446379566,sr10000_IHC3000,arch_0346_0009
8000.0,0.0015888406828563,sr10000_IHC3000,arch_0346_0011
8000.000000000001,0.0017905320523099,sr10000_IHC3000,arch_0346_0013
8000.000000000001,0.0018301605915365,sr10000_IHC3000,arch_0346_0015
8000.000000000001,0.0018214549248907,sr10000_IHC3000,arch_0346_0017
8000.000000000001,0.0016497640240384,sr10000_IHC3000,arch_0346_0020
