f0,weber_fraction,model,subject
499.99999999999983,5.846999982095369e-05,IHC0320,arch_0346_0015
499.99999999999983,5.661531179224077e-05,IHC0320,arch_0346_0017
499.99999999999983,5.064828842016311e-05,IHC0320,arch_0346_0020
499.99999999999983,9.96638610994971e-06,IHC1000,arch_0346_0000
499.99999999999983,9.602332166291916e-06,IHC1000,arch_0346_0004
499.99999999999983,8.350569473458691e-06,IHC1000,arch_0346_0005
499.99999999999983,9.613543717978956e-06,IHC1000,arch_0346_0006
499.99999999999983,8.345371163454018e-06,IHC1000,arch_0346_0009
499.99999999999983,8.531534413380726e-06,IHC1000,arch_0346_0011
499.99999999999983,9.055036749749943e-06,IHC1000,arch_0346_0013
499.99999999999983,9.8204279983527e-06,IHC1000,arch_0346_0015
499.99999999999983,9.05052977384635e-06,IHC1000,arch_0346_0017
499.99999999999983,8.564793599230569e-06,IHC1000,arch_0346_0020
499.99999999999983,7.324519160523124e-06,IHC3000,arch_0346_0000
499.99999999999983,7.267273139044406e-06,IHC3000,arch_0346_0004
499.99999999999983,7.49882011374936e-06,IHC3000,arch_0346_0005
499.99999999999983,6.981427546293162e-06,IHC3000,arch_0346_0006
499.99999999999983,8.352134264644206e-06,IHC3000,arch_0346_0009
499.99999999999983,7.282396064178798e-06,IHC3000,arch_0346_0011
499.99999999999983,6.951020792511642e-06,IHC3000,arch_0346_0013
499.99999999999983,7.123235562955799e-06,IHC3000,arch_0346_0015
499.99999999999983,7.975528541370736e-06,IHC3000,arch_0346_0017
499.99999999999983,7.516778076865904e-06,IHC3000,arch_0346_0020
499.99999999999983,7.218821115095864e-06,sr10000_IHC3000,arch_0346_0000
499.99999999999983,8.042345407410778e-06,sr10000_IHC3000,arch_0346_0004
499.99999999999983,8.744750608746799e-06,sr10000_IHC3000,arch_0346_0005
499.99999999999983,8.106622643389017e-06,sr10000_IHC3000,arch_0346_0006
499.99999999999983,7.1121617797320624e-06,sr10000_IHC3000,arch_0346_0009
499.99999999999983,7.461959387056183e-06,sr10000_IHC3000,arch_0346_0011
499.99999999999983,7.392307586062685e-06,sr10000_IHC3000,arch_0346_0013
499.99999999999983,7.88428874676228e-06,sr10000_IHC3000,arch_0346_0015
499.99999999999983,8.755632712853512e-06,sr10000_IHC3000,arch_0346_0017
499.99999999999983,7.0251502197749005e-06,sr10000_IHC3000,arch_0346_0020
707.106781186548,0.001368081271625,IHC0050,arch_0346_0000
707.106781186548,0.0012744951228784,IHC0050,arch_0346_0004
707.106781186548,0.0011992233687949,IHC0050,arch_0346_0005
707.106781186548,0.001267983276473,IHC0050,arch_0346_0006
707.106781186548,0.0011732037883862,IHC0050,arch_0346_0009
707.106781186548,0.0012061843384236,IHC0050,arch_0346_0011
707.106781186548,0.0012274535114493,IHC0050,arch_0346_0013
707.106781186548,0.0011067557153652,IHC0050,arch_0346_0015
707.106781186548,0.0011899248562805,IHC0050,arch_0346_0017
707.106781186548,0.0010964814998639,IHC0050,arch_0346_0020
707.106781186548,0.0002349594340456,IHC0320,arch_0346_0000
707.106781186548,0.000232730934381,IHC0320,arch_0346_0004
707.106781186548,0.0002148960923109,IHC0320,arch_0346_0005
707.106781186548,0.0002128086622474,IHC0320,arch_0346_0006
707.106781186548,0.0002362223648622,IHC0320,arch_0346_0009
707.106781186548,0.00022715063745,IHC0320,arch_0346_0011
707.106781186548,0.0002560268455074,IHC0320,arch_0346_0013
707.106781186548,0.0002186807249016,IHC0320,arch_0346_0015
707.106781186548,0.0002367155245444,IHC0320,arch_0346_0017
707.106781186548,0.0002380035884865,IHC0320,arch_0346_0020
707.106781186548,7.143931003206205e-06,IHC1000,arch_0346_0000
707.106781186548,7.11306940037737e-06,IHC1000,arch_0346_0004
707.106781186548,8.770380101053021e-06,IHC1000,arch_0346_0005
707.106781186548,7.468411469924163e-06,IHC1000,arch_0346_0006
707.106781186548,7.766730752534201e-06,IHC1000,arch_0346_0009
707.106781186548,6.943352750088394e-06,IHC1000,arch_0346_0011
707.106781186548,8.418856384473372e-06,IHC1000,arch_0346_0013
707.106781186548,7.17564391283787e-06,IHC1000,arch_0346_0015
707.106781186548,7.907463114298352e-06,IHC1000,arch_0346_0017
707.106781186548,7.545008608556003e-06,IHC1000,arch_0346_0020
707.106781186548,7.300507339769169e-06,IHC3000,arch_0346_0000
707.106781186548,5.486243795038703e-06,IHC3000,arch_0346_0004
707.106781186548,6.2081803360314325e-06,IHC3000,arch_0346_0005
707.106781186548,6.0011209943589e-06,IHC3000,arch_0346_0006
707.106781186548,6.266130584187124e-06,IHC3000,arch_0346_0009
707.106781186548,6.510836281892196e-06,IHC3000,arch_0346_0011
707.106781186548,5.906570998748251e-06,IHC3000,arch_0346_0013
707.106781186548,5.746881947210625e-06,IHC3000,arch_0346_0015
707.106781186548,5.459307148347747e-06,IHC3000,arch_0346_0017
707.106781186548,5.3885884878646095e-06,IHC3000,arch_0346_0020
707.106781186548,5.523101558324584e-06,sr10000_IHC3000,arch_0346_0000
707.106781186548,6.524533023410939e-06,sr10000_IHC3000,arch_0346_0004
707.106781186548,6.250875301594405e-06,sr10000_IHC3000,arch_0346_0005
707.106781186548,5.542384199141992e-06,sr10000_IHC3000,arch_0346_0006
707.106781186548,6.816789057451089e-06,sr10000_IHC3000,arch_0346_0009
707.106781186548,5.896426110707509e-06,sr10000_IHC3000,arch_0346_0011
707.106781186548,5.847106819167891e-06,sr10000_IHC3000,arch_0346_0013
707.106781186548,5.924810561053207e-06,sr10000_IHC3000,arch_0346_0015
707.106781186548,6.034064964799413e-06,sr10000_IHC3000,arch_0346_0017
707.106781186548,6.127886136297889e-06,sr10000_IHC3000,arch_0346_0020
999.9999999999998,0.0011553337097975,IHC0050,arch_0346_0000
999.9999999999998,0.001202671452922,IHC0050,arch_0346_0004
999.9999999999998,0.0011123260234837,IHC0050,arch_0346_0005
999.9999999999998,0.0011801916334452,IHC0050,arch_0346_0006
999.9999999999998,0.0012008053802228,IHC0050,arch_0346_0009
999.9999999999998,0.0011033903925126,IHC0050,arch_0346_0011
999.9999999999998,0.0012408348728738,IHC0050,arch_0346_0013
999.9999999999998,0.0012727263388856,IHC0050,arch_0346_0015
999.9999999999998,0.0012750005847799,IHC0050,arch_0346_0017
999.9999999999998,0.0012133358878396,IHC0050,arch_0346_0020
999.9999999999998,0.0012787805673315,IHC0320,arch_0346_0000
999.9999999999998,0.0011230472562049,IHC0320,arch_0346_0004
999.9999999999998,0.0010793400947852,IHC0320,arch_0346_0005
999.9999999999998,0.0010717471950059,IHC0320,arch_0346_0006
999.9999999999998,0.0010195208548948,IHC0320,arch_0346_0009
999.9999999999998,0.0010954084297192,IHC0320,arch_0346_0011
999.9999999999998,0.0011420193983311,IHC0320,arch_0346_0013
999.9999999999998,0.0011174639676141,IHC0320,arch_0346_0015
999.9999999999998,0.0011249333762128,IHC0320,arch_0346_0017
999.9999999999998,0.0011048454365143,IHC0320,arch_0346_0020
999.9999999999998,8.236535938843659e-06,IHC1000,arch_0346_0000
999.9999999999998,9.157565655337764e-06,IHC1000,arch_0346_0004
999.9999999999998,8.748805291336481e-06,IHC1000,arch_0346_0005
999.9999999999998,7.871959343264123e-06,IHC1000,arch_0346_0006
999.9999999999998,7.764169726476311e-06,IHC1000,arch_0346_0009
999.9999999999998,9.566297153096316e-06,IHC1000,arch_0346_0011
999.9999999999998,8.649241650671158e-06,IHC1000,arch_0346_0013
999.9999999999998,8.578232420619614e-06,IHC1000,arch_0346_0015
999.9999999999998,8.97064539961967e-06,IHC1000,arch_0346_0017
999.9999999999998,8.36535103099223e-06,IHC1000,arch_0346_0020
999.9999999999998,3.842385574603924e-06,IHC3000,arch_0346_0000
999.9999999999998,5.102983464011501e-06,IHC3000,arch_0346_0004
999.9999999999998,4.886772802192851e-06,IHC3000,arch_0346_0005
999.9999999999998,4.0541078361044924e-06,IHC3000,arch_0346_0006
999.9999999999998,4.221244546354086e-06,IHC3000,arch_0346_0009
999.9999999999998,4.692751685020369e-06,IHC3000,arch_0346_0011
999.9999999999998,4.269556800329255e-06,IHC3000,arch_0346_0013
999.9999999999998,4.396744396117924e-06,IHC3000,arch_0346_0015
999.9999999999998,4.117536925862808e-06,IHC3000,arch_0346_0017
999.9999999999998,4.89718902429992e-06,IHC3000,arch_0346_0020
999.9999999999998,4.544204524226103e-06,sr10000_IHC3000,arch_0346_0000
999.9999999999998,5.331001247110834e-06,sr10000_IHC3000,arch_0346_0004
999.9999999999998,4.053982475715756e-06,sr10000_IHC3000,arch_0346_0005
999.9999999999998,4.334879780687473e-06,sr10000_IHC3000,arch_0346_0006
999.9999999999998,4.309978592020869e-06,sr10000_IHC3000,arch_0346_0009
999.9999999999998,5.3728477635850425e-06,sr10000_IHC3000,arch_0346_0011
999.9999999999998,4.8135291368378574e-06,sr10000_IHC3000,arch_0346_0013
999.9999999999998,4.762573850403129e-06,sr10000_IHC3000,arch_0346_0015
999.9999999999998,4.64026000424056e-06,sr10000_IHC3000,arch_0346_0017
999.9999999999998,4.790332339243975e-06,sr10000_IHC3000,arch_0346_0020
1414.2135623730949,0.0013686719915575,IHC0050,arch_0346_0000
1414.2135623730949,0.0009985441704525,IHC0050,arch_0346_0004
1414.2135623730949,0.0011280418868588,IHC0050,arch_0346_0005
1414.2135623730949,0.0010208278565397,IHC0050,arch_0346_0006
1414.2135623730949,0.0011585347901006,IHC0050,arch_0346_0009
1414.2135623730949,0.0009950273081844,IHC0050,arch_0346_0011
1414.2135623730949,0.0010589494709254,IHC0050,arch_0346_0013
1414.2135623730949,0.0011018398807625,IHC0050,arch_0346_0015
1414.2135623730949,0.0009946788459624,IHC0050,arch_0346_0017
1414.2135623730949,0.0011042081722467,IHC0050,arch_0346_0020
1414.2135623730949,0.0010651697890522,IHC0320,arch_0346_0000
1414.2135623730949,0.0010215337427608,IHC0320,arch_0346_0004
1414.2135623730949,0.0011595030375983,IHC0320,arch_0346_0005
1414.2135623730949,0.0010091768938129,IHC0320,arch_0346_0006
1414.2135623730949,0.0010473690439447,IHC0320,arch_0346_0009
1414.2135623730949,0.0013146899433891,IHC0320,arch_0346_0011
1414.2135623730949,0.0010535061502827,IHC0320,arch_0346_0013
1414.2135623730949,0.0011275566223489,IHC0320,arch_0346_0015
1414.2135623730949,0.0011432107306263,IHC0320,arch_0346_0017
1414.2135623730949,0.0009808050533441,IHC0320,arch_0346_0020
1414.2135623730949,1.3326144808534224e-05,IHC1000,arch_0346_0000
1414.2135623730949,1.5636130979101992e-05,IHC1000,arch_0346_0004
1414.2135623730949,1.63015141654288e-05,IHC1000,arch_0346_0005
1414.2135623730949,1.4651154795375376e-05,IHC1000,arch_0346_0006
1414.2135623730949,1.578014904057845e-05,IHC1000,arch_0346_0009
1414.2135623730949,1.6873290318297762e-05,IHC1000,arch_0346_0011
1414.2135623730949,1.4628975711694636e-05,IHC1000,arch_0346_0013
1414.2135623730949,1.4415661166555792e-05,IHC1000,arch_0346_0015
1414.2135623730949,1.4319956229913444e-05,IHC1000,arch_0346_0017
1414.2135623730949,1.5773838900168258e-05,IHC1000,arch_0346_0020
1414.2135623730949,3.658220573354853e-06,IHC3000,arch_0346_0000
1414.2135623730949,3.043010531333934e-06,IHC3000,arch_0346_0004
1414.2135623730949,3.7953061324813575e-06,IHC3000,arch_0346_0005
1414.2135623730949,3.710770777543004e-06,IHC3000,arch_0346_0006
1414.2135623730949,3.20476230042388e-06,IHC3000,arch_0346_0009
1414.2135623730949,3.3434163202450407e-06,IHC3000,arch_0346_0011
1414.2135623730949,3.3643765335877877e-06,IHC3000,arch_0346_0013
1414.2135623730949,3.2281146375989778e-06,IHC3000,arch_0346_0015
1414.2135623730949,3.897658011675631e-06,IHC3000,arch_0346_0017
1414.2135623730949,3.494002419834885e-06,IHC3000,arch_0346_0020
1414.2135623730949,3.3326997199711883e-06,sr10000_IHC3000,arch_0346_0000
1414.2135623730949,4.163187779848698e-06,sr10000_IHC3000,arch_0346_0004
1414.2135623730949,3.808331224819384e-06,sr10000_IHC3000,arch_0346_0005
1414.2135623730949,3.639489903228821e-06,sr10000_IHC3000,arch_0346_0006
1414.2135623730949,3.3489598854075098e-06,sr10000_IHC3000,arch_0346_0009
1414.2135623730949,3.7487494100041374e-06,sr10000_IHC3000,arch_0346_0011
1414.2135623730949,3.188967500289408e-06,sr10000_IHC3000,arch_0346_0013
1414.2135623730949,3.4598387024242783e-06,sr10000_IHC3000,arch_0346_0015
1414.2135623730949,4.121677398050139e-06,sr10000_IHC3000,arch_0346_0017
1414.2135623730949,3.4494139573570948e-06,sr10000_IHC3000,arch_0346_0020
2000.0,0.0010415730952042,IHC0050,arch_0346_0000
2000.0,0.0011092312987939,IHC0050,arch_0346_0004
2000.0,0.0012333585183372,IHC0050,arch_0346_0005
2000.0,0.0012744423982693,IHC0050,arch_0346_0006
2000.0,0.001055392462788,IHC0050,arch_0346_0009
2000.0,0.0010440637866808,IHC0050,arch_0346_0011
2000.0,0.0009767324528424,IHC0050,arch_0346_0013
2000.0,0.001183558015579,IHC0050,arch_0346_0015
2000.0,0.0010602608452541,IHC0050,arch_0346_0017
2000.0,0.0010473636545611,IHC0050,arch_0346_0020
2000.0,0.0010863622586649,IHC0320,arch_0346_0000
2000.0,0.0011488300835116,IHC0320,arch_0346_0004
2000.0,0.0012463133922506,IHC0320,arch_0346_0005
2000.0,0.0009381065765374,IHC0320,arch_0346_0006
2000.0,0.0010287137070301,IHC0320,arch_0346_0009
2000.0,0.0010105453149305,IHC0320,arch_0346_0011
2000.0,0.0010430482797489,IHC0320,arch_0346_0013
2000.0,0.0009754564556887,IHC0320,arch_0346_0015
2000.0,0.00110692922062,IHC0320,arch_0346_0017
2000.0,0.0008966586547523,IHC0320,arch_0346_0020
2000.0,6.374370098560789e-05,IHC1000,arch_0346_0000
2000.0,5.7197826841992594e-05,IHC1000,arch_0346_0004
2000.0,6.29982418047792e-05,IHC1000,arch_0346_0005
2000.0,5.31879832608162e-05,IHC1000,arch_0346_0006
2000.0,5.2945682745164646e-05,IHC1000,arch_0346_0009
2000.0,5.690765887744753e-05,IHC1000,arch_0346_0011
2000.0,5.895919868081912e-05,IHC1000,arch_0346_0013
2000.0,5.83838665051406e-05,IHC1000,arch_0346_0015
2000.0,6.212143733175246e-05,IHC1000,arch_0346_0017
2000.0,5.059640242666141e-05,IHC1000,arch_0346_0020
2000.0,2.7744772788107497e-06,IHC3000,arch_0346_0000
2000.0,3.1283915329360923e-06,IHC3000,arch_0346_0004
2000.0,2.73680942819432e-06,IHC3000,arch_0346_0005
2000.0,4.026016141356337e-06,IHC3000,arch_0346_0006
2000.0,3.374879276263343e-06,IHC3000,arch_0346_0009
2000.0,3.236049658239537e-06,IHC3000,arch_0346_0011
2000.0,3.003873366269616e-06,IHC3000,arch_0346_0013
2000.0,3.008014128225156e-06,IHC3000,arch_0346_0015
2000.0,3.4499232042239925e-06,IHC3000,arch_0346_0017
2000.0,3.389198749870204e-06,IHC3000,arch_0346_0020
2000.0,3.658871374545569e-06,sr10000_IHC3000,arch_0346_0000
2000.0,3.3335405236201154e-06,sr10000_IHC3000,arch_0346_0004
2000.0,3.902592460081067e-06,sr10000_IHC3000,arch_0346_0005
2000.0,3.7782351705040185e-06,sr10000_IHC3000,arch_0346_0006
2000.0,3.2950207509152563e-06,sr10000_IHC3000,arch_0346_0009
2000.0,4.118776130157542e-06,sr10000_IHC3000,arch_0346_0011
2000.0,3.252571603606924e-06,sr10000_IHC3000,arch_0346_0013
2000.0,3.331317620425267e-06,sr10000_IHC3000,arch_0346_0015
2000.0,4.941729877749879e-06,sr10000_IHC3000,arch_0346_0017
2000.0,4.119892561327276e-06,sr10000_IHC3000,arch_0346_0020
2828.4271247461875,0.0010287879894925,IHC0050,arch_0346_0000
2828.4271247461875,0.0010121083437315,IHC0050,arch_0346_0004
2828.4271247461875,0.0011297131122789,IHC0050,arch_0346_0005
2828.4271247461875,0.0009857716148597,IHC0050,arch_0346_0006
2828.4271247461875,0.0009816327672673,IHC0050,arch_0346_0009
2828.4271247461875,0.001016592016696,IHC0050,arch_0346_0011
2828.4271247461875,0.0010698307675134,IHC0050,arch_0346_0013
2828.4271247461875,0.0010300669741158,IHC0050,arch_0346_0015
2828.4271247461875,0.001068430905099,IHC0050,arch_0346_0017
2828.4271247461875,0.0009818765938975,IHC0050,arch_0346_0020
2828.4271247461875,0.0010604310309278,IHC0320,arch_0346_0000
2828.4271247461875,0.0009614726352111,IHC0320,arch_0346_0004
2828.4271247461875,0.0010828615842322,IHC0320,arch_0346_0005
2828.4271247461875,0.0010623176439257,IHC0320,arch_0346_0006
2828.4271247461875,0.0011045503600364,IHC0320,arch_0346_0009
2828.4271247461875,0.0011126593460759,IHC0320,arch_0346_0011
2828.4271247461875,0.0009383384575203,IHC0320,arch_0346_0013
2828.4271247461875,0.0010915434446716,IHC0320,arch_0346_0015
2828.4271247461875,0.0010835116763179,IHC0320,arch_0346_0017
2828.4271247461875,0.0011477674330679,IHC0320,arch_0346_0020
2828.4271247461875,0.0011043101316237,IHC1000,arch_0346_0000
2828.4271247461875,0.0010657680969239,IHC1000,arch_0346_0004
2828.4271247461875,0.0010368783599732,IHC1000,arch_0346_0005
2828.4271247461875,0.0010641010292917,IHC1000,arch_0346_0006
2828.4271247461875,0.0008778851684647,IHC1000,arch_0346_0009
2828.4271247461875,0.0010833081200491,IHC1000,arch_0346_0011
2828.4271247461875,0.0010419146226325,IHC1000,arch_0346_0013
2828.4271247461875,0.0009542271327824,IHC1000,arch_0346_0015
2828.4271247461875,0.0010885762825234,IHC1000,arch_0346_0017
2828.4271247461875,0.0009571103247012,IHC1000,arch_0346_0020
2828.4271247461875,3.4344065849012395e-06,IHC3000,arch_0346_0000
2828.4271247461875,3.054064161345238e-06,IHC3000,arch_0346_0004
2828.4271247461875,3.313212064259829e-06,IHC3000,arch_0346_0005
2828.4271247461875,3.5050700970540305e-06,IHC3000,arch_0346_0006
