background_condition,correct_spkr_list,correct_spkr_mean,correct_spkr_sem,correct_word_list,correct_word_mean,correct_word_sem,snr,tag_expt,tag_model
1.0,"[0.14627659574468085, 0.14361702127659576, 0.1622340425531915, 0.13829787234042554, 0.1595744680851064, 0.14095744680851063, 0.15425531914893617, 0.1356382978723404, 0.13829787234042554, 0.1356382978723404]",0.14547872340425533,0.0031230345662781123,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.3537234042553192, 0.31117021276595747, 0.35904255319148937, 0.3191489361702128, 0.3324468085106383, 0.31117021276595747, 0.324468085106383, 0.32180851063829785, 0.2872340425531915, 0.2872340425531915]",0.32074468085106383,0.007555771543497341,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.550531914893617, 0.526595744680851, 0.5638297872340425, 0.5425531914893617, 0.5319148936170213, 0.5425531914893617, 0.5319148936170213, 0.5292553191489362, 0.5664893617021277, 0.4946808510638298]",0.538031914893617,0.006527255366737571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.7207446808510638, 0.6888297872340425, 0.7101063829787234, 0.7154255319148937, 0.7127659574468085, 0.6728723404255319, 0.7021276595744681, 0.7021276595744681, 0.6861702127659575, 0.6702127659574468]",0.6981382978723405,0.005624369477149607,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.8164893617021277, 0.776595744680851, 0.7632978723404256, 0.7952127659574468, 0.8031914893617021, 0.7898936170212766, 0.7898936170212766, 0.776595744680851, 0.7686170212765957, 0.7872340425531915]",0.7867021276595745,0.005089609962555795,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.8696808510638298, 0.8324468085106383, 0.8164893617021277, 0.8643617021276596, 0.8643617021276596, 0.8404255319148937, 0.8430851063829787, 0.8324468085106383, 0.8324468085106383, 0.824468085106383]",0.8420212765957448,0.005775353714504362,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,9.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.8882978723404256, 0.8723404255319149, 0.8723404255319149, 0.8776595744680851, 0.8962765957446809, 0.8803191489361702, 0.8617021276595744, 0.8696808510638298, 0.8617021276595744, 0.875]",0.875531914893617,0.0034289148237258353,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,12.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.9069148936170213, 0.8829787234042553, 0.8962765957446809, 0.8856382978723404, 0.9148936170212766, 0.8909574468085106, 0.8936170212765957, 0.8882978723404256, 0.8909574468085106, 0.8829787234042553]",0.8933510638297871,0.003280141843971625,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,15.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.9228723404255319, 0.9122340425531915, 0.9148936170212766, 0.9228723404255319, 0.9175531914893617, 0.898936170212766, 0.8909574468085106, 0.8936170212765957, 0.9069148936170213, 0.9042553191489362]",0.9085106382978724,0.003637993710759451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
1.0,"[0.9361702127659575, 0.9069148936170213, 0.9308510638297872, 0.9335106382978723, 0.949468085106383, 0.9335106382978723, 0.9308510638297872, 0.9361702127659575, 0.9441489361702128, 0.9361702127659575]",0.9337765957446809,0.0035115784255919176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,inf,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.06382978723404255, 0.061170212765957445, 0.07446808510638298, 0.07446808510638298, 0.06648936170212766, 0.07712765957446809, 0.06648936170212766, 0.061170212765957445, 0.06648936170212766, 0.047872340425531915]",0.06595744680851064,0.0026831109841172975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-21.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.09574468085106383, 0.10638297872340426, 0.1196808510638298, 0.11436170212765957, 0.1196808510638298, 0.1276595744680851, 0.11436170212765957, 0.11436170212765957, 0.125, 0.09840425531914894]",0.11356382978723405,0.0033418575930799213,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.21010638297872342, 0.19680851063829788, 0.22606382978723405, 0.20212765957446807, 0.19414893617021275, 0.2047872340425532, 0.22074468085106383, 0.22606382978723405, 0.22872340425531915, 0.19946808510638298]",0.21090425531914897,0.0042154232014073555,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-15.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.3377659574468085, 0.31648936170212766, 0.3803191489361702, 0.3377659574468085, 0.35904255319148937, 0.31382978723404253, 0.34308510638297873, 0.3537234042553192, 0.3537234042553192, 0.3776595744680851]",0.3473404255319149,0.007072223643680543,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-12.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.526595744680851, 0.4734042553191489, 0.5452127659574468, 0.5053191489361702, 0.5292553191489362, 0.5106382978723404, 0.5106382978723404, 0.5212765957446809, 0.5319148936170213, 0.5212765957446809]",0.5175531914893617,0.0061573600546756535,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-9.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.7021276595744681, 0.6595744680851063, 0.7180851063829787, 0.6728723404255319, 0.6835106382978723, 0.6675531914893617, 0.6728723404255319, 0.6569148936170213, 0.6968085106382979, 0.6702127659574468]",0.6800531914893617,0.006269303974552176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.7978723404255319, 0.7606382978723404, 0.800531914893617, 0.773936170212766, 0.7819148936170213, 0.7819148936170213, 0.7819148936170213, 0.7686170212765957, 0.773936170212766, 0.7898936170212766]",0.7811170212765958,0.003965650575593094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.8696808510638298, 0.8457446808510638, 0.8590425531914894, 0.8563829787234043, 0.848404255319149, 0.8297872340425532, 0.8430851063829787, 0.848404255319149, 0.851063829787234, 0.8670212765957447]",0.8518617021276595,0.003720236747935692,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.898936170212766, 0.8723404255319149, 0.8803191489361702, 0.901595744680851, 0.8882978723404256, 0.8882978723404256, 0.8909574468085106, 0.8696808510638298, 0.875, 0.898936170212766]",0.886436170212766,0.003677742644094245,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9281914893617021, 0.8856382978723404, 0.8962765957446809, 0.9148936170212766, 0.9095744680851063, 0.8882978723404256, 0.9095744680851063, 0.898936170212766, 0.8803191489361702, 0.9202127659574468]",0.9031914893617021,0.0050023886452715905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9414893617021277, 0.9095744680851063, 0.9148936170212766, 0.9281914893617021, 0.9281914893617021, 0.9148936170212766, 0.9228723404255319, 0.9308510638297872, 0.9228723404255319, 0.9202127659574468]",0.9234042553191489,0.002934919389582778,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,9.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9361702127659575, 0.9228723404255319, 0.9148936170212766, 0.9335106382978723, 0.9308510638297872, 0.9281914893617021, 0.9414893617021277, 0.925531914893617, 0.9228723404255319, 0.9308510638297872]",0.9287234042553191,0.002405081554299747,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,12.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9361702127659575, 0.925531914893617, 0.9281914893617021, 0.9468085106382979, 0.949468085106383, 0.9228723404255319, 0.9335106382978723, 0.9202127659574468, 0.9308510638297872, 0.9308510638297872]",0.9324468085106383,0.0030245961186581506,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,15.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9388297872340425, 0.925531914893617, 0.9335106382978723, 0.9414893617021277, 0.949468085106383, 0.9122340425531915, 0.9335106382978723, 0.9202127659574468, 0.9335106382978723, 0.9388297872340425]",0.9327127659574469,0.0034346401822359126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
2.0,"[0.9281914893617021, 0.9122340425531915, 0.9202127659574468, 0.9281914893617021, 0.9521276595744681, 0.9175531914893617, 0.9361702127659575, 0.9441489361702128, 0.9308510638297872, 0.9175531914893617]",0.9287234042553191,0.004000182330737054,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,inf,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.005319148936170213, 0.0026595744680851063, 0.005319148936170213, 0.0026595744680851063, 0.034574468085106384, 0.005319148936170213, 0.007978723404255319, 0.007978723404255319, 0.013297872340425532, 0.005319148936170213]",0.009042553191489361,0.002998499029306341,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-21.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.007978723404255319, 0.0026595744680851063, 0.0026595744680851063, 0.005319148936170213, 0.034574468085106384, 0.0, 0.010638297872340425, 0.005319148936170213, 0.0026595744680851063, 0.0026595744680851063]",0.007446808510638297,0.0031667679254417996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.007978723404255319, 0.0026595744680851063, 0.007978723404255319, 0.0026595744680851063, 0.031914893617021274, 0.007978723404255319, 0.007978723404255319, 0.015957446808510637, 0.010638297872340425, 0.015957446808510637]",0.011170212765957446,0.002712244422123822,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-15.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.02925531914893617, 0.018617021276595744, 0.0398936170212766, 0.02127659574468085, 0.06382978723404255, 0.02925531914893617, 0.031914893617021274, 0.04521276595744681, 0.031914893617021274, 0.031914893617021274]",0.03430851063829787,0.004090521984063591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-12.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.19414893617021275, 0.10372340425531915, 0.13297872340425532, 0.1276595744680851, 0.17819148936170212, 0.14893617021276595, 0.125, 0.15691489361702127, 0.18351063829787234, 0.13829787234042554]",0.14893617021276595,0.009187408800022423,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-9.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.4521276595744681, 0.34308510638297873, 0.40425531914893614, 0.3962765957446808, 0.48138297872340424, 0.4015957446808511, 0.3829787234042553, 0.4175531914893617, 0.4521276595744681, 0.40691489361702127]",0.4138297872340425,0.012500943075937816,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.6356382978723404, 0.6196808510638298, 0.6622340425531915, 0.6542553191489362, 0.675531914893617, 0.6675531914893617, 0.6462765957446809, 0.6542553191489362, 0.7047872340425532, 0.6382978723404256]",0.6558510638297872,0.0075140496809989596,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.7872340425531915, 0.7925531914893617, 0.7872340425531915, 0.800531914893617, 0.7952127659574468, 0.8085106382978723, 0.8031914893617021, 0.7819148936170213, 0.8058510638297872, 0.7845744680851063]",0.7946808510638298,0.0029879963734667937,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.8776595744680851, 0.8537234042553191, 0.8351063829787234, 0.8696808510638298, 0.8856382978723404, 0.875, 0.8590425531914894, 0.8670212765957447, 0.8723404255319149, 0.8617021276595744]",0.865691489361702,0.004507348871945436,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,3.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.8936170212765957, 0.8882978723404256, 0.8856382978723404, 0.898936170212766, 0.9042553191489362, 0.901595744680851, 0.8936170212765957, 0.9095744680851063, 0.8936170212765957, 0.9069148936170213]",0.8976063829787234,0.002515294496296304,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,6.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.9202127659574468, 0.9069148936170213, 0.898936170212766, 0.9042553191489362, 0.9228723404255319, 0.9069148936170213, 0.9148936170212766, 0.9148936170212766, 0.901595744680851, 0.925531914893617]",0.9117021276595745,0.0029349193895827717,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,9.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.9361702127659575, 0.9148936170212766, 0.9202127659574468, 0.9148936170212766, 0.9335106382978723, 0.9202127659574468, 0.9148936170212766, 0.9148936170212766, 0.9122340425531915, 0.9228723404255319]",0.9204787234042554,0.002613369321451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,12.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.9361702127659575, 0.9281914893617021, 0.925531914893617, 0.9202127659574468, 0.9441489361702128, 0.9308510638297872, 0.9308510638297872, 0.9228723404255319, 0.9175531914893617, 0.9388297872340425]",0.9295212765957446,0.0026669519426403103,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,15.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.9388297872340425, 0.9308510638297872, 0.9388297872340425, 0.9361702127659575, 0.9574468085106383, 0.9414893617021277, 0.9388297872340425, 0.9335106382978723, 0.9308510638297872, 0.9281914893617021]",0.9375,0.0026073477251512,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
3.0,"[0.9335106382978723, 0.9202127659574468, 0.925531914893617, 0.9335106382978723, 0.9468085106382979, 0.9228723404255319, 0.9441489361702128, 0.9388297872340425, 0.9308510638297872, 0.9414893617021277]",0.9337765957446809,0.002871300485940018,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,inf,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
4.0,"[0.17819148936170212, 0.17553191489361702, 0.2473404255319149, 0.2047872340425532, 0.2393617021276596, 0.18882978723404256, 0.21808510638297873, 0.1595744680851064, 0.22340425531914893, 0.2074468085106383]",0.20425531914893616,0.009065122717137743,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-21.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
4.0,"[0.22340425531914893, 0.23404255319148937, 0.28191489361702127, 0.2579787234042553, 0.31117021276595747, 0.23138297872340424, 0.28191489361702127, 0.21808510638297873, 0.2872340425531915, 0.2632978723404255]",0.2590425531914894,0.009952795887011482,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-18.0,kell_like_inharmonic,models/spkr_recognition/IHC0050/arch0_00??
