condition,correct_spkr_list,correct_spkr_mean,correct_spkr_sem,correct_word_list,correct_word_mean,correct_word_sem,f0_shift_in_semitones,tag_expt,tag_model
harmonic,"[0.8927613941018767, 0.9410187667560321, 0.903485254691689, 0.9302949061662198, 0.9463806970509383, 0.9329758713136729, 0.9249329758713136, 0.9168900804289544, 0.9195710455764075, 0.935656836461126]",0.9243967828418229,0.005283912600212502,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-10.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9061662198391421, 0.9410187667560321, 0.8981233243967829, 0.935656836461126, 0.9410187667560321, 0.9249329758713136, 0.938337801608579, 0.9168900804289544, 0.9302949061662198, 0.9302949061662198]",0.9262734584450403,0.004699130232398528,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-9.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9088471849865952, 0.9517426273458445, 0.8954423592493298, 0.9249329758713136, 0.9410187667560321, 0.9302949061662198, 0.9410187667560321, 0.9222520107238605, 0.9249329758713136, 0.9436997319034852]",0.9284182305630025,0.005407166937410486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-8.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9249329758713136, 0.9571045576407506, 0.900804289544236, 0.9276139410187667, 0.9276139410187667, 0.9222520107238605, 0.938337801608579, 0.9302949061662198, 0.9276139410187667, 0.938337801608579]",0.9294906166219838,0.004504766098705469,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-7.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9302949061662198, 0.9624664879356568, 0.9115281501340483, 0.9276139410187667, 0.938337801608579, 0.9329758713136729, 0.9463806970509383, 0.9329758713136729, 0.9302949061662198, 0.9490616621983914]",0.9361930294906167,0.004392566837334948,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-6.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9329758713136729, 0.9758713136729222, 0.935656836461126, 0.9410187667560321, 0.9624664879356568, 0.9490616621983914, 0.9463806970509383, 0.9490616621983914, 0.9436997319034852, 0.9490616621983914]",0.9485254691689008,0.00399254832952434,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-5.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9490616621983914, 0.9758713136729222, 0.9517426273458445, 0.9597855227882037, 0.9624664879356568, 0.9517426273458445, 0.9597855227882037, 0.9490616621983914, 0.9624664879356568, 0.9597855227882037]",0.9581769436997319,0.0025962178813822975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-4.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9597855227882037, 0.9785522788203753, 0.9624664879356568, 0.9731903485254692, 0.967828418230563, 0.9651474530831099, 0.967828418230563, 0.967828418230563, 0.9651474530831099, 0.967828418230563]",0.9675603217158176,0.0016694854059222002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-3.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9731903485254692, 0.9812332439678284, 0.9758713136729222, 0.9758713136729222, 0.9785522788203753, 0.9571045576407506, 0.967828418230563, 0.9705093833780161, 0.967828418230563, 0.9705093833780161]",0.9718498659517426,0.00216146320329721,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-2.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9731903485254692, 0.9731903485254692, 0.9812332439678284, 0.9785522788203753, 0.9839142091152815, 0.9624664879356568, 0.967828418230563, 0.9812332439678284, 0.9705093833780161, 0.9865951742627346]",0.9758713136729222,0.002431004559202052,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-1.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9812332439678284, 0.9812332439678284, 0.9812332439678284, 0.9812332439678284, 0.9785522788203753, 0.9597855227882037, 0.9731903485254692, 0.9758713136729222, 0.967828418230563, 0.9731903485254692]",0.9753351206434318,0.0022537122811293092,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9758713136729222, 0.9785522788203753, 0.9758713136729222, 0.9839142091152815, 0.9865951742627346, 0.9597855227882037, 0.9731903485254692, 0.9705093833780161, 0.9731903485254692, 0.9785522788203753]",0.9756032171581769,0.0023457381141030755,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,1.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.967828418230563, 0.9731903485254692, 0.9758713136729222, 0.9705093833780161, 0.9785522788203753, 0.9571045576407506, 0.9812332439678284, 0.967828418230563, 0.9705093833780161, 0.9785522788203753]",0.972117962466488,0.002232349597282719,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,2.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9651474530831099, 0.9731903485254692, 0.9705093833780161, 0.9758713136729222, 0.9758713136729222, 0.9517426273458445, 0.967828418230563, 0.9785522788203753, 0.9624664879356568, 0.9705093833780161]",0.9691689008042894,0.0025038294416661116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,3.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9597855227882037, 0.9597855227882037, 0.9463806970509383, 0.9597855227882037, 0.9785522788203753, 0.9490616621983914, 0.9490616621983914, 0.9731903485254692, 0.9597855227882037, 0.967828418230563]",0.9603217158176942,0.003338970811844401,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,4.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.935656836461126, 0.935656836461126, 0.9142091152815014, 0.9410187667560321, 0.9517426273458445, 0.935656836461126, 0.9302949061662198, 0.9597855227882037, 0.9463806970509383, 0.938337801608579]",0.9388739946380698,0.0039117191471383815,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,5.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.9222520107238605, 0.9195710455764075, 0.8605898123324397, 0.9115281501340483, 0.9222520107238605, 0.8927613941018767, 0.8927613941018767, 0.9302949061662198, 0.9168900804289544, 0.9168900804289544]",0.9085790884718499,0.00659672405146043,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,6.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.8927613941018767, 0.900804289544236, 0.8445040214477212, 0.8873994638069705, 0.8927613941018767, 0.8766756032171582, 0.8659517426273459, 0.900804289544236, 0.900804289544236, 0.8927613941018767]",0.8855227882037534,0.00577843187143064,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,7.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.8445040214477212, 0.871313672922252, 0.7908847184986595, 0.8445040214477212, 0.8659517426273459, 0.8418230563002681, 0.8337801608579088, 0.8579088471849866, 0.8659517426273459, 0.8498659517426274]",0.8466487935656837,0.007301768799219122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,8.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.8230563002680965, 0.8445040214477212, 0.7855227882037533, 0.8257372654155496, 0.8176943699731903, 0.8203753351206434, 0.7989276139410187, 0.8337801608579088, 0.8150134048257373, 0.8337801608579088]",0.8198391420911528,0.005462272310969129,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,9.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.7962466487935657, 0.8364611260053619, 0.7319034852546917, 0.7533512064343163, 0.7533512064343163, 0.7908847184986595, 0.7694369973190348, 0.8016085790884718, 0.7694369973190348, 0.7962466487935657]",0.7798927613941019,0.009578798294267053,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,10.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.7319034852546917, 0.7587131367292225, 0.6809651474530831, 0.7184986595174263, 0.7158176943699732, 0.7426273458445041, 0.7158176943699732, 0.7721179624664879, 0.739946380697051, 0.7533512064343163]",0.7329758713136729,0.008337375363496397,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,11.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.6648793565683646, 0.710455764075067, 0.6407506702412868, 0.6675603217158177, 0.6702412868632708, 0.710455764075067, 0.67828418230563, 0.7345844504021448, 0.6943699731903485, 0.6863270777479893]",0.6857908847184987,0.008671677905778885,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,12.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
inharmonic,"[0.9302949061662198, 0.9195710455764075, 0.9410187667560321, 0.938337801608579, 0.9517426273458445, 0.9222520107238605, 0.9463806970509383, 0.9436997319034852, 0.9276139410187667, 0.9463806970509383]",0.9367292225201073,0.0035115071857709647,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,pitch_altered,models/spkr_recognition/IHC0050/arch0_00??
harmonic,"[0.3941018766756032, 0.4101876675603217, 0.40482573726541554, 0.46112600536193027, 0.48257372654155495, 0.49865951742627346, 0.3806970509383378, 0.3941018766756032, 0.4584450402144772, 0.46648793565683644]",0.43512064343163537,0.013482349555689175,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-12.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.3941018766756032, 0.4075067024128686, 0.4075067024128686, 0.4745308310991957, 0.4959785522788204, 0.5013404825737265, 0.3780160857908847, 0.3753351206434316, 0.4584450402144772, 0.47989276139410186]",0.43726541554959786,0.01570114028299427,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-11.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.4075067024128686, 0.41823056300268097, 0.41823056300268097, 0.4772117962466488, 0.49865951742627346, 0.4959785522788204, 0.3914209115281501, 0.3672922252010724, 0.46380697050938335, 0.46380697050938335]",0.44021447721179624,0.014430799731499157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-10.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.4289544235924933, 0.4155495978552279, 0.450402144772118, 0.49865951742627346, 0.5415549597855228, 0.5415549597855228, 0.39946380697050937, 0.3914209115281501, 0.5067024128686327, 0.4718498659517426]",0.4646112600536193,0.017734268662454217,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-9.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.46112600536193027, 0.4477211796246649, 0.5067024128686327, 0.5120643431635389, 0.5442359249329759, 0.5630026809651475, 0.4316353887399464, 0.4262734584450402, 0.5227882037533512, 0.4879356568364611]",0.4903485254691689,0.014982787197733504,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-8.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.517426273458445, 0.47989276139410186, 0.5522788203753352, 0.579088471849866, 0.6112600536193029, 0.613941018766756, 0.47989276139410186, 0.46380697050938335, 0.5764075067024129, 0.5120643431635389]",0.5386058981233244,0.01759139024409008,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-7.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.6058981233243967, 0.5442359249329759, 0.6246648793565683, 0.646112600536193, 0.67828418230563, 0.6407506702412868, 0.5522788203753352, 0.5495978552278821, 0.6193029490616622, 0.5656836461126006]",0.6026809651474532,0.014893774195531478,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-6.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
harmonic,"[0.7024128686327078, 0.6327077747989276, 0.7372654155495979, 0.7292225201072386, 0.7855227882037533, 0.710455764075067, 0.6541554959785523, 0.6407506702412868, 0.707774798927614, 0.6541554959785523]",0.6954423592493297,0.015551652098959052,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,-5.0,pitch_altered,models/spkr_recognition/IHC0320/arch0_00??
